#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Countability,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,DamagePhysType,DefaultActionRange,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,SubcategorySort,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
28922,발렌티온 아카시아 드레스 세트 궤짝,,"노란색 발렌티온 아카시아 장비 세트가 들어 있는 궤짝.
[장비 가능 레벨: 1 / 아이템 레벨: 1]
[도시 또는 필드에서만 사용 가능]",발렌티온 아카시아 드레스 세트 궤짝,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000219,1,2,0,0,0,26509,1,2710,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
28923,발렌티온 물망초 드레스 세트 궤짝,,"파란색 발렌티온 물망초 장비 세트가 들어 있는 궤짝.
[장비 가능 레벨: 1 / 아이템 레벨: 1]
[도시 또는 필드에서만 사용 가능]",발렌티온 물망초 드레스 세트 궤짝,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000218,1,2,0,0,0,26509,1,2710,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
28924,2호 B형 방어구 물자함,,"2호 B형 방어구 세트가 들어 있는 물자함.
[장비 가능 레벨: 1 / 아이템 레벨: 1]",2호 B형 방어구 물자함,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,26,1,2,0,0,0,26509,1,2120,1085,0,0,0,1,45,61,0,0,56,0,2,0,True,True,True,True,False,False,False,False
28925,불멸의 턱주가리,,"대형 턱주가리.
'켄의 섬'의 터주.
[4등급 어탁 액자에 탁본 가능]",불멸의 턱주가리,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,1672,119,0,0,28475,460,0,0,0,6429,0,2,16,47,46,0,14,0,2,15,False,False,False,False,False,False,False,False
28926,흰론조,,"대형 얼룩메기.
'와츠 강 하류'의 터주.
[2등급 이상 수조에서 사육 가능]
[2등급 어탁 액자에 탁본 가능]",흰론조,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,1672,119,0,0,28476,460,0,0,0,6430,0,2,16,47,46,0,14,0,2,15,False,False,False,False,False,False,False,False
28927,못도마뱀,,"대형 가시도마뱀.
'호박석 산맥'의 터주.
[4등급 어탁 액자에 탁본 가능]",못도마뱀,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,1672,119,0,0,29621,460,0,0,0,6431,0,2,16,47,46,0,14,0,2,15,False,False,False,False,False,False,False,False
28928,픽시무지개,,"대형 무지개나비어.
'둘째들의 물줄기'의 터주.
[1등급 어탁 액자에 탁본 가능]",픽시무지개,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,1672,119,0,0,28477,460,0,0,0,6432,0,2,16,47,46,0,14,0,2,15,False,False,False,False,False,False,False,False
28929,검은 제트기류,,"대형 삼흑성어.
'로차틀 강'의 터주.
[1등급 어탁 액자에 탁본 가능]",검은 제트기류,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,1672,119,0,0,28478,460,0,0,0,6433,0,2,16,47,46,0,14,0,2,15,False,False,False,False,False,False,False,False
28930,온도의 한숨,,"대형 방울아귀.
'가자미굴'의 터주.
[1등급 어탁 액자에 탁본 가능]",온도의 한숨,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,1672,119,0,0,29197,460,0,0,0,6434,0,2,16,47,46,0,14,0,2,15,False,False,False,False,False,False,False,False
28931,1등급 어탁 액자,,특정 어탁을 장식할 수 있는 소형 액자.,1등급 어탁 액자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197565,1,5000,150,0,0,51427,1,22000,0,0,0,0,1,14,79,71,0,50,0,2,0,False,False,False,False,False,False,False,False
28932,2등급 어탁 액자,,특정 어탁을 장식할 수 있는 중형 액자.,2등급 어탁 액자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197566,1,5000,150,0,0,51426,1,22000,0,0,0,0,1,14,79,71,0,50,0,2,0,False,False,False,False,False,False,False,False
28933,3등급 어탁 액자,,특정 어탁을 장식할 수 있는 대형 액자.,3등급 어탁 액자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197567,1,5000,150,0,0,51424,1,22000,0,0,0,0,1,14,79,71,0,50,0,2,0,False,False,False,False,False,False,False,False
28934,4등급 어탁 액자,,특정 어탁을 장식할 수 있는 특대형 액자.,4등급 어탁 액자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197568,1,5000,150,0,0,51425,1,22000,0,0,0,0,1,14,79,71,0,50,0,2,0,False,False,False,False,False,False,False,False
28935,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
28936,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
28937,갈라디온 망둥이,,"갈라디온 만 먼바다에 서식하는 망둥이의 일종.
[1등급 어탁 액자에 탁본 가능]",갈라디온 망둥이,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,66,2,0,0,29003,1,1000,0,0,6442,0,1,16,47,46,0,15,0,2,15,False,False,False,False,False,False,False,False
28938,갈라디온 멸치,,"갈라디온 만 먼바다를 회유하는 로민사 멸치의 지역군.
[2등급 어탁 액자에 탁본 가능]",갈라디온 멸치,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,66,2,0,0,29034,1,1000,0,0,6443,0,1,16,47,46,0,15,0,2,15,False,False,False,False,False,False,False,False
28939,장미도미,,"갈라디온 만 먼바다를 회유하는 붉은 바닷물고기.
[2등급 어탁 액자에 탁본 가능]",장미도미,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,66,2,0,0,29009,1,1000,0,0,6443,0,1,16,47,46,0,15,0,2,15,False,False,False,False,False,False,False,False
28940,삼각고기,,"멜토르 해협에 서식하는, 비늘이 단단한 가시 모양인 바닷물고기.
[2등급 이상 수조에서 사육 가능]
[2등급 어탁 액자에 탁본 가능]",삼각고기,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,66,2,0,0,29152,1,1000,0,0,6443,0,1,16,47,46,0,15,0,2,15,False,False,False,False,False,False,False,False
28941,해님나비어,,"멜토르 해협을 회유하는 몸 색깔이 선명한 바닷물고기.
[1등급 어탁 액자에 탁본 가능]",해님나비어,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,66,2,0,0,29016,1,1000,0,0,6442,0,1,16,47,46,0,15,0,2,15,False,False,False,False,False,False,False,False
28942,변색상어,,"갈라디온 만 먼바다에 서식하는 대형 상어.
[3등급 어탁 액자에 탁본 가능]",변색상어,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,66,2,0,0,29011,1,1000,0,0,6444,0,1,16,47,46,0,15,0,2,15,False,False,False,False,False,False,False,False
28943,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
28944,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
28945,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
28946,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
28947,히아신스 씨앗,,"재배용 히아신스 씨앗.
[화분 전용]",히아신스 씨앗,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,92,999,300,8,0,0,27471,1,8000,0,0,0,0,1,20,82,81,0,50,0,2,0,False,False,False,False,False,False,False,False
28948,히아신스: 빨강,,"색깔이 선명한 빨간색 히아신스.
[특정 꽃병에 꽃꽂이 가능]",히아신스: 빨강,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,152,4,0,0,25606,1,21000,0,0,0,0,1,12,61,60,0,16,0,2,0,False,False,False,False,False,False,False,False
28949,히아신스: 파랑,,"색깔이 선명한 파란색 히아신스.
[특정 꽃병에 꽃꽂이 가능]",히아신스: 파랑,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,152,4,0,0,25605,1,21000,0,0,0,0,1,12,61,60,0,16,0,2,0,False,False,False,False,False,False,False,False
28950,히아신스: 노랑,,"색깔이 선명한 노란색 히아신스.
[특정 꽃병에 꽃꽂이 가능]",히아신스: 노랑,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,152,4,0,0,25601,1,21000,0,0,0,0,1,12,61,60,0,16,0,2,0,False,False,False,False,False,False,False,False
28951,히아신스: 초록,,"색깔이 선명한 초록색 히아신스.
[특정 꽃병에 꽃꽂이 가능]",히아신스: 초록,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,152,4,0,0,25608,1,21000,0,0,0,0,1,12,61,60,0,16,0,2,0,False,False,False,False,False,False,False,False
28952,히아신스: 주황,,"색깔이 선명한 주황색 히아신스.
[특정 꽃병에 꽃꽂이 가능]",히아신스: 주황,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,152,4,0,0,25600,1,21000,0,0,0,0,1,12,61,60,0,16,0,2,0,False,False,False,False,False,False,False,False
28953,히아신스: 보라,,"색깔이 선명한 보라색 히아신스.
[특정 꽃병에 꽃꽂이 가능]",히아신스: 보라,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,152,4,0,0,25604,1,21000,0,0,0,0,1,12,61,60,0,16,0,2,0,False,False,False,False,False,False,False,False
28954,히아신스: 하양,,"색깔이 선명한 하얀색 히아신스.
[특정 꽃병에 꽃꽂이 가능]",히아신스: 하양,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,152,4,0,0,25607,1,21000,0,0,0,0,1,12,61,60,0,16,0,2,0,False,False,False,False,False,False,False,False
28955,히아신스: 검정,,"색깔이 선명한 검은색 히아신스.
[특정 꽃병에 꽃꽂이 가능]",히아신스: 검정,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,152,4,0,0,25602,1,21000,0,0,0,0,1,12,61,60,0,16,0,2,0,False,False,False,False,False,False,False,False
28956,히아신스: 혼합,,"알록달록 흐드러지게 핀 히아신스.
[특정 꽃병에 꽃꽂이 가능]",히아신스: 혼합,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,152,4,0,0,25603,1,21000,0,0,0,0,1,12,61,60,0,16,0,2,0,False,False,False,False,False,False,False,False
28957,소형 반목조 외벽,,"소형 점포에 사용되는 외장재 묶음. 일체형이므로 모든 외장재가 한꺼번에 변경되며, 개별 부품 변경은 불가능하다.
[소형 주택에만 설치 가능]",소형 반목조 외벽,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327714,1,320760,4812,0,0,50834,1,8370,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,False,False,False,False,False
28958,반목조 외벽,,"중형 점포에 사용되는 외장재 묶음. 일체형이므로 모든 외장재가 한꺼번에 변경되며, 개별 부품 변경은 불가능하다.
[중형 주택에만 설치 가능]",반목조 외벽,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327715,1,320760,4812,0,0,50835,1,8370,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,False,False,False,False,False
28959,대형 반목조 외벽,,"대형 점포에 사용되는 외장재 묶음. 일체형이므로 모든 외장재가 한꺼번에 변경되며, 개별 부품 변경은 불가능하다.
[대형 주택에만 설치 가능]",대형 반목조 외벽,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,327716,1,320760,4812,0,0,50836,1,8370,0,0,0,0,1,14,66,65,0,50,1,2,0,False,False,False,False,False,False,False,False
28960,원석 내벽,,크기가 제각각인 돌을 쌓아올린 듯한 벽 내장재.,원석 내벽,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,66099,1,5000,150,0,0,51247,430,2000,0,0,6452,0,1,14,73,66,0,50,0,2,11,False,False,False,False,False,False,False,False
28961,원석 바닥,,크기가 제각각인 돌을 깔아 놓은 듯한 바닥재.,원석 바닥,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65579,1,5000,150,0,0,51041,430,4000,0,0,6453,0,1,14,74,66,0,50,0,2,11,False,False,False,False,False,False,False,False
28962,나무 샹들리에,,소박한 목제 샹들리에.,나무 샹들리에,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65834,1,27442,150,0,0,51138,430,6000,0,0,6454,0,1,14,75,66,0,50,0,2,8,False,False,False,False,False,False,False,False
28963,모그리 원탁,,모그리 장식이 달린 원탁.,모그리 원탁,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197170,1,4000,60,0,0,51686,1,2480,0,0,0,0,1,14,77,69,0,50,0,2,0,False,False,False,False,False,False,False,False
28964,모그리 의자,,모그리 모양의 의자.,모그리 의자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197171,1,3000,60,0,0,52671,1,40480,0,0,0,0,1,14,57,68,0,50,0,2,0,False,False,False,False,False,False,False,False
28965,화장품 상자,,화장품이 든 작은 상자.,화장품 상자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197551,1,450,30,0,0,53343,430,6000,0,0,6455,0,1,14,78,70,0,50,1,2,14,False,False,False,False,False,False,False,False
28966,알 사냥 포스터: 2019,,알 사냥 축제의 풍경을 그린 그림.,알 사냥 포스터: 2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197558,1,2,0,0,0,51421,1,18730,0,0,0,0,1,14,79,0,0,50,0,2,0,False,True,False,False,False,False,False,False
28967,포도주 거치대,,단순한 목제 포도주 거치대.,포도주 거치대,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197562,1,450,30,0,0,53341,1,6000,0,0,0,0,1,14,78,70,0,50,1,2,0,False,False,False,False,False,False,False,False
28968,봉 칸막이,,줄로 구역을 나눠 행렬을 정리하기에 적합한 칸막이.,봉 칸막이,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197563,1,450,30,0,0,53347,1,6000,0,0,0,0,1,14,78,70,0,50,1,2,0,False,False,False,False,False,False,False,False
28969,골판지 상자,,가볍고 튼튼한 종이 상자.,골판지 상자,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197564,1,450,30,0,0,53351,1,6000,0,0,0,0,1,14,78,70,0,50,1,2,0,False,False,False,False,False,False,False,False
28970,접시꽂이,,접시를 꽂아 놓기 위한 거치대.,접시꽂이,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197573,1,450,30,0,0,53338,430,6000,0,0,6456,0,1,14,78,70,0,50,1,2,14,False,False,False,False,False,False,False,False
28971,외투걸이,,외투가 걸린 걸이.,외투걸이,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197574,1,3000,90,0,0,52670,1,16000,0,0,0,0,1,14,57,56,0,50,0,2,0,False,False,False,False,False,False,False,False
28972,아모로트 간접 조명,,아모로트 양식의 벽걸이형 간접 조명기구.,아모로트 간접 조명,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197575,1,450,60,0,0,51430,1,6000,0,0,0,0,1,14,79,71,0,50,0,2,0,False,False,False,False,False,False,False,False
28973,별궁의 화장대,,하우케타 별궁에서 특별 주문한 화장대.,별궁의 화장대,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197580,1,4000,60,0,0,51689,430,2000,0,0,6457,0,1,14,77,69,0,50,1,2,9,False,False,False,False,False,False,False,False
28974,치즈 선반,,치즈로 보는 점을 신봉하는 사람을 위한 치즈 선반.,치즈 선반,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197586,1,4000,120,0,0,51690,430,4000,0,0,6458,0,1,14,77,69,0,50,1,2,8,False,False,False,False,False,False,False,False
28975,벽걸이 장미 화분,,장미가 활짝 핀 벽걸이 화분.,벽걸이 장미 화분,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197587,1,450,60,0,0,51420,430,12000,0,0,6459,0,1,14,79,71,0,50,1,2,14,False,False,False,False,False,False,False,False
28976,개켜 놓은 이불,,개켜 놓은 동방풍 침구. 가끔 고양이가 들어가 있기도 한다.,개켜 놓은 이불,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,197589,1,450,30,0,0,53348,430,6000,0,0,6460,0,1,14,78,70,0,50,1,2,13,False,False,False,False,False,False,False,False
