key,0,1,2
193,"마법 침대에 올라탑니다.
하늘을 날 수 있는 마법에 걸린 침대.","하늘을 날 수 있는 마법에 걸린 침대. 푀부트 왕국 시대에 '침대에서 나오기 싫다'는 게으른 왕족의 부탁으로 설계되었다. 물론 게으름뱅이가 대가를 제대로 지불할 리는 없었으며, 발주자는 하늘로 여행을 떠났다.","이불 밖은 위험해"
194,"대륙기예단 아리만에 올라탑니다.
대륙기예단에서 사육한 요마 아리만.","대륙기예단에서 구경거리로 삼기 위해 사육한 요마. '공포의 시선'으로 사람들에게서 공포의 힘을 모을 수 있을 거라는 기대를 받았으나, 그런 재능이 없었던 모양이다. 지금은 존경하는 모험가의 시종이 되었다.","힐끔…"
195,"금두운에 올라탑니다.
동방의 선인이 고안한 비술. 마법 구름을 만들어 낸다.","동주 오사드 대륙 변방에 있는 깊은 산속에 거처한다고 하는 위대한 선인이 고안한 비술. 마력으로 구름 덩어리를 만들어 이를 타고 하늘을 날 수 있다고 한다. 황금처럼 빛나는 구름은 탑승자에게 금전운을 가져다 준다고 전해진다.","이야~!"
196,"","",""
197,"전쟁호랑이에 올라탑니다.
전쟁용으로 조교된 군용 호랑이. 제3의 검을 손에 넣었다.","전쟁용으로 조교된 군용 호랑이. 북주 일사바드 대륙의 보즈야 지방에서는, 이런 종류의 짐승을 군용으로 보병 부대에 동행시키는 전통이 있었다. 그 부대의 병사들은 동료로서 친밀감을 담아 호랑이를 '고양이'라고 불렀다고 한다.","야옹!"
198,"","",""
199,"","",""
200,"몰볼에 올라탑니다.
커다란 입이 특징인 초목강 마물. 입냄새가 살짝 난다.","원래 '청공 투기장'의 가면 무투회용으로 준비한 마물이었지만, 너무 온순해서 써먹지 못했다. 때문에 청마도사 길드에 양도되었으나, 냄새가 약해 '역한 입냄새' 체득에도 이용할 수 없어서 결과적으로 탑승용이 된 듯하다.","뿌앙……"
201,"뚱포크시에 올라탑니다.
탑승용으로 만든 포크시. 희미하게 소시지 향이 난다.","응 모우족인 러그 잉크가 제작한 탑승용 포크시. 소시지 향을 너무 좋아해서 틈만 나면 훈제실에 틀어박히기에 그 냄새가 몸에 뱄다. 탑승감은 무척 좋으나, 자꾸만 배가 고파온다.","꾸울꾸울…"
202,"에피메테우스에 올라탑니다.
갈론드 아이언웍스 사에서 재현한 제국제 마도 병기.","새벽의 혈맹 소속 첩보원이 제국 본토에서 가지고 돌아온 도면을 토대로 갈론드 아이언웍스 사가 재현한 마도 병기. 누락된 정보를 추측해서 보완한 결과, 진짜보다 작은 1인승 차량으로 만들어졌다.","드르르르르르르…"
203,"메노이티오스에 올라탑니다.
갈론드 아이언웍스 사에서 시험 제작한 제국제 마도 병기.","갈론드 아이언웍스 사에서 시험 제작한 마도 병기. 에피메테우스 개발을 통하여 얻은 정보를 기반으로 개량한 것으로, 최고 속도는 별반 다르지 않지만 승차감과 생산성이 좋아진 듯하다.","부르르르르르르…"
204,"건설 07호에 올라탑니다.
코볼드족이 제조한 장갑 거병을 흑와단이 노획했다.","코볼드족이 제조한 장갑 거병. 실은 기계가 아니라 갑주를 씌운 골렘의 일종이다. 흑와단이 코볼드족과 싸워 노획한 것을 '날디크와 비멜리 사'에서 수리한 다음 모험가 부대에 지급했다.","덜그럭, 덜그럭"
205,"그림자 귀베르에 올라탑니다.
하데스의 마력이 충전된 마법 피리로 소환한 마법 생물.","하데스의 마력이 충전된 마법 피리로 소환한 마법 생물. 아씨엔 에메트셀크가 장난삼아 만든 것으로 추정된다. 일찍이 고대인은 이 정도의 존재는 너무나도 손쉽게 창조할 수 있었을 것이다.","…………"
206,"스프리건 운반꾼에 올라탑니다.
거대한 스프리건. 광석이나 알이 아닌 사람을 옮기는 걸 매우 좋아한다.","드물게 보이는 거대한 몸집의 스프리건. 광석을 먹어치우다가 살이 찌는 바람에 좁은 갱도에 끼여 있던 걸 광부들이 구해준 이후로, 사람들에게 은혜를 갚겠다며 짐을 옮기고 있다. 요즘에는 사람을 옮기는 일에 열정을 불태우는 모양이다.","기이……?"
207,"면죄된 과묵에 올라탑니다.
세상에 둘도 없이 온순한 죄식자. 과묵하게 주인을 옮긴다.","율모어의 지하실에서 발견된 죄식자. 소란을 감지한 너츠 클랜의 마물 사냥꾼들이 처치하기 위해 찾아왔지만, 저항하려는 기색조차 보이지 않고 얌전히 따랐다고 한다. 때문에 탑승용으로 쓰이게 되었다.","…………"
208,"달멜에 올라탑니다.
아발라시아 구름바다의 하늘섬에 서식하는 백수강 초식동물.","이웃 하늘섬에 있는 나무에서 잎을 뜯어 먹으려다가 발을 헛디딘 달멜. 떨어지는 와중에 죽고 싶지 않다는 간절한 소원이 숨은 재능을 일깨웠고, 바람속성 에테르를 조작하여 하늘을 날 수 있게 되었다. 그렇다고 해 두자.","부에에~!"
209,"백색증 검은양을 불러낸다.
털이 하얀 검은양. 이건 흰양이라고 해야 하지 않을까.","아유나르트 가의 영토에서 사육되었던 양. 검은양 종류에 속하므로 털이 검어야 하지만, 흰 털을 지니고 태어났다. 희소성 때문에 양고기가 되지 않고 사람을 태울 수 있을 만큼 성장했다.","메에~!"
210,"","",""
211,"우피티에 올라탑니다.
디아뎀 제도에서 서식하던 원인. 일찍이 난획된 적이 있다.","디아뎀 제도 출신의 원인. 과거에 모험가들에 의해 난획된 적이 있다. 강한 자를 따르는 습성 때문에 일찍이 자신을 묵사발로 만들었던 사람처럼 강한 자의 하인이 되겠다며, 구름바다의 바람을 타는 기술을 익혀 여행에 나선 모양이다.","우홋!"
212,"데이노니쿠스에 올라탑니다.
일사바드 대륙 남쪽에 서식하는 육식 도마뱀. 의외로 머리가 좋다.","일사바드 대륙 남쪽에 서식하는 육식 도마뱀. 검은장막 숲 등에서 볼 수 있는 랍토르의 근연종이기도 하다. 두 마리가 짝을 지어 사냥한다고 알려져 있으며, 보기보다 지능이 높다. 때문에 훈련시켜서 전투용이나 탑승용으로 이용하는 사람도 있다.","크르르르르……"
213,"노동 14호에 올라탑니다.
제국군 제IV군단에게서 빼앗은 고대 병기. 저는, 매우, 빠릅니다!","제국군 제IV군단은 기공도시 거그 유적에서 '노동형 철거인'이라고 불리는 고대 병기를 발굴하였고, 이를 수리하여 전력으로 삼았다. 14호도 이에 포함되는 기체이며 외장 또한 제국식으로 변경했다.","저는, 빠릅니다!"
214,"왕공작에 올라탑니다.
오사드 대륙에 사는 대형 조류. 장식깃이 아름답다.","공작은 독충을 잡아먹는 이로운 새이다. 게다가 수컷은 아름다운 장식깃을 지녔기 때문에 예부터 근동에서 동방에 걸친 지역에서 귀하게 여겨졌다. 그중에서도 오사드 대륙에 사는 종을 풍수술로 품종 개량하여 크게 만든 것이 이 왕공작이다.","끼엑, 끼엑"
215,"물뱀님 항아리에 올라탑니다.
분명 텅 빈 항아리였다. 그런데 어느새 메워져 버렸다.","분명 텅 빈 항아리였다. 그러나 안에 들어 있던 롱카 마법 피리를 연주하니, 어느새 메워져 있었다. '어떻게?'냐고 물은들, 대답할 수 있을 리 없다. 물뱀님이란 그런 존재니까.","키익! 키익!"
216,"프테라노돈에 올라탑니다.
고대의 모습을 그대로 간직한 날개 달린 갑린강 생물.","디아뎀 제도에서 포획된 날개 달린 갑린강 생물. 풍요호 좌초 지점에서 버려진 짐승 뼈와 음식쓰레기를 뒤지다가 사람 손을 타게 된 모양이다. 이제는 구름바다에 익숙한 모험가라면 등에 태우고 날아다닐 수도 있게 되었다.","꿰에엑!"
217,"루비 귀베르에 올라탑니다.
미지의 야만신의 마력이 충전된 마법 피리로 소환한 마법 생물.","루비 웨폰에 흡수된 것으로 추정되는 미지의 야만신의 마력이 충전된 마법 피리로 소환한 마법 생물. 갑각류처럼 붉은 장갑을 두르고 있다. 이 마법 피리의 지식이 누구에 의하여 소환자에게 공유되었는지는 수수께끼에 싸여 있다.","촤악!"
218,"히보두스에 올라탑니다.
회오리상어의 근연종. 바람속성 에테르를 조종하여 날아다닌다.","회오리상어의 근연종. 배에 있는 마력 조종 기관으로 바람속성 에테르를 조종하여 날아다니며, 구름고기나 조류를 잡아먹는다. 머리에 있는 4장의 지느러미는 방향을 바꿀 때 사용하는 것으로, 능숙하게 바람의 흐름을 변화시킨다고 한다.","좋~~~스!"
219,"라무에 올라탑니다.
에덴이 만든 작은 결정에 마력을 쏟음으로써 생겨난 마법 생물.","유사 야만신을 소환한 부산물로 만들어진 작은 결정에 마력을 쏟음으로써 생겨난 마법 생물. 라무 소환의 잔재인 번개속성 에테르가 시바를 소환할 때 배제된 결과, 순간적으로 결정화한 것으로 보인다. 그 때문에 라무와 닮은 모습이 되었다.","파직파직파직…"
220,"카벙클 루벨라이트에 올라탑니다.
루벨라이트의 신비를 밝혀낸 마법문양에서 태어난 탑승형 마법생물.","자칭 천재 비술사인 울란이 만들어 낸 탑승형 마법생물. 대형 카벙클 '다이아'를 키우며 얻은 지식을 응용해서 만들었다. 대형 루벨라이트를 심핵으로 사용하고 있기에 비술사가 아니어도 소환할 수 있다.","뉴늉♪"
221,"","",""
222,"초코보 마차에 올라탑니다.
초코보 한 마리가 끄는 비행 마차.","초코보 한 마리가 끄는 비행 마차. 청린 가스를 주입한 풍선으로 짐수레를 띄우는 이 구조는 100년쯤 전에 확립되었다. 검은장막 숲에 추락한 이크살족의 장갑기구를 해석한 결과 만들어진 것이라고 한다.","쿠에엑~!"
223,"드워프 전차에 올라탑니다.
와츠의 망치 작업장에서 개발한 장갑 전차.","전설의 대장장이 '와츠'가 끄적인 구상을, 와츠의 망치 작업장 일동이 최신 기술로 완성한 장갑 전차. 주 동력은 드워프 에탄올 9기통 별 모양 엔진. 죄식자에 대비한 회전식 마장포와 기계식 팔을 장착했다.","드워워워워워…"
224,"가브리엘 α에 올라탑니다.
신형 비행형 마도 아머 '가브리엘'의 축소 실험 기체.","신형 비행형 마도 아머 '가브리엘'을 개발하기에 앞서 제작된 축소판 실험 기체. 기술진이 실제 크기의 시제품을 만들기 전에 이 기체로 공기력 특성을 검증했던 듯하다.","끼이이익!"
225,"메갈로트라구스에 올라탑니다.
시미터를 연상시키는 굽은 뿔이 특징인 초식동물.","시미터를 연상시키는 굽은 뿔이 특징인 초식동물. 원래 북부 아발라시아 산맥의 산속에 서식했으나, 재해 이후 한랭화된 커르다스에 정착했다. 원시적인 고대종이며, 드물게 마법적 자질에 눈뜨는 개체도 있는 듯하다.","부르, 부르르르…"
226,"빛의 귀베르에 올라탑니다.
영웅의 에테르가 담긴 마법 피리로 소환한 마법 생물.","영웅의 에테르가 담긴 마법 피리로 소환한 마법 생물. 과거 어느 세계에 존재한 영웅이 악을 쓰러뜨리고자 모험하던 시절에 이러한 생물을 동료로 삼았던 것일까. 진상은 빛 속에 있다…….","뀨잇~!"
227,"","",""
228,"지바냥 소파에 올라탑니다.
요괴 지바냥의 모습을 본뜬 신비로운 의자.","요괴 지바냥의 모습을 본뜬 신비로운 의자. 지박령을 모델로 만들어졌지만 하늘을 날 수 있다. 앉은 느낌이 무척 좋아서 인간이든 요괴든 빠져나올 수 없다고 한다.","앉아봐냥!"
229,"개량형 마도 캐리어에 올라탑니다.
마도원에서 개발한 차세대 운송 플랫폼.","갈레말 제국의 마도원에서 개발한 차세대 운송 플랫폼. 내부 구조를 재검토하여 관리성을 개선했다. 또한 약 8% 가량 경량화에 성공하여 청린수의 연비도 좋아졌다고 한다.","굉장하다, 굉장해!"
230,"엘 투에 올라탑니다.
'제작'에 눈뜬 드래곤족. 유례가 없는 형태로 진화했다.","'제작'에 눈뜬 드래곤족. 작은 아기 용이었으나 이윽고 '진화'하기에 이르렀다. 장인 기술을 능숙하게 구사하기 위하여 도구를 다루기 쉽게끔 앞발 모양이 변하는 등, 유례가 없는 형태로 진화했다.","새로운 시대의 용시야!"
231,"인키타투스에 올라탑니다.
어느 여자 상인의 축복을 받은 요술 말. 인간의 말을 알아듣는 듯하다.","상인 '로웨나'의 축복을 받아 호화롭게 살던 요술 말. 머리가 비상하여 인간의 말을 알아들으며, 종종 쿠로 알리아포의 이야기에 귀를 기울이곤 했다. 그러다가 그 모험담에 매료되어 모험가의 시종이 될 결심을 한 듯하다.","이히히히힝♪"
232,"눈사람에 올라탑니다.
별빛축제 때 만들어진 눈사람. 영구빙정의 힘으로 녹지 않는다.","별빛축제 때 만들어진 눈사람. 기라바니아 지방에서는 추위와 눈이 가져오는 혜택을 바라며 첫눈으로 조형물을 만드는 풍습이 있었다. 그 문화를 별빛축제에 도입하고, 거기에 그리다니아에 전해지는 환술 지식을 응용하여 만든 것이 이 눈사람이다.","바들바들 부들부들"
233,"달고래에 올라탑니다.
고래처럼 생긴 마도 장치 배. 8명까지 탑승 가능.","갈론드 아이언웍스 사가 개발한 마도 장치 배. 고래처럼 보이는 독특한 생김새는 미시디아 지방에 전해지는 '전설의 배'를 본뜬 모습이라고 한다. 조종사 외 7명의 손님을 태울 수 있는 등 발군의 운반 능력을 자랑한다.","용의 입에서 태어난 자"
234,"에덴에 올라탑니다.
에덴 내부에서 주운 크리스탈에서 생겨난 존재.","에덴 내부에서 주운 크리스탈에 마력을 흘려넣었더니 생성된 존재. 에덴과 똑같이 생겼지만, 물론 죄식자가 아니며 빛의 범람을 발생시킬 위험 또한 없다. 일종의 사역마로 보인다.","영원!"
235,"케르베로스에 올라탑니다.
머리가 셋 달린 마수형 요마. 알라그 제국 기술에 조종당하고 있다.","제3성력 시대 유적에 봉인되어 있던, 머리가 셋 달린 마수형 요마. 너무나 사나운 탓에 고위 요마조차도 길들이기 어려웠다고 하지만, 알라그 제국에서 만든 장치로 완전히 제어할 수 있게 되었다.","그릉……"
236,"큰딱지게에 올라탑니다.
커다랗게 자란 딱지게. 오늘도 당신을 지고 달린다.","어느 욕심쟁이 키키룬족이 식용으로 쓰기 위해 잔뜩 먹여 키우다가, 애착이 생겨 먹지 못하게 되었다. 그후 무척 거대해진 이 딱지게는 사람을 위해 일하는 법을 배웠다.","게게게"
237,"아리온에 올라탑니다.
유래를 알 수 없는 마법 피리로 불러내는 전설의 환수.","유래를 알 수 없는 마법 피리로 불러내는 전설의 환수. 위대한 영웅의 애마로, 어떤 위험에서도 반드시 기수를 살아 돌아오게 했다는 일화가 있다. 태양 같은 영혼을 지닌 자가 아니면 결코 태우지 않는다고 한다.","…………"
238,"에메랄드 귀베르에 올라탑니다.
미지의 야만신의 마력이 충전된 마법 피리로 소환한 마법 생물.","에메랄드 웨폰에 흡수된 것으로 추정되는 미지의 야만신의 마력이 충전된 마법 피리로 소환한 마법 생물. 에메랄드색 유선형 장갑을 두르고 있다. 이 마법 피리의 지식이 누구에 의하여 소환자에게 공유되었는지는 수수께끼에 싸여 있다.","크샤앗!"
239,"프로토 마그나로더에 올라탑니다.
인공 근육을 탑재한 신형 마도 병기.","기라바니아에서 회수한 제국제 마도 병기 잔해를 고블린족 기술자가 수리, 개량한 시제품 차량. 더 빠른 속도를 추구하다가 의지를 가지게 되었다는 소문이 있는데, 진짜라면 조금 무섭다.","헤이스트!"
240,"초코잎 요정에 올라탑니다.
깜짝 놀랄 만큼 크게 성장한 머윗잎 요정. 은은한 향기가 난다.","깜짝 놀랄 만큼 크게 성장한 머윗잎 요정. 여러 마을에 맛있는 초콜릿을 전해주기 위하여 오늘도 열심히 달린다. 달콤한 향기가 은은하게 감돌기 때문에 발견하기만 해도 기분이 좋을 것이다.","깜짝!"
241,"가브리엘 III호기에 올라탑니다.
가브리엘 축소판 실험 기체용 골조를 이용해서 만든 기체.","먼저 완성된 가브리엘의 축소판 실험 기체용 골조를 이용해서 제IV군단이 독자적으로 제작한 기체. 조종사의 마력에 반응하는 소재를 내부 골조에 사용하여 빛이 나는데, 그 원리는 자세히 판명되지 않았다.","기이잉!"
242,"암영양에 올라탑니다.
발이 빠른 것으로 유명한 초식동물. 암컷은 털이 푸르스름하다.","주로 초원지대에 서식하는 초식동물. 제7재해 이전에는 산악지대인 커르다스 지방에도 많이 살고 있었다. 고기나 젖을 얻을 목적으로 가축화를 계속 시도했으나, 성미가 까다로워서 탑승 훈련에는 인내심이 필요하다고 한다.","끼익, 끼익!"
243,"수영양에 올라탑니다.
발이 빠른 것으로 유명한 초식동물. 수컷은 한 쌍의 날카로운 뿔을 갖고 있다.","주로 초원지대에 서식하는 초식동물. 발이 빠른 것으로 유명하여, 예부터 아발라시아 산맥의 산악 민족이 탑승용으로 이용해왔다. 고대 마법이 널리 퍼진 요즘에는 탑승자에게 충분한 마력이 있으면 날 수 있다고도 한다.","비켜!"
244,"","",""
245,"렌더바페에 올라탑니다.
강철 날개를 가진 전설의 기계룡.","강철 날개를 가진 전설의 기계룡. 고대 알라그 제국이 드래곤족에 대항하기 위하여 개발한 기계 병기의 일종이라 추측된다. 아름다우며 고귀한 존재로, 주인 자격을 갖춘 '진정한 영웅'이 아니면 등에 태우지 않는다.","훨씬 빨라!!"
246,"이크릴에 올라탑니다.
'비공석'의 힘으로 날 수 있는 2인승 에어바이크.","프란이 보즈야 저항군에 보내는 지원 물자에 포함되어 있던 에어바이크. 하늘섬의 부력원으로 알려진 크리스탈 '비공석'의 힘으로 날 수 있다. 기종 이름은 고대 이발리스어로 '왕관'을 뜻한다고 한다.","버둥대지 마!"
247,"순항추격기에 올라탑니다.
푸른손이 개발한 변신형 병사. 사람 형태에서 비행기 형태로 변신할 수 있다.","푸른손이 개발한 변신형 병사를 탑승용으로 조정한 기체. 무기를 든 사람 형태에서 미사일을 쏘는 비공정 형태로 변신한다. 외형이 무척 세련되어, 갈론드 사의 원형사가 모형으로 만들려고 벼르고 있다는 소문도 있다.","변신!"
248,"건설 06S호에 올라탑니다.
코볼드족이 제조한 거대 장갑병. 사람이 탈 수 있도록 개량되었다.","우호적인 코볼드족 일파가 인간과 교역할 목적으로 제조, 판매한 거대 장갑병. 림사 로민사를 대표하는 색깔인 붉은색으로 도색하고, 추진력을 30% 향상시켰다. 3배 빠르지는 않다.","샤앗!"
249,"다이아몬드 귀베르에 올라탑니다.
미지의 야만신의 마력이 충전된 마법 피리로 소환한 마법 생물.","다이아몬드 웨폰에 흡수된 것으로 추정되는 미지의 야만신의 마력이 충전된 마법 피리로 소환한 마법 생물. 웰리트에 남아 있던 자료에 따르면, 야만신 소환자는 코르보인 저항 세력이었던 듯하다.","그오옹!"
250,"북극곰에 올라탑니다.
북해에서 온 흰곰. 온순하고 힘이 세다.","북해에서 온 흰곰. 얼음과자 재료를 찾아 북해의 섬으로 간 과자 장인 네케케가 현지에서 만난 북극곰에게 과자를 줬더니 잘 따르게 된 모양이다. 불꽃축제 성공을 위해 협력해준 모험가가 마음에 든 듯하다.","크어!"
251,"","",""
252,"금박 큰메기 가마에 올라탑니다.
나마즈오족의 조상인 큰메기님을 모시는, 금박을 씌운 비행식 가마.","7년 동안 큰메기 대제전을 치르려면 막대한 돈이 필요하다. 로웨나의 저서 '대상인론'이 타개책을 알려주었다. 돈을 많이 벌고 싶으면 그만큼 가치 있는 상품을 팔면 된다. 그렇다. 휘황찬란한 금박 가마에 8마리의 가마꾼을 붙인다면 완벽할 것이다.","영차, 영차♪"
253,"금뱀님 항아리에 올라탑니다.
분명히 흔한 항아리일 텐데, 어째서인지 빛난다.","롱카 유적에서 도굴당한 후 암시장을 전전하던 이상야릇한 항아리. 딸려 있는 피리를 불면, 금빛으로 빛나며 어느새 꽉 차 있다. 금뱀님의 신비로운 빛을 쬔 사람에게는 행복이 찾아온다고 한다.","뀨뀨이!"
254,"마법 카드에 올라탑니다.
최강의 보석공예가가 만든 탑승용 카드.","에오르제아 최강의 보석공예가, 고드베르트 맨더빌 씨가 만든 탑승용 카드. 카드를 많이 모음으로써 트리플 트라이어드에 대한 진정한 사랑을 보여준 자에게만 증정되는 특별한 물건이다. 고드베르트 씨의 환상적인 기술 덕분인지, 날 수도 있다.","리볼빙!"
255,"섬 만드라고라에 올라탑니다.
커다랗게 자란 만드라고라. 나는 무인도산이다!","무인도산 만드라고라. 채소국가 '서 만드라 제국'의 명문가에서 태어나, 비옥한 토양과 내리쬐는 햇빛을 마음껏 누리며 거대하게 성장했다. 그러나 커다랗게 자란 채소에게는 '출하'라는 피할 수 없는 운명이 기다리고 있었다.","〇□◎◎▲!"
256,"섬 양파 왕자에 올라탑니다.
커다랗게 자란 양파 왕자. 나는 만드라고라 왕자다!","자칭 무인도산 만드라고라 왕자. 온화한 부모님 슬하에서 부족함 없이 자란 탓에, 자극에 굶주린 나머지 말썽만 부리게 되었다. 그런 방탕한 아들을 두고 볼 수 없었던 왕의 판단에 의해, 이번 기회에 영웅의 시종으로서 출하되었다…… 고 한다.","●×▼……!!"
257,"섬 가지 기사에 올라탑니다.
커다랗게 자란 가지 기사. 나는 만드라고라 기사다!","자칭 외래산 만드라고라 기사. 섬 토마토 왕과 같은 산지에서 태어나 출하된 사이다. 그러나 운송 중에 상선에서 떨어져 표류하던 끝에 무인도에 표착, 채소국가 '서 만드라 제국' 건국에 공헌했다…… 고 한다.","◎◎×△□!!!"
258,"섬 마늘 광대에 올라탑니다.
커다랗게 자란 마늘 광대. 나는 만드라고라 광대다!","자칭 외래산 만드라고라 광대. 섬 토마토 왕이 표류하던 시절에 만나, 파도 사이를 떠도는 동안 무료함을 달래기 위해 백 가지 소설을 선보였다고 한다. 이 위업을 인정받아 '서 만드라 제국' 건국 후 궁정 광대로 임명되었다…… 고 한다.","××◎~!!"
259,"섬 토마토 왕에 올라탑니다.
커다랗게 자란 토마토 왕. 나는 만드라고라 왕이다!","자칭 외래산 만드라고라 왕. 바일브랜드 섬 출신이지만 출하 후 상선에서 떨어져 표류하던 끝에 무인도에 표착했다. 들새와 치열한 싸움을 벌이고, 섬 채소 공주님과 파란만장한 연애를 한 끝에 채소국가 '서 만드라 제국'을 건국했다…… 고 한다.","■＄◎×△□◎◎…♪!"
260,"섬 만드라 왕비에 올라탑니다.
커다랗게 자란 만드라 왕비. 나는 만드라고라 왕비다!","자칭 무인도산 만드라고라 왕비. 해안에 표착한 젊은 섬 토마토 왕과 운명적으로 만나, 산지 차이를 극복하고 결혼했다. 섬 채소들을 다스리며, 채소국가 '서 만드라고라 제국'을 건국했다…… 고 한다.","×□♪◎×◎…!"
261,"영원한 어둠 스라소니에 올라탑니다.
별빛 극성 에테르를 띤 환상 생물.","에테르로 구성된 환상 생물의 일종이며, 강한 별빛 극성 힘을 띤다. 가장 오래되고 가장 강한 야만신인 조디아크의 위풍당당함을 연상시키는 새카만 날개를 지녔으나, 이 사역마의 내력에 대해서는 아직 밝혀지지 않았다.","…………"
262,"신성한 빛 스라소니에 올라탑니다.
그림자 극성 에테르를 띤 환상 생물.","에테르로 구성된 환상 생물의 일종이며, 강한 그림자 극성의 힘을 띤다. 별의 의지로서 세상을 지켜온 하이델린의 신성함을 연상시키는 새하얀 날개를 지녔으나, 이 사역마의 내력에 대해서는 아직 밝혀지지 않았다.","…………"
263,"아르고스에 올라탑니다.
황금색 털을 지닌 개처럼 생긴 사역마.","고대인 베네스가 창조한 사역마. 처음 만난 장소는 비탄의 바다지만, 시대순으로 따지면 엘피스에서 처음 만났다고 할 수 있다. 어쨌든 그 시점에 신뢰를 얻었기에, 이 아르고스 역시 등에 태워준다.","…………"
264,"드레드노트에 올라탑니다.
고대 알라그 제국의 군용 공작 기계.","고대 알라그 제국의 군용 공작 기계. 원래는 육지전 병기였으나, 여러 신형 기종이 개발되어 일선에서 물러나 공작 부대의 중장비로 전용된 듯하다. 과거 이 기체에 타서 난동을 피운 소년이 있었다고 한다.","말 잘 들었다…"
265,"데미페넥스에 올라탑니다.
위험한 창조 생물인 페넥스의 모습을 본뜬 환영체.","판데모니움에 수감되어 있던 위험한 창조 생물인 '페넥스'의 모습을 본뜬 환영체. 페넥스는 불사조 창조 연구 과정에서 생겨난 존재이나, 너무 포악한 나머지 실패작으로 낙인 찍혔다고 한다.","이글이글 파직파직!"
266,"칼리돈티스에 올라탑니다.
거대한 야생 멧돼지. 난폭하지만 영웅에게는 순종적이다.","거대한 야생 멧돼지. 서식 지역의 터주이며 폭군으로 악명 높았으나, 주변 지역에서 모여든 실력 있는 모험가들의 손에 토벌되었다. 이때 강한 자에게 굴복하는 것을 배운 듯, 영웅에게는 순종적으로 등을 내어준다.","꿀꿀, 푸르르!"
267,"빅토르에 올라탑니다.
몸집 큰 군견. 갈레말 제국 사냥개 품평회에서 우승했다.","몸집이 큰 군견. 갈레말 제국 사냥개 품평회에서 우승했으며, 바리스 황제에게 표창을 받은 적도 있다. 다만 심사 항목이 체격, 걸음걸이, 털결, 순종성이기 때문에 사실 잘 싸우지는 못한다. 탑승용으로는 적합하지만 사냥에는 맞지 않는다.","월월!"
268,"레벨 측정기에 올라탑니다.
수수께끼에 싸인 기계. 레벨을 측정해 주는 듯하다.","수수께끼에 싸인 기계. 레벨을 측정해 주는 듯하다. 이 기계가 말하기를, 맨 처음 당신의 레벨을 측정했을 때는 '레벨 90'이었다고 한다. 그러나 그 말이 맞는지 안 맞는지는 알 수 없다. 애초에 레벨이란 대체 무엇일까.","레벨 2 노화!"
269,"아빠 파이싸에 올라탑니다.
유난히 큰 파이싸. 슬하에 여덟 아이를 둔 가장인 듯하다.","유난히 큰 파이싸. 실은 여덟 아이의 아버지로, 아이들의 생활비를 벌기 위해 모험가의 탈것으로 일하기로 한 듯하다. 그를 고용하면 귀여운 아기 파이싸들이 건강하게 성장할 수 있을 것이다.","아빠파파파!"
270,"","",""
271,"","",""
272,"","",""
273,"코뿔도마뱀에 올라탑니다.
서쪽 신대륙이 원산지인 네발짐승.","서쪽 신대륙이 원산지인 네발짐승. 사나워서 길들이기는 어렵지만, 마무쟈족은 가축화에 성공하여 다양하게 이용하고 있다. 운반용이나 탑승용은 물론이고, 강력한 돌진력과 커다란 뿔을 활용하여 공성 병기로도 투입된다.","파괴의 뿔!"
274,"대왕 포크시에 올라탑니다.
커다란 돼지 모양의 사역마. 두툼하게 썬 베이컨 냄새가 풍긴다.","커다란 돼지 모양의 사역마. 포크시 양산 계획의 일환으로 만들어졌지만, 신도 치료 능력을 갖지 못한 채 태어났다. 하지만 식품 절약 차원에서 따뜻하고 너그럽게 탑승용으로 써먹기로 한 모양이다.","따뜻!"
275,"","",""
276,"","",""
277,"갈론드 GL-II에 올라탑니다.
갈론드 아이언웍스 사가 만든 시제품 마도 이륜차.","갈론드 아이언웍스 사가 새로운 시대의 이동 수단으로서 시험 삼아 만든 마도 이륜차. 2기통 소형 청린기관을 탑재하여 강력한 주행 능력을 갖추게 되었다. 무인도 같은 험난한 곳에서도 달릴 수 있다.","부르르르르르릉…"
278,"","",""
279,"기계 연꽃에 올라탑니다.
연꽃을 본떠 만든 탑승용 기계식 좌식 의자.","수수께끼에 싸인 기술자 집단 '오니시슈'가 만든 탑승용 기계식 좌식 의자. 동방 지역에서 정결함과 신성함을 상징한다고 하는 연꽃이 장식되어 있으며, 어쩐지 신비로운 분위기가 감돈다. 제작 방법은 극비로 여겨진다.","…………"
280,"퓔기야에 탑승합니다.
라타토스크의 권속인 드래곤족. 투쟁 속에서 빛나는 영웅을 좋아한다고 한다.","라타토스크의 권속인 드래곤족. 선조와 마찬가지로 사람을 좋아하여, 용시를 짓기에 걸맞은 인물을 찾아 방방곡곡을 돌아다녔다. 그러던 중에 투쟁 속에서 빛을 발하는 영웅을 발견, 그 싸움을 지켜보다가 열렬한 '추종자'가 되어 따르는 길을 택했다.","크어엉!"
281,"알코노스트에 올라탑니다.
일사바드 북부가 원산지인 괴조. 사슴을 연상시키는 발굽과 뿔이 있다.","일사바드 북부가 원산지인 괴조. 보즈야의 황야에서 포획된 개체로, 호사가의 손에 넘어갔다가 방출되었다. 포획되었을 때부터 사람을 경계하지 않았기에, 제국군 마수조련사에게 훈련을 받았을 가능성이 제시되고 있다.","크르르르…!"
