#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
939,,,,0,0,0
940,복원,,,0,0,0
941,매크로 복원,,,0,0,0
942,설정 복원,,,0,0,0
943,공용 매크로 복원,,,0,0,0
944,,,,0,0,0
945,복원 대상: 클라이언트 설정 데이터 중 공용 매크로 100개,,,0,0,0
946,"클라이언트 설정 데이터 다운로드 중에 문제가 발생한 경우,
공용 매크로 설정 데이터를 다운로드 전의 데이터로 복원할 수 있습니다.
복원할 데이터를 선택하십시오.",,,0,0,0
947,"서버에 백업된 데이터를 다운로드할 경우,
자동으로 복원용 데이터가 최대 10개까지 생성됩니다.
현재 복원용 데이터가 없습니다.",,,0,0,0
948,복원 지점: 2013/8/27 8:00,,,0,0,0
949,캐릭터 설정 복원,,,0,0,0
950,,,,0,0,0
951,복원 대상: **캐릭터 설정 데이터**,,,0,0,0
952,"캐릭터 설정 데이터 다운로드 중에 문제가 발생한 경우,
다운로드 전의 데이터로 복원할 수 있습니다.
복원할 데이터를 선택하십시오.",,,0,0,0
953,"서버에 백업된 데이터를 다운로드할 경우, 자동으로 복원용 데이터가 최대 10개까지 생성됩니다.
현재 복원용 데이터가 없습니다.",,,0,0,0
954,공용 매크로를 2013/8/27 8:00의 데이터로 복원하시겠습니까?,,,0,0,0
955,캐릭터 설정을 2013/8/27 8:00의 데이터로 복원하시겠습니까?,,,0,0,0
956,공용 매크로를 복원했습니다.,,,0,0,0
957,공용 매크로를 복원하지 못했습니다.,,,0,0,0
958,캐릭터 설정을 복원했습니다.,,,0,0,0
959,캐릭터 설정을 복원하지 못했습니다.,,,0,0,0
960,백업된 데이터에 문제가 있어 다운로드할 수 없습니다.,,,0,0,0
961,손상됨,,,0,0,0
962,"현재 사용 중인 캐릭터 설정 및 클라이언트 설정 정보를 서버에 백업 및 다운로드하는 기능입니다.
이 기능을 이용하면 플레이 환경이 바뀌었을 때에도, 이전에 사용하던 여러 설정을 그대로 사용할 수 있습니다.

또한 백업 및 다운로드 기능을 이용하기 전에 하드웨어에 저장된 설정 파일을 따로 보존하실 것을 권장합니다. 설정 파일을 직접 복사하여 별도로 보존하거나, 런처의 '설정' 메뉴에 있는 '사용자 설정 백업' 기능을 이용하십시오.",,,0,0,0
963,,,,0,0,0
964,,,,0,0,0
965,,,,0,0,0
966,복원 데이터 목록을 불러오지 못했습니다.,,,0,0,0
967,복원 데이터 목록을 불러오지 못했습니다.,,,0,0,0
968,선택한 데이터를 불러오지 못했습니다.,,,0,0,0
969,선택한 데이터로 복원하지 못했습니다.,,,0,0,0
970,선택한 데이터의 복원 준비에 실패했습니다.,,,0,0,0
971,선택한 데이터의 복원 작업에 실패했습니다.,,,0,0,0
972,,,,0,0,0
973,복원 데이터를 검색하고 있습니다.,,,0,0,0
974,다운로드 준비 중입니다.,,,0,0,0
975,다른 캐릭터의 설정 데이터 복사,,,0,0,0
976,2013/8/27 8:00:00,,,0,0,0
977,,,,0,0,0
978,,,,0,0,0
979,시스템 설정 백업 데이터,,,0,0,0
980,설정 백업 데이터 업데이트 안내,,,0,0,0
981,확인했습니다.,,,0,0,0
982,"사용 중인 플레이 환경에서 
서버에 백업한 지 UNKNOWN일 이상 지났습니다.
정기적으로 백업 데이터를 갱신하시기 바랍니다.",,,0,0,0
983,백업 후 일정 기간이 경과하면 알림 받기,,,0,0,0
984,※ 시스템 설정에서도 알림 설정을 변경할 수 있습니다.,,,0,0,0
985,확인,,,0,0,0
986,,,,0,0,0
987,"복사할 캐릭터에서 설정 데이터를 복사합니다.
※ 필요에 따라 설정의 백업 기능을 이용하십시오.",,,0,0,0
988,,,,0,0,0
989,,,,0,0,0
990,,,,0,0,0
991,플레이 가이드,,,0,0,0
992,,,,0,0,0
993,캐릭터 설정 복사,,,0,0,0
994,"복사할 캐릭터의 설정 데이터 중에서
현재 캐릭터에게 적용하고 싶은 설정 항목을 선택하십시오.",,,0,0,0
995,"다른 캐릭터의 HUD 배열과 단축바 설정 데이터를
선택 중인 캐릭터에 복사할 수 있습니다.
설정 데이터를 복사하고 싶은 캐릭터를 선택하십시오.
※ 최근 로그인한 캐릭터가 최대 8명까지 표시됩니다.",,,0,0,0
996,다른 캐릭터의 설정 데이터를 검색하고 있습니다.,,,0,0,0
997,복사할 수 있는 캐릭터 설정 데이터가 없습니다.,,,0,0,0
998,"캐릭터 설정 데이터를 복사했습니다.
이 캐릭터로 로그인하면 새로운 설정 데이터가 적용됩니다.",,,0,0,0
999,,,,0,0,0
1000,꼬리 길이,,,0,0,0
1001,꼬리 모양,,,0,0,0
1002,,,,0,0,0
1003,짧음,,,0,0,0
1004,,,,0,0,0
1005,,,,0,0,0
1006,,,,0,0,0
1007,긺,,,0,0,0
1008,,,,0,0,0
1009,,,,0,0,0
1010,,,,0,0,0
1011,,,,0,0,0
1012,,,,0,0,0
1013,털 무늬,,,0,0,0
1014,털 색깔,,,0,0,0
1015,귀 길이,,,0,0,0
1016,귀 모양,,,0,0,0
1017,가슴둘레,,,0,0,0
1018,짧음,,,0,0,0
1019,,,,0,0,0
1020,,,,0,0,0
1021,,,,0,0,0
1022,긺,,,0,0,0
1023,유형 1,,,0,0,0
1024,유형 2,,,0,0,0
1025,유형 3,,,0,0,0
1026,유형 4,,,0,0,0
1027,,,,0,0,0
1028,작음,,,0,0,0
1029,,,,0,0,0
1030,,,,0,0,0
1031,,,,0,0,0
1032,큼,,,0,0,0
1033,귀 모양,,,0,0,0
1034,귀 길이,,,0,0,0
1035,짧음,,,0,0,0
1036,긺,,,0,0,0
1037,가슴둘레,,,0,0,0
1038,작음,,,0,0,0
1039,큼,,,0,0,0
1040,꼬리 모양,,,0,0,0
1041,꼬리 길이,,,0,0,0
1042,짧음,,,0,0,0
1043,긺,,,0,0,0
1044,엄니 길이,,,0,0,0
1045,문신 및 장식,,,0,0,0
1046,문신 및 장식 색,,,0,0,0
1047,귀 끝 털 및 눈가 등,,,0,0,0
1048,,,,0,0,0
1049,,,,0,0,0
1050,유형 1,,,0,0,0
1051,유형 2,,,0,0,0
1052,유형 3,,,0,0,0
1053,유형 4,,,0,0,0
1054,,,,0,0,0
1055,유형 1,,,0,0,0
1056,유형 2,,,0,0,0
1057,유형 3,,,0,0,0
1058,유형 4,,,0,0,0
1059,유형 5,,,0,0,0
1060,유형 6,,,0,0,0
1061,,,,0,0,0
1062,,,,0,0,0
1063,,,,0,0,0
1064,,,,0,0,0
1065,유형 1,,,0,0,0
1066,유형 2,,,0,0,0
1067,유형 3,,,0,0,0
1068,유형 4,,,0,0,0
1069,유형 5,,,0,0,0
1070,유형 6,,,0,0,0
1071,,,,0,0,0
1072,,,,0,0,0
1073,,,,0,0,0
1074,,,,0,0,0
1075,큼,,,0,0,0
1076,작음,,,0,0,0
1077,,,,0,0,0
1078,,,,0,0,0
1079,,,,0,0,0
1080,유형 1,,,0,0,0
1081,유형 2,,,0,0,0
1082,유형 3,,,0,0,0
1083,유형 4,,,0,0,0
1084,유형 5,,,0,0,0
1085,유형 6,,,0,0,0
1086,,,,0,0,0
1087,,,,0,0,0
1088,,,,0,0,0
1089,,,,0,0,0
1090,유형 1,,,0,0,0
1091,유형 2,,,0,0,0
1092,유형 3,,,0,0,0
1093,유형 4,,,0,0,0
1094,,,,0,0,0
1095,,,,0,0,0
1096,,,,0,0,0
1097,,,,0,0,0
1098,,,,0,0,0
1099,,,,0,0,0
1100,쾌적한 서버로 이동,,,0,0,0
1101,"혼잡함을 피하기 위해 일시적으로 쾌적한 서버로 이동합니다.
**• 이동할 서버는 자동으로 선택됩니다.
• 시작 도시의 에테라이트 광장으로 이동합니다.**
처음 이용하시는 분은 서버 텔레포 주의 사항을 확인하시기 바랍니다.",,,0,0,0
1102,서버 텔레포 주의 사항 확인,,,0,0,0
1103,닫기,,,0,0,0
1104,쾌적한 서버로 이동,,,0,0,0
1105,취소,,,0,0,0
1106,"쾌적한 서버로 이동합니다.
처리가 완료될 때까지 잠시만 기다려 주세요.",,,0,0,0
1107,지금은 이 기능을 이용할 수 없습니다.,,,0,0,0
1108,일정 시간이 경과하기 전에는 다시 실행할 수 없습니다.,,,0,0,0
1109,이동하려면 먼저 세부 메뉴에서 '이름 변경'을 눌러 캐릭터 이름을 변경하십시오.,,,0,0,0
1110,이동하려면 먼저 세부 메뉴에서 '집사 이름 변경'을 눌러 집사의 이름을 변경하십시오.,,,0,0,0
1111,"임무 중에 접속이 종료되어 고향 서버로 돌아갈 수 없습니다.
다시 접속한 후에 실행하시기 바랍니다.",,,0,0,0
1112,게임 시작 이벤트를 완료하지 않은 캐릭터는 이동할 수 없습니다.,,,0,0,0
1113,현재 '모르디온 감옥'에 구속된 캐릭터는 고향 서버로 돌아갈 수 없습니다.,,,0,0,0
1114,현재 '쾌적한 서버로 이동' 기능을 일시적으로 이용할 수 없습니다.,,,0,0,0
1115,이동 처리에 실패했습니다. 다시 실행하려면 잠시 기다렸다가 세부 메뉴를 선택하시기 바랍니다.,,,0,0,0
1116,이동 처리가 완료되어 UNKNOWN 서버에 접속할 수 있게 되었습니다.,,,0,0,0
1117,고향 서버로 돌아가기,,,0,0,0
1118,스크롤,,,0,0,0
1119,,,,0,0,0
1120,,,,0,0,0
1121,,,,0,0,0
1122,,,,0,0,0
1123,,,,0,0,0
1124,,,,0,0,0
1125,,,,0,0,0
1126,,,,0,0,0
1127,,,,0,0,0
1128,,,,0,0,0
1129,,,,0,0,0
1130,,,,0,0,0
1131,,,,0,0,0
1132,,,,0,0,0
1133,,,,0,0,0
1134,,,,0,0,0
1135,,,,0,0,0
1136,,,,0,0,0
1137,,,,0,0,0
1138,,,,0,0,0
1139,,,,0,0,0
1140,,,,0,0,0
1141,,,,0,0,0
1142,,,,0,0,0
1143,,,,0,0,0
1144,,,,0,0,0
1145,,,,0,0,0
1146,,,,0,0,0
1147,,,,0,0,0
1148,,,,0,0,0
1149,,,,0,0,0
1150,다른 데이터 센터 방문,,,0,0,0
1151,고향 데이터 센터로 귀환,,,0,0,0
1152,출발지,,,0,0,0
1153,목적지,,,0,0,0
1154,UNKNOWN (UNKNOWN),,,0,0,0
1155,"다른 데이터 센터에 속한 서버로 이동할 수 있습니다!
데이터 센터를 이동해도 파티 구성이나 모집, 아이템 구매 등에는 영향이 없으며, 각종 임무에도 자유롭게 도전할 수 있습니다.

※ 데이터 센터 여행 중에는 고향 데이터 센터의 링크셸 및 자유부대 대화를 포함하여 일부 기능이 제한되니 주의하시기 바랍니다.",,,0,0,0
1156,데이터 센터 여행 주의 사항 확인,,,0,0,0
1157,주의 사항을 확인했습니다.,,,0,0,0
1158,서버 확인,,,0,0,0
1159,취소,,,0,0,0
1160,,,,0,0,0
1161,닫기,,,0,0,0
1162,"방문할 데이터 센터와 서버를 선택하세요.
예상 소요 시간: 1분 미만",,,0,0,0
1163,"고향 데이터 센터의 고향 서버로 돌아갑니다.
예상 소요 시간: 1분 미만",,,0,0,0
1164,데이터 센터,,,0,0,0
1165,서버,,,0,0,0
1166,결정,,,0,0,0
1167,취소,,,0,0,0
1168,❖UNKNOWN,,,0,0,0
1169,서버 정보를 불러오고 있습니다.,,,0,0,0
1170,"'UNKNOWNUNKNOWN' 캐릭터를
'UNKNOWN' 데이터 센터의 'UNKNOWN' 서버로 이동시킵니다.
예상 소요 시간: 1분 미만

**캐릭터 이동 시 유의 사항
・처리 중에는 취소할 수 없습니다.
・처리가 완료되기 전에는 다른 캐릭터로 접속할 수 없습니다.**",,,0,0,0
1171,실행,,,0,0,0
1172,이전 단계,,,0,0,0
1173,"캐릭터가 데이터 센터를 이동하고 있습니다.
처리가 완료될 때까지 기다려 주십시오.
예상 소요 시간: 1분 미만",,,0,0,0
1174,"'UNKNOWNUNKNOWN' 캐릭터가
'UNKNOWN' 데이터 센터의 'UNKNOWN' 서버로 이동되었습니다!",,,0,0,0
1175,이 캐릭터는 현재 다른 데이터 센터(UNKNOWN)에 있습니다.,,,0,0,0
1176,이 캐릭터로 접속하려면 이름을 변경해야 합니다. 이름을 변경하기 위해 고향 서버로 돌아가십시오.,,,0,0,0
1177,이 캐릭터로 접속하려면 집사 이름을 변경해야 합니다. 집사 이름을 변경하기 위해 고향 서버로 돌아가십시오.,,,0,0,0
1178,"캐릭터 이름 또는 집사 이름을 변경하기 위해 고향 서버로 돌아갑니다.
이름을 변경하고 접속하면, 시작 도시의 에테라이트 광장으로 이동합니다.",,,0,0,0
1179,"'고향 서버로 돌아가기'를 실행했습니다.
처리가 완료될 때까지 잠시만 기다려 주세요.",,,0,0,0
1180,지금은 '고향 서버로 돌아가기' 기능을 이용할 수 없습니다.,,,0,0,0
1181,일정 시간이 경과하기 전에는 '고향 서버로 돌아가기'를 다시 실행할 수 없습니다.,,,0,0,0
1182,'고향 서버로 돌아가기' 처리에 실패했습니다. 다시 실행하려면 잠시 기다렸다가 세부 메뉴를 선택하시기 바랍니다.,,,0,0,0
1183,'고향 서버로 돌아가기' 처리가 완료되었습니다.,,,0,0,0
1184,이 캐릭터로 접속하려면 이름을 변경해야 합니다. 이름을 변경하기 위해 고향 서버로 돌아가십시오.,,,0,0,0
1185,이 캐릭터로 접속하려면 집사 이름을 변경해야 합니다. 집사 이름을 변경하기 위해 고향 서버로 돌아가십시오.,,,0,0,0
1186,고향 서버로 돌아가기,,,0,0,0
1187,경과 시간: ,,,0,0,0
1188,데이터 센터 선택,,,0,0,0
1189,서버 선택,,,0,0,0
1190,실행,,,0,0,0
1191,"'UNKNOWNUNKNOWN' 캐릭터를
고향인 'UNKNOWN' 데이터 센터의 'UNKNOWN' 서버로 돌려보냅니다.
예상 소요 시간: 1분 미만

**캐릭터 이동 시 유의 사항
・처리 중에는 취소할 수 없습니다.
・처리가 완료되기 전에는 다른 캐릭터로 접속할 수 없습니다.**",,,0,0,0
1192,"다른 데이터 센터 방문 중에는
캐릭터 정보가 간략하게 표시됩니다.",,,0,0,0
1193,,,,0,0,0
1194,,,,0,0,0
1195,,,,0,0,0
1196,,,,0,0,0
1197,,,,0,0,0
1198,,,,0,0,0
1199,,,,0,0,0
1200,"현재 '고향 서버로 돌아가기' 기능을 이용할 수 없습니다.
[UNKNOWN]",,,0,0,0
1201,현재 지역에는 데이터 센터가 하나뿐이므로 '다른 데이터 센터 방문' 기능을 이용할 수 없습니다.,,,0,0,0
1202,일정 시간이 경과하기 전에는 '고향 서버로 돌아가기'을 다시 실행할 수 없습니다.,,,0,0,0
1203,다른 데이터 센터로 이동하려면 먼저 세부 메뉴에서 '이름 변경'을 눌러 캐릭터 이름을 변경하십시오.,,,0,0,0
1204,다른 데이터 센터로 이동하려면 먼저 세부 메뉴에서 '집사 이름 변경'을 눌러 집사의 이름을 변경하십시오.,,,0,0,0
1205,현재 '모르디온 감옥'에 구속된 캐릭터는 '고향 서버로 돌아가기' 기능을 이용할 수 없습니다.,,,0,0,0
1206,게임 시작 이벤트를 완료하지 않은 캐릭터는 다른 데이터 센터로 이동할 수 없습니다.,,,0,0,0
1207,다른 데이터 센터로 이동하려면 캐릭터가 고향 서버에 있어야만 합니다.,,,0,0,0
1208,"'고향 서버로 돌아가기' 처리에 실패했습니다.
다시 실행하려면 잠시 기다렸다가 세부 메뉴를 선택하시기 바랍니다.
[UNKNOWN]",,,0,0,0
1209,"현재 '고향 서버로 돌아가기' 기능을 일시적으로 이용할 수 없습니다.
[UNKNOWN]",,,0,0,0
1210,"'고향 서버로 돌아가기' 처리에 실패했습니다.
[UNKNOWN]",,,0,0,0
1211,"임무 중에 접속이 종료되어 고향 서버로 돌아갈 수 없습니다.
다시 접속한 후에 실행하시기 바랍니다.",,,0,0,0
1212,UNKNOWN 서버에 캐릭터를 최대 한도까지 생성했기에 이동할 수 없습니다.,,,0,0,0
1213,'다른 데이터 센터 방문'를 실행하려면 고향 데이터 센터에 있어야 합니다.,,,0,0,0
1214,UNKNOWN 서버는 이 캐릭터의 고향 서버가 아닙니다.,,,0,0,0
1215,UNKNOWN 서버는 같은 데이터 센터에 있습니다. 서버 텔레포를 이용해 주세요.,,,0,0,0
1216,UNKNOWN 서버는 다른 지역 데이터 센터에 속하므로 이동할 수 없습니다.,,,0,0,0
1217,이미 UNKNOWN 서버에 있습니다. 처리를 중지합니다.,,,0,0,0
1218,UNKNOWN 서버는 현재 '고향 서버로 돌아가기'의 목적지로 선택할 수 없습니다.,,,0,0,0
1219,"게임 데이터 일부에 문제가 발생하여 '고향 서버로 돌아가기' 처리에 실패했습니다. 고객센터에 문의하시기 바랍니다.
[UNKNOWN]",,,0,0,0
1220,"서버 처리 요청 중 오류가 발생했습니다.
[UNKNOWN]",,,0,0,0
1221,파티 상태이므로 '고향 서버로 돌아가기' 기능을 이용할 수 없습니다.,,,0,0,0
1222,기타 조작,,,0,0,0
1223,캐릭터 정보 불러오기,,,0,0,0
1224,"원활한 접속을 위해 캐릭터 정보를 간략하게 표시 중인 경우, 캐릭터 이름을 바꾸거나 환상약을 사용하여 외모를 변경하려면 이 기능을 이용하세요. 캐릭터 정보를 불러옴으로써 캐릭터를 편집할 수 있게 됩니다.",,,0,0,0
1225,"간략하게 표시한 캐릭터 정보를 원래대로 되돌리기 위해, 선택한 캐릭터의 정보를 서버에서 불러옵니다.
계속하시겠습니까?",,,0,0,0
1226,캐릭터 정보를 불러오고 있습니다.,,,0,0,0
1227,이름을 변경하려면 캐릭터 정보를 불러와야 합니다.,,,0,0,0
1228,집사 이름을 변경하려면 캐릭터 정보를 불러와야 합니다.,,,0,0,0
1229,이 캐릭터로 접속하려면 이름을 변경해야 합니다. 캐릭터 정보를 불러온 후 이름을 변경하십시오.,,,0,0,0
1230,이 캐릭터로 접속하려면 집사 이름을 변경해야 합니다. 캐릭터 정보를 불러온 후 이름을 변경하십시오.,,,0,0,0
1231,"고향 서버로 돌아갑니다.
접속하면 시작 도시의 에테라이트 광장으로 이동합니다.",,,0,0,0
1232,"쾌적한 서버로 이동하려면, 먼저 고향 서버로 돌아가 이름을 변경해야 합니다.",,,0,0,0
1233,"쾌적한 서버로 이동하려면, 먼저 고향 서버로 돌아가 집사 이름을 변경해야 합니다.",,,0,0,0
1234,"UNKNOWN 서버가 있는 UNKNOWN에 접속한 이력이 없어 데이터 센터를 방문할 수 없습니다.
타이틀 화면의 테이터 센터 메뉴에서 UNKNOWN에 있는 데이터 센터 중 하나를 선택한 후 캐릭터 선택 화면으로 돌아오면, 해당 지역에 있는 데이터 센터로 이동할 수 있게 됩니다.",,,0,0,0
1235,"이동하려는 UNKNOWN 서버에 더 이상 캐릭터를 생성할 수 없습니다.
고향 서버가 아닌 다른 서버로 이동하려면, 해당 서버에 최소 하나 이상의 캐릭터를 생성할 수 있어야만 합니다. 사전에 UNKNOWN 서버에 있는 캐릭터 수를 조정하십시오.",,,0,0,0
1236,이 캐릭터는 아직 이전 로그아웃 처리가 완료되지 않았습니다. 잠시 후 세부 메뉴를 다시 선택하십시오.,,,0,0,0
1237,"사용 중인 플레이 환경에서 마지막으로 접속 종료한 캐릭터를 현재 접속 중인 데이터 센터에서 찾지 못했습니다.
데이터 센터 선택 화면에서 다른 데이터 센터로 접속하여 확인하십시오.",,,0,0,0
1238,"**현재 서버가 혼잡하여 고향 서버가 아닌 캐릭터는 로그인할 수 없어, 진행 중인 임무에 복귀할 수 없습니다.**
임무에서 퇴장하면 '고향 서버로 돌아가기'를 실행할 수 있게 되어 고향 서버에서 로그인할 수 있습니다.
임무에서 퇴장하시겠습니까?",,,0,0,0
1239,"임무에서 퇴장합니다.
준비가 완료될 때까지 잠시만 기다려 주십시오.",,,0,0,0
1240,"임무에서 퇴장했습니다.
**약 5분 뒤에 퇴장 처리가 완료됩니다.**
잠시 후 다른 서버로 이동해 주십시오.",,,0,0,0
1241,"아직 퇴장 처리가 완료되지 않았습니다.
잠시 후 다시 시도하십시오.",,,0,0,0
1242,확인했습니다,,,0,0,0
1243,"UNKNOWN 서버가 있는 UNKNOWN에 접속한 이력이 없어 데이터 센터를 방문할 수 없습니다.
타이틀 화면의 테이터 센터 메뉴에서 UNKNOWN에 있는 데이터 센터 중 하나를 선택한 후 캐릭터 선택 화면으로 돌아오면, 해당 지역에 있는 데이터 센터로 이동할 수 있게 됩니다.",,,0,0,0
1244,,,,0,0,0
1245,,,,0,0,0
1246,,,,0,0,0
1247,,,,0,0,0
1248,,,,0,0,0
1249,,,,0,0,0
1250,"클라우드 데이터 센터의 서버는 클라우드 데이터 센터 공개 부하 테스트 종료 시 완전히 폐쇄되며, 생성한 모든 캐릭터 및 집사 데이터도 삭제됩니다. 미리 양해 부탁드립니다.",,,0,0,0
1251,,,,0,0,0
1252,,,,0,0,0
1253,,,,0,0,0
1254,,,,0,0,0
1255,,,,0,0,0
1256,,,,0,0,0
1257,,,,0,0,0
1258,,,,0,0,0
1259,,,,0,0,0
1260,,,,0,0,0
1261,,,,0,0,0
1262,,,,0,0,0
1263,,,,0,0,0
1264,,,,0,0,0
1265,,,,0,0,0
1266,,,,0,0,0
1267,,,,0,0,0
1268,,,,0,0,0
1269,,,,0,0,0
1270,,,,0,0,0
1271,,,,0,0,0
1272,,,,0,0,0
1273,,,,0,0,0
1274,,,,0,0,0
1275,,,,0,0,0
1276,,,,0,0,0
1277,,,,0,0,0
1278,,,,0,0,0
1279,,,,0,0,0
1280,,,,0,0,0
1281,,,,0,0,0
1282,,,,0,0,0
1283,,,,0,0,0
1284,,,,0,0,0
1285,,,,0,0,0
1286,,,,0,0,0
1287,,,,0,0,0
1288,,,,0,0,0
1289,,,,0,0,0
1290,,,,0,0,0
1291,,,,0,0,0
1292,,,,0,0,0
1293,,,,0,0,0
1294,,,,0,0,0
1295,,,,0,0,0
1296,,,,0,0,0
1297,,,,0,0,0
1298,,,,0,0,0
1299,,,,0,0,0
1300,,,,0,0,0
1301,,,,0,0,0
1302,,,,0,0,0
1303,,,,0,0,0
1304,,,,0,0,0
1305,,,,0,0,0
1306,,,,0,0,0
1307,,,,0,0,0
1308,,,,0,0,0
1309,,,,0,0,0
1310,,,,0,0,0
1311,,,,0,0,0
1312,,,,0,0,0
1313,,,,0,0,0
1314,,,,0,0,0
1315,,,,0,0,0
1316,,,,0,0,0
1317,,,,0,0,0
1318,,,,0,0,0
1319,,,,0,0,0
1320,,,,0,0,0
1321,,,,0,0,0
1322,,,,0,0,0
1323,,,,0,0,0
1324,,,,0,0,0
1325,,,,0,0,0
1326,,,,0,0,0
1327,,,,0,0,0
1328,,,,0,0,0
1329,,,,0,0,0
1330,,,,0,0,0
1331,,,,0,0,0
1332,,,,0,0,0
1333,,,,0,0,0
1334,,,,0,0,0
1335,,,,0,0,0
1336,,,,0,0,0
1337,,,,0,0,0
1338,,,,0,0,0
1339,,,,0,0,0
1340,,,,0,0,0
1341,,,,0,0,0
1342,,,,0,0,0
1343,,,,0,0,0
1344,,,,0,0,0
1345,,,,0,0,0
1346,,,,0,0,0
1347,,,,0,0,0
1348,,,,0,0,0
1349,,,,0,0,0
1350,,,,0,0,0
1351,,,,0,0,0
1352,,,,0,0,0
1353,,,,0,0,0
1354,,,,0,0,0
1355,,,,0,0,0
1356,,,,0,0,0
1357,,,,0,0,0
1358,,,,0,0,0
1359,,,,0,0,0
1360,,,,0,0,0
1361,,,,0,0,0
1362,,,,0,0,0
1363,,,,0,0,0
1364,,,,0,0,0
1365,,,,0,0,0
1366,,,,0,0,0
1367,,,,0,0,0
1368,,,,0,0,0
1369,,,,0,0,0
1370,,,,0,0,0
1371,,,,0,0,0
1372,,,,0,0,0
1373,,,,0,0,0
1374,,,,0,0,0
1375,,,,0,0,0
1376,,,,0,0,0
1377,,,,0,0,0
1378,,,,0,0,0
1379,,,,0,0,0
1380,,,,0,0,0
1381,,,,0,0,0
1382,,,,0,0,0
1383,,,,0,0,0
1384,,,,0,0,0
1385,,,,0,0,0
1386,,,,0,0,0
1387,,,,0,0,0
1388,,,,0,0,0
1389,,,,0,0,0
1390,,,,0,0,0
1391,,,,0,0,0
1392,,,,0,0,0
1393,,,,0,0,0
1394,,,,0,0,0
1395,,,,0,0,0
1396,,,,0,0,0
1397,,,,0,0,0
1398,,,,0,0,0
1399,,,,0,0,0
1400,,,,0,0,0
1401,,,,0,0,0
1402,,,,0,0,0
1403,,,,0,0,0
1404,,,,0,0,0
1405,,,,0,0,0
1406,,,,0,0,0
1407,,,,0,0,0
1408,,,,0,0,0
1409,,,,0,0,0
1410,,,,0,0,0
1411,,,,0,0,0
1412,,,,0,0,0
1413,,,,0,0,0
1414,,,,0,0,0
1415,,,,0,0,0
1416,,,,0,0,0
1417,,,,0,0,0
1418,,,,0,0,0
1419,,,,0,0,0
1420,,,,0,0,0
1421,,,,0,0,0
1422,,,,0,0,0
1423,,,,0,0,0
1424,,,,0,0,0
1425,,,,0,0,0
1426,,,,0,0,0
1427,,,,0,0,0
1428,,,,0,0,0
1429,,,,0,0,0
1430,,,,0,0,0
1431,,,,0,0,0
1432,,,,0,0,0
1433,,,,0,0,0
1434,,,,0,0,0
1435,,,,0,0,0
1436,,,,0,0,0
1437,,,,0,0,0
1438,,,,0,0,0
1439,,,,0,0,0
1440,,,,0,0,0
1441,,,,0,0,0
1442,,,,0,0,0
1443,,,,0,0,0
1444,,,,0,0,0
1445,,,,0,0,0
1446,,,,0,0,0
1447,,,,0,0,0
1448,,,,0,0,0
1449,,,,0,0,0
1450,,,,0,0,0
1451,,,,0,0,0
1452,,,,0,0,0
1453,,,,0,0,0
1454,,,,0,0,0
1455,,,,0,0,0
1456,,,,0,0,0
1457,,,,0,0,0
1458,,,,0,0,0
1459,,,,0,0,0
1460,,,,0,0,0
1461,,,,0,0,0
1462,,,,0,0,0
1463,,,,0,0,0
1464,,,,0,0,0
1465,,,,0,0,0
1466,,,,0,0,0
1467,,,,0,0,0
1468,,,,0,0,0
1469,,,,0,0,0
1470,,,,0,0,0
1471,,,,0,0,0
1472,,,,0,0,0
1473,,,,0,0,0
1474,,,,0,0,0
1475,,,,0,0,0
1476,,,,0,0,0
1477,,,,0,0,0
1478,,,,0,0,0
1479,,,,0,0,0
1480,,,,0,0,0
1481,,,,0,0,0
1482,,,,0,0,0
1483,,,,0,0,0
1484,,,,0,0,0
1485,,,,0,0,0
1486,,,,0,0,0
1487,,,,0,0,0
1488,,,,0,0,0
1489,,,,0,0,0
1490,,,,0,0,0
1491,,,,0,0,0
1492,,,,0,0,0
1493,,,,0,0,0
1494,,,,0,0,0
1495,,,,0,0,0
1496,,,,0,0,0
1497,,,,0,0,0
1498,,,,0,0,0
1499,,,,0,0,0
1500,,,,0,0,0
1501,,,,0,0,0
1502,,,,0,0,0
1503,,,,0,0,0
1504,,,,0,0,0
1505,,,,0,0,0
1506,,,,0,0,0
1507,,,,0,0,0
1508,,,,0,0,0
1509,,,,0,0,0
1510,,,,0,0,0
1511,,,,0,0,0
1512,,,,0,0,0
1513,,,,0,0,0
1514,,,,0,0,0
1515,,,,0,0,0
1516,,,,0,0,0
1517,,,,0,0,0
1518,,,,0,0,0
1519,,,,0,0,0
1520,,,,0,0,0
1521,,,,0,0,0
1522,,,,0,0,0
1523,,,,0,0,0
1524,,,,0,0,0
1525,,,,0,0,0
1526,,,,0,0,0
1527,,,,0,0,0
1528,,,,0,0,0
1529,,,,0,0,0
1530,,,,0,0,0
1531,,,,0,0,0
1532,,,,0,0,0
1533,,,,0,0,0
1534,,,,0,0,0
1535,,,,0,0,0
1536,,,,0,0,0
1537,,,,0,0,0
1538,,,,0,0,0
1539,,,,0,0,0
1540,,,,0,0,0
1541,,,,0,0,0
1542,,,,0,0,0
1543,,,,0,0,0
1544,,,,0,0,0
1545,,,,0,0,0
1546,,,,0,0,0
1547,,,,0,0,0
1548,,,,0,0,0
1549,,,,0,0,0
1550,,,,0,0,0
1551,,,,0,0,0
1552,,,,0,0,0
1553,,,,0,0,0
1554,,,,0,0,0
