#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
327,"/감정로그(/감표로그) 보조명령어
감정 표현을 사용 시 로그 표시 여부를 설정합니다.
>>보조명령어
켜기(on)
　…로그가 표시됩니다.
끄기(off)
　…로그가 표시되지 않습니다.
※ 보조명령어 생략
　…켜기/끄기를 전환합니다.",/감정로그,/감표로그,/emotelog,,0,36,2,1,2,0,0
328,"/직업허드(/잡허드) 보조명령어
직업 HUD 표시 설정을 일반/간소화 사이에서 전환합니다.
>>보조명령어
1
　…첫 번째 직업 HUD의 표시 설정을 전환합니다.
2
　…두 번째 직업 HUD의 표시 설정을 전환합니다.
※ 보조명령어 생략
　…표시 중인 직업 HUD의 표시 설정을 한꺼번에 전환합니다.

용례
/직업허드 1
　…첫 번째 직업 HUD 의 표시 설정을 전환합니다.",/직업허드,/잡허드,/jobhudmode,,0,36,2,0,0,0,0
329,"/주음량 보조명령어
주 음량의 소리 크기를 변경합니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 소리 크기를 변경합니다.
※ 보조명령어 생략
　…소리를 끄거나 켭니다.",/주음량,,/mastervolume,,0,229,2,0,0,0,0
330,"/배경음악 보조명령어
배경음악의 소리 크기를 변경합니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 소리 크기를 변경합니다.
※ 보조명령어 생략
　…소리를 끄거나 켭니다.",/배경음악,,/bgm,,0,229,2,0,0,0,0
331,"/효과음 보조명령어
효과음의 소리 크기를 변경합니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 소리 크기를 변경합니다.
※ 보조명령어 생략
　…소리를 끄거나 켭니다.",/효과음,,/soundeffects,,0,229,2,0,0,0,0
332,"/음성 보조명령어
음성의 소리 크기를 변경합니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 소리 크기를 변경합니다.
※ 보조명령어 생략
　…소리를 끄거나 켭니다.",/음성,,/voice,,0,229,2,0,0,0,0
333,"/시스템소리 보조명령어
시스템 소리의 크기를 변경합니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 소리 크기를 변경합니다.
※ 보조명령어 생략
　…소리를 끄거나 켭니다.",/시스템소리,,/systemsounds,,0,229,2,0,0,0,0
334,"/환경소리 보조명령어
환경 소리 크기를 변경합니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 소리 크기를 변경합니다.
※ 보조명령어 생략
　…소리를 끄거나 켭니다.",/환경소리,,/ambientsounds,,0,229,2,0,0,0,0
335,"/자기효과음 보조명령어
자신이 내는 효과음 크기를 변경합니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 소리 크기를 변경합니다.",/자기효과음,,/soundeffectsself,,0,229,2,0,0,0,0
336,"/파티효과음 보조명령어
파티원이 내는 효과음 크기를 변경합니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 소리 크기를 변경합니다.",/파티효과음,,/soundeffectsparty,,0,229,2,0,0,0,0
337,"/기타효과음 보조명령어
기타 플레이어가 내는 효과음 크기를 변경합니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 소리 크기를 변경합니다.",/기타효과음,,/soundeffectsother,,0,229,2,0,0,0,0
338,"/플스스피커 보조명령어
무선 콘트롤러 스피커에서 나오는 시스템 소리의 크기를 변경합니다.
※ PlayStation®4/PlayStation®5/Windows에서만 사용할 수 있습니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 소리 크기를 변경합니다.
※ 보조명령어 생략
　…소리를 끄거나 켭니다.",/플스스피커,,/systemsoundsspeaker,,0,229,2,0,0,0,0
339,"/틸트카메라 보조명령어
캐릭터 설정의 '카메라 상하 위치 설정(틸트 카메라)'을 변경합니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 설정을 변경합니다.",/틸트카메라,,/tiltcamera,,0,36,2,0,0,0,0
340,"/탈것음악 보조명령어
시스템 설정의 '탈것 전용 배경음악 재생' 설정을 변경합니다.
>>보조명령어
on
　…소리를 켭니다.
off
　…소리를 끕니다.
※ 보조명령어 생략
　…소리를 끄거나 켭니다.",/탈것음악,,/mountbgm,,0,100,2,1,2,0,0
341,"/연주소리 보조명령어
악기 연주의 소리 크기를 변경합니다.
>>보조명령어
수치(0-100)
　…지정한 수치로 소리 크기를 변경합니다.
※ 보조명령어 생략
　…소리를 끄거나 켭니다.",/연주소리,,/performsounds,,0,229,2,0,0,0,0
342,,,,,,0,0,0,0,0,0,0
343,,,,,,0,0,0,0,0,0,0
344,,,,,,0,0,0,0,0,0,0
345,,,,,,0,0,0,0,0,0,0
346,,,,,,0,0,0,0,0,0,0
347,,,,,,0,0,0,0,0,0,0
348,,,,,,0,0,0,0,0,0,0
349,,,,,,0,0,0,0,0,0,0
350,,,,,,0,0,0,0,0,0,0
351,,,,,,0,0,0,0,0,0,0
352,,,,,,0,0,0,0,0,0,0
353,,,,,,0,0,0,0,0,0,0
354,,,,,,0,0,0,0,0,0,0
355,,,,,,0,0,0,0,0,0,0
356,,,,,,0,0,0,0,0,0,0
357,,,,,,0,0,0,0,0,0,0
358,,,,,,0,0,0,0,0,0,0
359,,,,,,0,0,0,0,0,0,0
360,,,,,,0,0,0,0,0,0,0
361,,,,,,0,0,0,0,0,0,0
362,,,,,,0,0,0,0,0,0,0
363,,,,,,0,0,0,0,0,0,0
364,,,,,,0,0,0,0,0,0,0
365,,,,,,0,0,0,0,0,0,0
366,,,,,,0,0,0,0,0,0,0
367,,,,,,0,0,0,0,0,0,0
368,,,,,,0,0,0,0,0,0,0
369,,,,,,0,0,0,0,0,0,0
370,,,,,,0,0,0,0,0,0,0
371,,,,,,0,0,0,0,0,0,0
372,,,,,,0,0,0,0,0,0,0
373,,,,,,0,0,0,0,0,0,0
374,,,,,,0,0,0,0,0,0,0
375,,,,,,0,0,0,0,0,0,0
376,,,,,,0,0,0,0,0,0,0
377,,,,,,0,0,0,0,0,0,0
378,,,,,,0,0,0,0,0,0,0
379,,,,,,0,0,0,0,0,0,0
380,,,,,,0,0,0,0,0,0,0
381,,,,,,0,0,0,0,0,0,0
382,,,,,,0,0,0,0,0,0,0
383,,,,,,0,0,0,0,0,0,0
384,,,,,,0,0,0,0,0,0,0
385,,,,,,0,0,0,0,0,0,0
386,,,,,,0,0,0,0,0,0,0
387,,,,,,0,0,0,0,0,0,0
388,,,,,,0,0,0,0,0,0,0
389,,,,,,0,0,0,0,0,0,0
390,,,,,,0,0,0,0,0,0,0
391,,,,,,0,0,0,0,0,0,0
392,,,,,,0,0,0,0,0,0,0
393,,,,,,0,0,0,0,0,0,0
394,,,,,,0,0,0,0,0,0,0
395,,,,,,0,0,0,0,0,0,0
396,,,,,,0,0,0,0,0,0,0
397,,,,,,0,0,0,0,0,0,0
398,,,,,,0,0,0,0,0,0,0
399,,,,,,0,0,0,0,0,0,0
400,,,,,,0,0,0,0,0,0,0
401,"/감정표현(/감정) 내용
지정한 문장을 자신의 이름 뒤에 직접 연결하여, 감정 표현 형식으로 말하기 범위에 있는 플레이어에게 보냅니다.
>>사용 예
/감정표현 님이 열심히 일합니다. …""내이름 님이 열심히 일합니다.""와 같이 로그에 표시됩니다.",/감정표현,/감정,/emote,/em,0,292,1,0,0,0,0
402,"/놀람 보조명령어
놀랍니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/놀람,,/surprised,,0,293,2,1,2,0,0
403,"/불만 보조명령어
불만스러워합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/불만,,/angry,,0,293,2,1,2,0,0
404,"/화 보조명령어
화를 냅니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/화,,/furious,,0,293,2,1,2,0,0
405,"/수줍(/부끄) 보조명령어
수줍어합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/수줍,/부끄,/blush,,0,293,2,1,2,0,0
406,"/인사 보조명령어
공손하게 인사합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/인사,,/bow,,0,293,2,1,2,0,0
407,"/응원 보조명령어
응원합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/응원,,/cheer,,0,293,2,1,2,0,0
408,"/박수 보조명령어
박수를 칩니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/박수,,/clap,,0,293,2,1,2,0,0
409,"/손짓 보조명령어
손짓합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/손짓,,/beckon,,0,293,2,1,2,0,0
410,"/위로 보조명령어
위로합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/위로,,/comfort,,0,293,2,1,2,0,0
411,"/엉엉 보조명령어
엉엉 웁니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/엉엉,,/cry,,0,293,2,1,2,0,0
412,"/춤 보조명령어
춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/춤,,/dance,,0,293,2,1,2,0,0
413,"/추궁 보조명령어
추궁합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/추궁,,/doubt,,0,293,2,1,2,0,0
414,"/졸음 보조명령어
꾸벅꾸벅 좁니다. 침대가 가까이 있는 경우에는 침대에 눕습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/졸음,,/doze,,0,293,2,1,2,0,0
415,"/분개 보조명령어
분개합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/분개,,/fume,,0,293,2,1,2,0,0
416,"/작별(/잘가) 보조명령어
작별 인사를 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/작별,/잘가,/goodbye,,0,293,2,1,2,0,0
417,"/손인사 보조명령어
손을 흔듭니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/손인사,,/wave,,0,293,2,1,2,0,0
418,"/어이 보조명령어
어이없어합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/어이,,/huh,,0,293,2,1,2,0,0
419,"/기쁨(/기뻐) 보조명령어
기뻐합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/기쁨,/기뻐,/joy,,0,293,2,1,2,0,0
420,"/무릎 보조명령어
무릎을 꿇습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/무릎,,/kneel,,0,293,2,1,2,0,0
421,"/하하(/ㅎㅎ) 보조명령어
웃습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/하하,/ㅎㅎ,/chuckle,,0,293,2,1,2,0,0
422,"/폭소(/ㅋㅋ) 보조명령어
폭소를 터뜨립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/폭소,/ㅋㅋ,/laugh,,0,293,2,1,2,0,0
423,"/둘러보기(/주위) 보조명령어
주위를 둘러봅니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/주위,/둘러보기,/lookout,,0,293,2,1,2,0,0
424,"/자신(/나) 보조명령어
자신을 가리킵니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/나,/자신,/me,,0,293,2,1,2,0,0
425,"/절레(/ㄴㄴ) 보조명령어
고개를 젓습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/절레,/ㄴㄴ,/no,,0,293,2,1,2,0,0
426,"/부정 보조명령어
부정합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/부정,,/deny,,0,293,2,1,2,0,0
427,"/당황 보조명령어
당황합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/당황,,/panic,,0,293,2,1,2,0,0
428,"/손가락질(/가리킴) 보조명령어
손가락으로 가리킵니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/손가락질,/가리킴,/point,,0,293,2,1,2,0,0
429,"/쿡쿡 보조명령어
쿡쿡 찌릅니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/쿡쿡,,/poke,,0,293,2,1,2,0,0
430,"/칭찬 보조명령어
칭찬합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/칭찬,,/congratulate,,0,293,2,1,2,0,0
431,"/힘내 보조명령어
힘을 불어넣습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/힘내,,/psych,,0,293,2,1,2,0,0
432,"/경례 보조명령어
경례합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/경례,,/salute,,0,293,2,1,2,0,0
433,"/기겁 보조명령어
기겁합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/기겁,,/shocked,,0,293,2,1,2,0,0
434,"/으쓱 보조명령어
어깨를 으쓱합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/으쓱,,/shrug,,0,293,2,1,2,0,0
435,"/격려 보조명령어
격려합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/격려,,/rally,,0,293,2,1,2,0,0
436,"/진정 보조명령어
진정시킵니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/진정,,/soothe,,0,293,2,1,2,0,0
437,"/비틀 보조명령어
비틀거립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/비틀,,/stagger,,0,293,2,1,2,0,0
438,"/기지개 보조명령어
기지개를 켭니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/기지개,,/stretch,,0,293,2,1,2,0,0
439,"/삐침 보조명령어
삐칩니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/삐침,,/sulk,,0,293,2,1,2,0,0
440,"/생각 보조명령어
생각에 잠깁니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/생각,,/think,,0,293,2,1,2,0,0
441,"/실망 보조명령어
실망합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/실망,,/upset,,0,293,2,1,2,0,0
442,"/환영 보조명령어
환영합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/환영,,/welcome,,0,293,2,1,2,0,0
443,"/끄덕(/ㅇㅇ) 보조명령어
고개를 끄덕입니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/끄덕,/ㅇㅇ,/yes,,0,293,2,1,2,0,0
444,"/엄지(/최고) 보조명령어
엄지손가락을 추켜세웁니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/엄지,/최고,/thumbsup,,0,293,2,1,2,0,0
445,"/내모습 보조명령어
자기 모습을 확인합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/내모습,,/examineself,,0,293,2,1,2,0,0
446,"/자세 보조명령어
멋진 자세를 취합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/자세,,/pose,,0,293,2,1,2,0,0
447,"/손키스 보조명령어
손키스를 날립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/손키스,,/blowkiss,,0,293,2,1,2,0,0
448,"/사죄 보조명령어
무릎 꿇고 사죄합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/사죄,,/grovel,,0,293,2,1,2,0,0
449,"/행복 보조명령어
행복해합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/행복,,/happy,,0,293,2,1,2,0,0
450,"/좌절 보조명령어
좌절합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/좌절,,/disappointed,,0,293,2,1,2,0,0
451,"/앉기(/휴식)
앉습니다. 근처에 앉을 수 있는 장소가 있으면 그곳에 앉습니다. 이미 앉아있는 경우에는 일어섭니다. 앉은 상태로 일부 감정 표현 동작을 실행할 수 있습니다.",/앉기,/휴식,/lounge,/sit,0,37,1,0,0,0,0
452,,,,,,0,0,0,0,0,0,0
453,"/바닥앉기
바닥에 앉습니다. 이미 앉아 있는 경우에는 일어납니다. 앉은 상태로 고유의 동작을 사용해서 일부 감정 표현을 할 수 있습니다.",/바닥앉기,,/groundsit,,0,37,1,0,0,0,0
454,,,,,,0,0,0,0,0,0,0
455,"/강조
양손의 손가락을 따옴표 모양으로 움직이며 자신의 발언이 '인용'된 것임을 강조합니다. 대부분의 경우 비꼬거나 야유하는 뜻으로 사용됩니다.
※ 이 감정 표현은 동작만 실행하며 로그에는 표시되지 않습니다.",/강조,,/airquotes,,0,293,2,1,2,0,0
456,"/총사령부경례 보조명령어
흑와단식으로 경례합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/총사령부경례,,/gcsalute,,0,293,2,1,2,0,0
457,"/총사령부경례 보조명령어
쌍사당식으로 경례합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/총사령부경례,,/gcsalute,,0,293,2,1,2,0,0
458,"/총사령부경례 보조명령어
불멸대식으로 경례합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/총사령부경례,,/gcsalute,,0,293,2,1,2,0,0
459,"/기도 보조명령어
기도합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/기도,,/pray,,0,293,2,1,2,0,0
460,"/제국식경례 보조명령어
제국식으로 경례합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/제국식경례,,/imperialsalute,,0,293,2,1,2,0,0
461,"/투구
투구를 여닫거나 머리 장비를 조작합니다.
※ 빛을 내는 등의 부가 기능이 있는 장비에만 작동합니다.",/투구,,/visor,,0,301,2,1,2,0,0
462,,,,,,0,0,0,0,0,0,0
463,"/메가플레어 보조명령어
메가플레어를 시전하듯이 빛을 내뿜습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/메가플레어,,/megaflare,,0,293,2,1,2,0,0
464,"/연무 보조명령어
연무를 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/연무,,/crimsonlotus,,0,293,2,1,2,0,0
465,"/매혹 보조명령어 
매혹적인 포옹에 매료됩니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/매혹,,/charmed,,0,293,2,1,2,0,0
466,"/정면응원파랑(/파란응원) 보조명령어
파란색 응원봉을 흔들며 응원합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/정면응원파랑,/파란응원,/cheeronblue,/cheerob,0,293,2,1,2,0,0
467,"/물결응원노랑(/노란응원) 보조명령어
노란색 응원봉을 흔들며 응원합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/물결응원노랑,/노란응원,/cheerwaveyellow,/cheerwy,0,293,2,1,2,0,0
468,"/점프응원빨강(/빨간응원) 보조명령어
빨간색 응원봉을 흔들며 응원합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/점프응원빨강,/빨간응원,/cheerjumpred,/cheerjr,0,293,2,1,2,0,0
469,"/정색 보조명령어
정색합니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/정색,,/straightface,/straight,0,293,2,1,2,0,0
470,"/미소 보조명령어
미소를 짓습니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/미소,,/smile,,0,293,2,1,2,0,0
471,"/웃음 보조명령어
웃어보입니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/웃음,,/grin,,0,293,2,1,2,0,0
472,"/자신감 보조명령어
자신감 넘치는 표정을 짓습니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/자신감,,/smirk,,0,293,2,1,2,0,0
473,"/음흉 보조명령어
음흉하게 웃습니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/음흉,,/taunt,,0,293,2,1,2,0,0
474,"/눈감기 보조명령어
눈을 감습니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/눈감기,,/shuteyes,/shut,0,293,2,1,2,0,0
475,"/울상 보조명령어
울상을 짓습니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/울상,,/sad,,0,293,2,1,2,0,0
476,"/공포 보조명령어
공포에 질린 얼굴을 합니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/공포,,/scared,/fear,0,293,2,1,2,0,0
477,"/어리둥절 보조명령어
어리둥절한 표정을 짓습니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/어리둥절,,/amazed,/awe,0,293,2,1,2,0,0
478,"/아야 보조명령어
아픈 표정을 짓습니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/아야,,/ouch,/ow,0,293,2,1,2,0,0
