#,Unknown0,Unknown1,Unknown2,RequiredItem[0],RequiredItem[1],RequiredItem[2],RequiredItemQuantity[0],RequiredItemQuantity[1],RequiredItemQuantity[2],Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,MissionType,WKSMissionText
619,0,2000000,2800,0,0,0,0,0,0,0,0,150,0,58,0,4,0,0,4,107
620,41307,2000000,700,0,0,0,0,0,0,0,501,151,0,58,2,4,0,0,1,109
621,41307,2000000,990,0,0,0,0,0,0,0,502,152,0,59,2,4,0,0,1,111
622,41307,2000000,0,1139,0,0,35,0,0,0,0,153,0,59,2,3,0,0,8,110
623,41307,2000000,700,0,0,0,0,0,0,0,503,154,0,60,2,4,0,0,1,109
624,41307,2000000,0,1140,0,0,45,0,0,0,0,155,0,60,2,3,0,0,8,110
625,41307,2000000,0,1140,0,0,30,0,0,0,504,156,0,60,2,3,0,0,1,112
626,41307,2000000,1000,0,0,0,0,0,0,0,505,157,0,60,2,4,0,0,1,111
627,0,2000000,0,1142,0,0,25,0,0,0,506,158,0,62,0,3,0,0,1,103
628,0,2000000,0,1142,0,0,24,0,0,0,0,159,0,61,0,3,0,0,8,104
629,0,2000000,0,1142,0,0,28,0,0,0,507,160,0,61,0,3,0,0,1,105
630,0,2000000,0,1142,1143,1144,5,5,15,0,508,161,0,62,0,3,0,0,1,103
631,0,2000000,0,1142,0,0,24,0,0,0,0,162,0,61,0,3,0,0,8,104
632,0,2000000,0,1142,1143,1144,8,8,12,0,509,163,0,61,0,3,0,0,1,105
633,0,2000000,2050,0,0,0,0,0,0,0,0,164,0,61,0,4,0,0,5,108
634,0,2000000,650,0,0,0,0,0,0,0,0,165,0,63,0,4,0,0,3,106
635,0,2000000,0,1145,0,0,24,0,0,0,0,166,0,63,0,3,0,0,8,104
636,0,2000000,0,1145,0,0,28,0,0,0,510,167,0,63,0,3,0,0,1,105
637,41307,2000000,0,1168,0,0,45,0,0,0,0,168,0,63,2,3,0,0,8,110
638,0,2000000,650,0,0,0,0,0,0,0,0,169,0,64,0,4,0,0,3,106
639,0,2000000,1400,0,0,0,0,0,0,0,0,170,0,64,0,4,0,0,4,107
640,0,2000000,100,0,0,0,0,0,0,0,511,171,0,64,0,4,0,0,1,109
641,0,2000000,0,1146,0,0,24,0,0,0,0,172,0,64,0,3,0,0,8,104
642,41307,2000000,700,0,0,0,0,0,0,0,512,173,0,64,2,4,0,0,1,109
643,0,2000000,0,1149,0,0,45,0,0,0,513,174,0,66,0,3,0,0,1,103
644,0,2000000,0,1147,1148,1149,15,15,20,0,514,175,0,65,0,3,0,0,1,105
645,41307,2000000,500,0,0,0,0,0,0,0,515,176,0,65,2,4,0,0,1,109
646,0,2000000,2800,0,0,0,0,0,0,0,0,177,0,65,0,4,0,0,4,107
647,0,2000000,0,1147,1148,1149,15,15,15,0,516,178,0,66,0,3,0,0,1,103
648,0,2000000,0,1153,1154,0,10,15,0,0,517,179,0,68,0,3,0,0,1,103
649,0,2000000,0,1150,1151,0,12,16,0,0,518,180,0,67,0,3,0,0,1,105
650,0,2000000,650,0,0,0,0,0,0,0,0,181,0,67,0,4,0,0,3,106
651,0,2000000,1400,0,0,0,0,0,0,0,0,182,0,67,0,4,0,0,4,107
652,0,2000000,0,1153,1154,1155,15,15,15,0,519,183,0,68,0,3,0,0,1,103
653,0,2000000,0,1150,0,0,48,0,0,0,0,184,0,67,0,3,0,0,8,104
654,0,2000000,0,1150,1151,1152,15,15,20,0,520,185,0,67,0,3,0,0,1,105
655,41307,2000000,0,1169,0,0,25,0,0,0,521,186,0,67,2,3,0,0,1,112
656,0,2000000,0,1153,0,0,45,0,0,0,522,187,0,68,0,3,0,0,1,103
657,0,2000000,0,1156,0,0,24,0,0,0,0,188,0,69,0,3,0,0,8,104
658,0,2000000,2050,0,0,0,0,0,0,0,0,189,0,69,0,4,0,0,5,108
659,0,2000000,100,0,0,0,0,0,0,0,523,190,0,69,0,4,0,0,1,109
660,0,2000000,0,1156,0,0,48,0,0,0,0,191,0,69,0,3,0,0,8,104
661,0,2000000,2800,0,0,0,0,0,0,0,0,192,0,69,0,4,0,0,4,107
662,41307,2000000,700,0,0,0,0,0,0,0,524,193,0,69,2,4,0,0,1,109
663,41307,2000000,990,0,0,0,0,0,0,0,525,194,0,70,2,4,0,0,1,111
664,41307,2000000,0,1170,0,0,35,0,0,0,0,195,0,70,2,3,0,0,8,110
665,41307,2000000,700,0,0,0,0,0,0,0,526,196,0,71,2,4,0,0,1,109
666,41307,2000000,0,1171,0,0,45,0,0,0,0,197,0,71,2,3,0,0,8,110
667,41307,2000000,0,1171,0,0,30,0,0,0,527,198,0,71,2,3,0,0,1,112
668,41307,2000000,1000,0,0,0,0,0,0,0,528,199,0,71,2,4,0,0,1,111
669,0,2000000,0,0,0,0,0,0,0,0,0,0,58,72,0,1,0,5,8,115
670,0,2000000,470,0,0,0,0,0,0,0,0,0,59,73,0,4,0,0,7,117
671,0,2000000,0,868,0,0,2,0,0,0,0,0,60,74,0,3,0,0,8,114
672,0,2000000,300,0,0,0,0,0,0,0,529,0,61,72,0,4,0,0,1,121
673,0,2000000,0,0,0,0,0,0,0,2,0,0,62,74,0,2,2,0,8,113
674,0,2000000,2000,0,0,0,0,0,0,0,0,0,63,73,0,4,0,0,6,119
675,0,2000000,1570,0,0,0,0,0,0,0,0,0,64,72,0,4,0,0,7,117
676,0,2000000,0,884,885,0,1,1,0,0,0,0,65,73,0,3,0,0,8,114
677,0,2000000,400,0,0,0,0,0,0,0,530,0,66,72,0,4,0,0,1,121
678,0,2000000,0,0,0,0,0,0,0,2,0,0,67,73,0,2,2,0,9,116
679,0,2000000,5200,0,0,0,0,0,0,0,0,0,68,72,0,4,0,0,6,119
680,41278,2000000,1000,0,0,0,0,0,0,0,531,0,69,74,0,4,0,0,1,122
681,0,2000000,0,0,0,0,0,0,0,3,0,0,70,74,0,2,2,0,8,113
682,0,2000000,0,910,0,0,3,0,0,0,0,0,71,75,0,3,0,0,8,114
683,41278,2000000,600,0,0,0,0,0,0,0,532,0,72,76,0,4,0,0,1,121
684,0,2000000,400,0,0,0,0,0,0,0,533,0,73,77,0,4,0,0,1,118
685,0,2000000,3930,0,0,0,0,0,0,0,0,0,74,78,0,4,0,0,7,120
686,41278,2000000,800,0,0,0,0,0,0,0,534,0,75,79,0,4,0,0,1,122
687,0,2000000,0,0,0,0,0,0,0,4,0,0,76,73,0,2,2,0,8,113
688,0,2000000,0,0,0,0,0,0,0,0,0,0,77,74,0,1,0,17,8,115
689,0,2000000,9400,0,0,0,0,0,0,0,0,0,78,79,0,4,0,0,6,119
690,0,2000000,0,950,0,0,2,0,0,0,0,0,79,72,0,3,0,0,8,114
691,0,2000000,600,0,0,0,0,0,0,0,897,0,80,73,0,4,0,0,1,118
692,0,2000000,0,0,0,0,0,0,0,0,0,0,81,74,0,1,0,15,8,115
693,41278,2000000,800,0,0,0,0,0,0,0,899,0,82,79,0,4,0,0,1,121
694,41278,2000000,2000,0,0,0,0,0,0,0,898,0,83,76,0,4,0,0,1,122
695,0,2000000,2360,0,0,0,0,0,0,0,0,0,84,77,0,4,0,0,7,117
696,0,2000000,5500,0,0,0,0,0,0,0,0,0,85,78,0,4,0,0,6,119
697,41278,2000000,400,0,0,0,0,0,0,0,901,0,86,80,0,4,0,0,1,122
698,0,2000000,23000,0,0,0,0,0,0,0,0,0,87,79,0,4,0,0,6,119
699,0,2000000,3680,0,0,0,0,0,0,0,902,0,88,75,0,4,0,0,1,118
700,0,2000000,2360,0,0,0,0,0,0,0,0,0,89,75,0,4,0,0,7,120
701,0,2000000,0,998,0,0,3,0,0,0,0,0,90,76,0,3,0,0,8,114
702,0,2000000,2360,0,0,0,0,0,0,0,0,0,91,76,0,4,0,0,7,120
703,0,2000000,0,0,0,0,0,0,0,5,0,0,92,77,0,2,2,0,8,113
704,41278,2000000,3000,0,0,0,0,0,0,0,895,0,93,78,0,4,0,0,1,121
705,0,2000000,400,0,0,0,0,0,0,0,900,0,94,78,0,4,0,0,1,118
706,0,2000000,5570,0,0,0,0,0,0,0,0,0,95,81,0,4,0,0,7,120
707,0,2000000,0,0,0,0,0,0,0,0,0,0,96,82,0,1,0,21,8,115
708,41278,2000000,13000,0,0,0,0,0,0,0,896,0,97,79,0,4,0,0,1,121
709,0,2000000,0,1068,0,0,1,0,0,0,0,0,98,80,0,3,0,0,8,114
710,0,2000000,16600,0,0,0,0,0,0,0,0,0,99,82,0,4,0,0,7,120
711,0,2000000,0,1231,0,0,3,0,0,0,535,0,0,0,0,3,0,0,1,99
712,0,2000000,0,1232,0,0,3,0,0,0,536,0,0,0,0,3,0,0,1,99
713,0,2000000,0,1260,0,0,3,0,0,0,537,0,0,0,0,3,0,0,1,99
714,0,2000000,0,1261,0,0,3,0,0,0,538,0,0,0,0,3,0,0,1,99
715,0,2000000,0,1233,0,0,3,0,0,0,539,0,0,0,0,3,0,0,1,99
716,0,2000000,0,1262,0,0,3,0,0,0,540,0,0,0,0,3,0,0,1,99
717,0,2000000,0,1231,0,0,3,0,0,0,541,0,0,0,0,3,0,0,1,99
718,0,2000000,0,1232,0,0,3,0,0,0,542,0,0,0,0,3,0,0,1,99
719,0,2000000,0,1263,0,0,3,0,0,0,543,0,0,0,0,3,0,0,1,100
720,0,2000000,0,1264,0,0,1,0,0,0,544,0,0,0,0,3,0,0,1,147
721,0,2000000,0,1235,0,0,2,0,0,0,545,0,0,0,0,3,0,0,1,147
722,0,2000000,0,1265,0,0,2,0,0,0,546,0,0,0,0,3,0,0,1,147
723,0,2000000,0,1266,0,0,1,0,0,0,547,0,0,0,0,3,0,0,1,147
724,0,2000000,0,1260,0,0,3,0,0,0,548,0,0,0,0,3,0,0,1,99
725,41269,2000000,0,1231,0,0,3,0,0,0,549,0,0,0,3,3,0,0,1,99
726,0,2000000,0,1232,0,0,2,0,0,0,550,0,0,0,0,3,0,0,1,99
727,0,2000000,0,1270,0,0,3,0,0,0,551,0,0,0,0,3,0,0,1,100
728,41269,2000000,0,1233,0,0,3,0,0,0,552,0,0,0,3,3,0,0,1,99
729,41269,2000000,0,1271,0,0,3,0,0,0,553,0,0,0,3,3,0,0,1,100
730,0,2000000,0,1269,0,0,1,0,0,0,554,0,0,0,0,3,0,0,1,99
731,41269,2000000,0,1234,0,0,1,0,0,0,555,0,0,0,1,3,0,0,1,99
732,41269,2000000,0,1231,0,0,3,0,0,0,556,0,0,0,3,3,0,0,1,99
733,0,2000000,1200,0,0,0,0,0,0,0,557,0,0,0,0,4,0,0,1,236
734,0,2000000,0,1277,0,0,1,0,0,0,558,0,0,0,0,3,0,0,1,100
735,41269,2000000,300,0,0,0,0,0,0,0,559,0,0,0,1,4,0,0,1,237
736,0,2000000,0,1279,1280,1281,1,1,1,0,560,0,0,0,0,3,0,0,1,100
737,0,2000000,1200,0,0,0,0,0,0,0,561,0,0,0,0,4,0,0,1,237
738,0,2000000,0,1283,1284,1285,1,1,1,0,562,0,0,0,0,3,0,0,1,235
739,0,2000000,0,1236,0,0,1,0,0,0,563,0,0,0,0,3,0,0,1,145
740,0,2000000,0,1237,0,0,1,0,0,0,564,0,0,0,0,3,0,0,1,100
741,41269,2000000,900,0,0,0,0,0,0,0,565,0,0,0,2,4,0,0,1,238
742,0,2000000,0,1286,0,0,3,0,0,0,566,0,0,0,0,3,0,0,1,235
743,0,2000000,0,1287,0,0,3,0,0,0,567,0,0,0,0,3,0,0,1,235
744,41269,2000000,800,0,0,0,0,0,0,0,568,0,0,0,2,4,0,0,1,237
745,41269,2000000,0,1274,0,0,1,0,0,0,569,0,0,0,1,3,0,0,1,99
746,0,2000000,400,0,0,0,0,0,0,0,570,0,0,0,0,4,0,0,1,238
747,41269,2000000,0,1239,0,0,2,0,0,0,571,0,0,0,2,3,0,0,1,235
748,41269,2000000,400,0,0,0,0,0,0,0,572,0,0,0,1,4,0,0,1,237
749,41269,2000000,800,0,0,0,0,0,0,0,573,0,0,0,2,4,0,0,1,236
750,41269,2000000,0,1288,0,0,1,0,0,0,574,0,0,0,1,3,0,0,1,100
751,41269,2000000,0,1289,0,0,1,0,0,0,575,0,0,0,1,3,0,0,1,102
752,41269,2000000,0,1276,0,0,1,0,0,0,576,0,0,0,1,3,0,0,1,149
753,0,2000000,0,1188,0,0,3,0,0,0,577,0,0,0,0,3,0,0,1,99
754,0,2000000,0,1189,0,0,3,0,0,0,578,0,0,0,0,3,0,0,1,99
755,0,2000000,0,1190,0,0,3,0,0,0,579,0,0,0,0,3,0,0,1,99
756,0,2000000,0,1191,0,0,3,0,0,0,580,0,0,0,0,3,0,0,1,99
757,0,2000000,0,1192,0,0,3,0,0,0,581,0,0,0,0,3,0,0,1,99
758,0,2000000,0,1193,0,0,3,0,0,0,582,0,0,0,0,3,0,0,1,99
759,0,2000000,0,1188,0,0,3,0,0,0,583,0,0,0,0,3,0,0,1,99
760,0,2000000,0,1194,0,0,3,0,0,0,584,0,0,0,0,3,0,0,1,99
761,0,2000000,0,1204,0,0,3,0,0,0,585,0,0,0,0,3,0,0,1,100
762,0,2000000,0,1205,0,0,1,0,0,0,586,0,0,0,0,3,0,0,1,147
763,0,2000000,0,1206,0,0,2,0,0,0,587,0,0,0,0,3,0,0,1,147
764,0,2000000,0,1207,0,0,2,0,0,0,588,0,0,0,0,3,0,0,1,147
765,0,2000000,0,1208,0,0,1,0,0,0,589,0,0,0,0,3,0,0,1,147
766,0,2000000,0,1195,0,0,3,0,0,0,590,0,0,0,0,3,0,0,1,99
767,41269,2000000,0,1188,0,0,3,0,0,0,591,0,0,0,3,3,0,0,1,99
768,0,2000000,0,1196,0,0,2,0,0,0,592,0,0,0,0,3,0,0,1,99
769,0,2000000,0,1209,0,0,3,0,0,0,593,0,0,0,0,3,0,0,1,100
770,41269,2000000,0,1197,0,0,3,0,0,0,594,0,0,0,3,3,0,0,1,99
771,41269,2000000,0,1210,0,0,3,0,0,0,595,0,0,0,3,3,0,0,1,100
772,0,2000000,0,1198,0,0,1,0,0,0,596,0,0,0,0,3,0,0,1,99
773,41269,2000000,0,1199,0,0,1,0,0,0,597,0,0,0,1,3,0,0,1,99
774,41269,2000000,0,1188,0,0,3,0,0,0,598,0,0,0,3,3,0,0,1,99
775,0,2000000,1200,0,0,0,0,0,0,0,599,0,0,0,0,4,0,0,1,236
776,0,2000000,0,1291,0,0,1,0,0,0,600,0,0,0,0,3,0,0,1,100
777,41269,2000000,300,0,0,0,0,0,0,0,601,0,0,0,1,4,0,0,1,237
778,0,2000000,0,1211,1212,1213,1,1,1,0,602,0,0,0,0,3,0,0,1,100
779,0,2000000,1200,0,0,0,0,0,0,0,603,0,0,0,0,4,0,0,1,237
780,0,2000000,0,1215,1216,1217,1,1,1,0,604,0,0,0,0,3,0,0,1,235
781,0,2000000,0,1293,0,0,1,0,0,0,605,0,0,0,0,3,0,0,1,145
782,0,2000000,0,1294,0,0,1,0,0,0,606,0,0,0,0,3,0,0,1,100
783,41269,2000000,900,0,0,0,0,0,0,0,607,0,0,0,2,4,0,0,1,238
784,0,2000000,0,1295,0,0,3,0,0,0,608,0,0,0,0,3,0,0,1,235
785,0,2000000,0,1296,0,0,3,0,0,0,609,0,0,0,0,3,0,0,1,235
786,41269,2000000,800,0,0,0,0,0,0,0,610,0,0,0,2,4,0,0,1,237
787,41269,2000000,0,1202,0,0,1,0,0,0,611,0,0,0,1,3,0,0,1,99
788,0,2000000,400,0,0,0,0,0,0,0,612,0,0,0,0,4,0,0,1,238
789,41269,2000000,0,1219,0,0,2,0,0,0,613,0,0,0,2,3,0,0,1,235
790,41269,2000000,400,0,0,0,0,0,0,0,614,0,0,0,1,4,0,0,1,237
791,41269,2000000,800,0,0,0,0,0,0,0,615,0,0,0,2,4,0,0,1,236
792,41269,2000000,0,1222,0,0,1,0,0,0,616,0,0,0,1,3,0,0,1,100
793,41269,2000000,0,1297,0,0,1,0,0,0,617,0,0,0,1,3,0,0,1,102
794,41269,2000000,0,1290,0,0,1,0,0,0,618,0,0,0,1,3,0,0,1,149
795,0,2000000,0,1188,0,0,3,0,0,0,619,0,0,0,0,3,0,0,1,99
796,0,2000000,0,1189,0,0,3,0,0,0,620,0,0,0,0,3,0,0,1,99
797,0,2000000,0,1190,0,0,3,0,0,0,621,0,0,0,0,3,0,0,1,99
798,0,2000000,0,1191,0,0,3,0,0,0,622,0,0,0,0,3,0,0,1,99
799,0,2000000,0,1192,0,0,3,0,0,0,623,0,0,0,0,3,0,0,1,99
800,0,2000000,0,1193,0,0,3,0,0,0,624,0,0,0,0,3,0,0,1,99
801,0,2000000,0,1188,0,0,3,0,0,0,625,0,0,0,0,3,0,0,1,99
802,0,2000000,0,1194,0,0,3,0,0,0,626,0,0,0,0,3,0,0,1,99
803,0,2000000,0,1204,0,0,3,0,0,0,627,0,0,0,0,3,0,0,1,100
804,0,2000000,0,1205,0,0,1,0,0,0,628,0,0,0,0,3,0,0,1,147
805,0,2000000,0,1206,0,0,2,0,0,0,629,0,0,0,0,3,0,0,1,147
806,0,2000000,0,1207,0,0,2,0,0,0,630,0,0,0,0,3,0,0,1,147
807,0,2000000,0,1208,0,0,1,0,0,0,631,0,0,0,0,3,0,0,1,147
808,0,2000000,0,1195,0,0,3,0,0,0,632,0,0,0,0,3,0,0,1,99
809,41269,2000000,0,1188,0,0,3,0,0,0,633,0,0,0,3,3,0,0,1,99
810,0,2000000,0,1196,0,0,2,0,0,0,634,0,0,0,0,3,0,0,1,99
811,0,2000000,0,1209,0,0,3,0,0,0,635,0,0,0,0,3,0,0,1,100
812,41269,2000000,0,1197,0,0,3,0,0,0,636,0,0,0,3,3,0,0,1,99
813,41269,2000000,0,1210,0,0,3,0,0,0,637,0,0,0,3,3,0,0,1,100
814,0,2000000,0,1198,0,0,1,0,0,0,638,0,0,0,0,3,0,0,1,99
815,41269,2000000,0,1199,0,0,1,0,0,0,639,0,0,0,1,3,0,0,1,99
816,41269,2000000,0,1188,0,0,3,0,0,0,640,0,0,0,3,3,0,0,1,99
817,0,2000000,1200,0,0,0,0,0,0,0,641,0,0,0,0,4,0,0,1,236
818,0,2000000,0,1299,0,0,1,0,0,0,642,0,0,0,0,3,0,0,1,100
819,41269,2000000,300,0,0,0,0,0,0,0,643,0,0,0,1,4,0,0,1,237
820,0,2000000,0,1211,1212,1213,1,1,1,0,644,0,0,0,0,3,0,0,1,100
821,0,2000000,1200,0,0,0,0,0,0,0,645,0,0,0,0,4,0,0,1,237
822,0,2000000,0,1215,1216,1217,1,1,1,0,646,0,0,0,0,3,0,0,1,235
823,0,2000000,0,1301,0,0,1,0,0,0,647,0,0,0,0,3,0,0,1,145
824,0,2000000,0,1302,0,0,1,0,0,0,648,0,0,0,0,3,0,0,1,100
825,41269,2000000,900,0,0,0,0,0,0,0,649,0,0,0,2,4,0,0,1,238
826,0,2000000,0,1303,0,0,3,0,0,0,650,0,0,0,0,3,0,0,1,235
827,0,2000000,0,1304,0,0,3,0,0,0,651,0,0,0,0,3,0,0,1,235
828,41269,2000000,800,0,0,0,0,0,0,0,652,0,0,0,2,4,0,0,1,237
829,41269,2000000,0,1202,0,0,1,0,0,0,653,0,0,0,1,3,0,0,1,99
830,0,2000000,400,0,0,0,0,0,0,0,654,0,0,0,0,4,0,0,1,238
831,41269,2000000,0,1219,0,0,2,0,0,0,655,0,0,0,2,3,0,0,1,235
832,41269,2000000,400,0,0,0,0,0,0,0,656,0,0,0,1,4,0,0,1,237
833,41269,2000000,800,0,0,0,0,0,0,0,657,0,0,0,2,4,0,0,1,236
834,41269,2000000,0,1222,0,0,1,0,0,0,658,0,0,0,1,3,0,0,1,100
835,41269,2000000,0,1305,0,0,1,0,0,0,659,0,0,0,1,3,0,0,1,102
836,41269,2000000,0,1298,0,0,1,0,0,0,660,0,0,0,1,3,0,0,1,149
837,0,2000000,0,1188,0,0,3,0,0,0,661,0,0,0,0,3,0,0,1,99
838,0,2000000,0,1189,0,0,3,0,0,0,662,0,0,0,0,3,0,0,1,99
839,0,2000000,0,1190,0,0,3,0,0,0,663,0,0,0,0,3,0,0,1,99
840,0,2000000,0,1191,0,0,3,0,0,0,664,0,0,0,0,3,0,0,1,99
841,0,2000000,0,1192,0,0,3,0,0,0,665,0,0,0,0,3,0,0,1,99
842,0,2000000,0,1193,0,0,3,0,0,0,666,0,0,0,0,3,0,0,1,99
843,0,2000000,0,1188,0,0,3,0,0,0,667,0,0,0,0,3,0,0,1,99
844,0,2000000,0,1194,0,0,3,0,0,0,668,0,0,0,0,3,0,0,1,99
845,0,2000000,0,1204,0,0,3,0,0,0,669,0,0,0,0,3,0,0,1,100
846,0,2000000,0,1205,0,0,1,0,0,0,670,0,0,0,0,3,0,0,1,147
847,0,2000000,0,1206,0,0,2,0,0,0,671,0,0,0,0,3,0,0,1,147
848,0,2000000,0,1207,0,0,2,0,0,0,672,0,0,0,0,3,0,0,1,147
849,0,2000000,0,1208,0,0,1,0,0,0,673,0,0,0,0,3,0,0,1,147
850,0,2000000,0,1195,0,0,3,0,0,0,674,0,0,0,0,3,0,0,1,99
851,41269,2000000,0,1188,0,0,3,0,0,0,675,0,0,0,3,3,0,0,1,99
852,0,2000000,0,1196,0,0,2,0,0,0,676,0,0,0,0,3,0,0,1,99
853,0,2000000,0,1209,0,0,3,0,0,0,677,0,0,0,0,3,0,0,1,100
854,41269,2000000,0,1197,0,0,3,0,0,0,678,0,0,0,3,3,0,0,1,99
855,41269,2000000,0,1210,0,0,3,0,0,0,679,0,0,0,3,3,0,0,1,100
856,0,2000000,0,1198,0,0,1,0,0,0,680,0,0,0,0,3,0,0,1,99
857,41269,2000000,0,1199,0,0,1,0,0,0,681,0,0,0,1,3,0,0,1,99
858,41269,2000000,0,1188,0,0,3,0,0,0,682,0,0,0,3,3,0,0,1,99
859,0,2000000,1200,0,0,0,0,0,0,0,683,0,0,0,0,4,0,0,1,236
860,0,2000000,0,1307,0,0,1,0,0,0,684,0,0,0,0,3,0,0,1,100
861,41269,2000000,300,0,0,0,0,0,0,0,685,0,0,0,1,4,0,0,1,237
862,0,2000000,0,1211,1212,1213,1,1,1,0,686,0,0,0,0,3,0,0,1,100
863,0,2000000,1200,0,0,0,0,0,0,0,687,0,0,0,0,4,0,0,1,237
864,0,2000000,0,1215,1216,1217,1,1,1,0,688,0,0,0,0,3,0,0,1,235
865,0,2000000,0,1309,0,0,1,0,0,0,689,0,0,0,0,3,0,0,1,145
866,0,2000000,0,1310,0,0,1,0,0,0,690,0,0,0,0,3,0,0,1,100
867,41269,2000000,900,0,0,0,0,0,0,0,691,0,0,0,2,4,0,0,1,238
868,0,2000000,0,1311,0,0,3,0,0,0,692,0,0,0,0,3,0,0,1,235
869,0,2000000,0,1312,0,0,3,0,0,0,693,0,0,0,0,3,0,0,1,235
870,41269,2000000,800,0,0,0,0,0,0,0,694,0,0,0,2,4,0,0,1,237
871,41269,2000000,0,1202,0,0,1,0,0,0,695,0,0,0,1,3,0,0,1,99
872,0,2000000,400,0,0,0,0,0,0,0,696,0,0,0,0,4,0,0,1,238
873,41269,2000000,0,1219,0,0,2,0,0,0,697,0,0,0,2,3,0,0,1,235
874,41269,2000000,400,0,0,0,0,0,0,0,698,0,0,0,1,4,0,0,1,237
875,41269,2000000,800,0,0,0,0,0,0,0,699,0,0,0,2,4,0,0,1,236
876,41269,2000000,0,1222,0,0,1,0,0,0,700,0,0,0,1,3,0,0,1,100
877,41269,2000000,0,1313,0,0,1,0,0,0,701,0,0,0,1,3,0,0,1,102
878,41269,2000000,0,1306,0,0,1,0,0,0,702,0,0,0,1,3,0,0,1,149
879,0,2000000,0,1231,0,0,3,0,0,0,703,0,0,0,0,3,0,0,1,99
880,0,2000000,0,1232,0,0,3,0,0,0,704,0,0,0,0,3,0,0,1,99
881,0,2000000,0,1314,0,0,3,0,0,0,705,0,0,0,0,3,0,0,1,99
882,0,2000000,0,1315,0,0,3,0,0,0,706,0,0,0,0,3,0,0,1,99
883,0,2000000,0,1233,0,0,3,0,0,0,707,0,0,0,0,3,0,0,1,99
884,0,2000000,0,1316,0,0,3,0,0,0,708,0,0,0,0,3,0,0,1,99
885,0,2000000,0,1231,0,0,3,0,0,0,709,0,0,0,0,3,0,0,1,99
886,0,2000000,0,1232,0,0,3,0,0,0,710,0,0,0,0,3,0,0,1,99
887,0,2000000,0,1317,0,0,3,0,0,0,711,0,0,0,0,3,0,0,1,100
888,0,2000000,0,1318,0,0,1,0,0,0,712,0,0,0,0,3,0,0,1,147
889,0,2000000,0,1235,0,0,2,0,0,0,713,0,0,0,0,3,0,0,1,147
890,0,2000000,0,1319,0,0,2,0,0,0,714,0,0,0,0,3,0,0,1,147
891,0,2000000,0,1320,0,0,1,0,0,0,715,0,0,0,0,3,0,0,1,147
892,0,2000000,0,1314,0,0,3,0,0,0,716,0,0,0,0,3,0,0,1,99
893,41269,2000000,0,1231,0,0,3,0,0,0,717,0,0,0,3,3,0,0,1,99
894,0,2000000,0,1232,0,0,2,0,0,0,718,0,0,0,0,3,0,0,1,99
895,0,2000000,0,1324,0,0,3,0,0,0,719,0,0,0,0,3,0,0,1,100
896,41269,2000000,0,1233,0,0,3,0,0,0,720,0,0,0,3,3,0,0,1,99
897,41269,2000000,0,1325,0,0,3,0,0,0,721,0,0,0,3,3,0,0,1,100
898,0,2000000,0,1323,0,0,1,0,0,0,722,0,0,0,0,3,0,0,1,99
899,41269,2000000,0,1234,0,0,1,0,0,0,723,0,0,0,1,3,0,0,1,99
900,41269,2000000,0,1231,0,0,3,0,0,0,724,0,0,0,3,3,0,0,1,99
901,0,2000000,1200,0,0,0,0,0,0,0,725,0,0,0,0,4,0,0,1,236
902,0,2000000,0,1331,0,0,1,0,0,0,726,0,0,0,0,3,0,0,1,100
903,41269,2000000,300,0,0,0,0,0,0,0,727,0,0,0,1,4,0,0,1,237
904,0,2000000,0,1333,1334,1335,1,1,1,0,728,0,0,0,0,3,0,0,1,100
905,0,2000000,1200,0,0,0,0,0,0,0,729,0,0,0,0,4,0,0,1,237
906,0,2000000,0,1337,1338,1339,1,1,1,0,730,0,0,0,0,3,0,0,1,235
907,0,2000000,0,1236,0,0,1,0,0,0,731,0,0,0,0,3,0,0,1,145
908,0,2000000,0,1237,0,0,1,0,0,0,732,0,0,0,0,3,0,0,1,100
909,41269,2000000,900,0,0,0,0,0,0,0,733,0,0,0,2,4,0,0,1,238
910,0,2000000,0,1340,0,0,3,0,0,0,734,0,0,0,0,3,0,0,1,235
911,0,2000000,0,1341,0,0,3,0,0,0,735,0,0,0,0,3,0,0,1,235
912,41269,2000000,800,0,0,0,0,0,0,0,736,0,0,0,2,4,0,0,1,237
913,41269,2000000,0,1328,0,0,1,0,0,0,737,0,0,0,1,3,0,0,1,99
914,0,2000000,400,0,0,0,0,0,0,0,738,0,0,0,0,4,0,0,1,238
915,41269,2000000,0,1239,0,0,2,0,0,0,739,0,0,0,2,3,0,0,1,235
916,41269,2000000,400,0,0,0,0,0,0,0,740,0,0,0,1,4,0,0,1,237
917,41269,2000000,800,0,0,0,0,0,0,0,741,0,0,0,2,4,0,0,1,236
918,41269,2000000,0,1342,0,0,1,0,0,0,742,0,0,0,1,3,0,0,1,100
919,41269,2000000,0,1343,0,0,1,0,0,0,743,0,0,0,1,3,0,0,1,102
920,41269,2000000,0,1330,0,0,1,0,0,0,744,0,0,0,1,3,0,0,1,149
921,0,2000000,0,1231,0,0,3,0,0,0,745,0,0,0,0,3,0,0,1,99
922,0,2000000,0,1232,0,0,3,0,0,0,746,0,0,0,0,3,0,0,1,99
923,0,2000000,0,1344,0,0,3,0,0,0,747,0,0,0,0,3,0,0,1,99
924,0,2000000,0,1345,0,0,3,0,0,0,748,0,0,0,0,3,0,0,1,99
