#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131612,,'노르브란트 순례길'에서 나가시겠습니까?,11993531,0,0,0,816,1,1,0,0,False
131613,,'경계의 황야'로 이동하시겠습니까?,12038587,0,0,0,1301,1,1,0,0,False
131614,,'알렉산드리아 왕국 유적'으로 이동하시겠습니까?,12104172,601198,0,0,1334,1,1,0,0,False
131615,,'리빙 메모리'로 이동하시겠습니까?,12104167,601199,0,0,1192,1,1,0,0,False
131616,,'트레노'로 이동하시겠습니까?,12115398,0,0,0,1332,1,1,0,0,False
131617,,'알렉산드리아 왕국 유적'으로 이동하시겠습니까?,12104173,0,0,0,1334,1,1,0,0,False
131618,,,0,0,0,0,0,0,0,0,0,False
131619,,,0,0,0,0,0,0,0,0,0,False
131620,,'트라이테일 체육관'으로 들어가시겠습니까?,12248339,0,0,0,1344,1,1,0,0,False
131621,,'트라이테일 체육관'에서 나가시겠습니까?,10438987,0,0,0,1186,1,1,0,0,False
131622,,'옥상층'으로 이동하시겠습니까?,12251900,0,0,0,1310,1,1,0,0,False
131623,,'지상층'으로 이동하시겠습니까?,12251898,0,0,0,1310,1,1,0,0,False
131624,,'옥상층'으로 이동하시겠습니까?,12251897,0,0,0,1310,1,1,0,0,False
131625,,'지상층'으로 이동하시겠습니까?,12251895,0,0,0,1310,1,1,0,0,False
131626,,'트레노'로 이동하시겠습니까?,12291209,601200,0,0,1332,1,1,0,0,False
131627,,'트레노'로 이동하시겠습니까?,12115398,601253,0,0,1332,1,1,0,0,False
131628,,'리빙 메모리'로 이동하시겠습니까?,12104167,0,0,0,1192,1,1,0,0,False
