#,Icon,PlaceNameSubtext,DataKey,X,Y,SubtextOrientation,MapMarkerRegion,Type,DataType,Unknown0,Unknown1
310.3,60442,2382,0,1030,850,1,0,0,0,255,0
311.0,60442,2384,0,1140,1025,4,0,0,0,255,0
311.1,60442,2385,0,910,1025,4,0,0,0,255,0
312.0,60428,2721,0,0,0,3,0,0,0,255,0
313.0,60456,2844,0,1706,1360,4,0,0,0,255,0
313.1,60442,2847,0,1076,1220,1,0,0,0,255,0
313.2,60442,2848,0,1245,1268,3,0,0,0,255,0
313.3,60453,2849,127,1286,1100,3,0,0,3,255,0
313.4,60442,2907,0,1264,1079,4,0,0,0,255,0
313.5,60425,0,0,1357,1144,2,0,0,0,255,0
313.6,60442,2852,0,1366,926,4,0,0,0,255,0
313.7,60442,2853,0,1285,1451,3,0,0,0,255,0
313.8,60969,0,0,1228,1273,3,0,0,0,255,63
313.9,60442,2854,0,800,482,4,0,0,0,255,0
313.10,60442,2855,0,781,1706,4,0,0,0,255,0
313.11,60442,2857,0,1529,1623,2,0,0,0,255,0
313.12,60442,2856,0,1039,904,4,0,0,0,255,0
313.13,60442,2858,0,1288,794,4,0,0,0,255,0
313.14,60430,0,2859,868,1519,4,0,0,4,255,0
313.15,60430,0,2860,1149,739,4,0,0,4,255,0
313.16,60434,0,0,1298,1260,2,0,0,0,255,0
313.17,60352,0,0,1625,1555,2,0,0,0,255,102
313.18,0,0,0,0,0,0,0,0,0,255,0
313.19,60430,0,2934,1502,1484,4,0,0,4,255,0
313.20,0,0,606,1625,1555,8,0,0,2,255,0
313.21,0,0,0,0,0,0,0,0,0,255,0
313.22,0,0,665,1625,1555,8,0,0,2,255,0
314.0,60441,2813,463,1024,1097,3,0,0,1,1,0
315.0,0,1548,0,1320,1200,2,0,1,0,255,0
315.1,60442,1551,0,1024,1344,3,0,0,0,255,0
315.2,60442,1552,0,740,860,3,0,0,0,255,0
315.3,60442,1554,0,1024,1024,3,0,0,0,255,0
316.0,0,1547,0,952,830,4,0,1,0,255,0
316.1,0,2395,0,760,1360,2,0,1,0,255,0
316.2,60442,2397,0,817,1268,3,0,0,0,255,0
316.3,60447,2399,443,642,1268,1,0,0,1,2,0
317.0,0,2396,0,1024,1346,3,0,1,0,255,0
317.1,60442,2398,0,1024,1024,4,0,0,0,255,0
317.2,60446,1557,442,1024,760,4,0,0,1,3,0
318.0,0,2415,0,858,1632,3,0,1,0,255,0
318.1,0,2416,0,1214,1620,3,0,1,0,255,0
318.2,0,2419,0,1229,923,3,0,1,0,255,0
318.3,0,2417,0,443,1439,3,0,1,0,255,0
318.4,0,2420,0,230,1060,3,0,1,0,255,0
318.5,0,2421,0,627,455,3,0,1,0,255,0
318.6,0,2422,0,1383,666,3,0,1,0,255,0
318.7,0,2423,0,1666,869,3,0,1,0,255,0
318.8,0,2418,0,990,1063,3,0,1,0,255,0
318.9,0,2424,0,1447,1382,3,0,0,0,255,0
318.10,60442,2425,0,1334,1234,3,0,0,0,255,0
318.11,60442,2426,0,841,967,3,0,0,0,255,0
318.12,60442,2427,0,657,1271,3,0,0,0,255,0
318.13,60442,2428,0,618,965,3,0,0,0,255,0
318.14,60442,2429,0,635,561,3,0,0,0,255,0
318.15,0,2430,0,1006,571,3,0,0,0,255,0
318.16,60442,2431,0,1229,755,3,0,0,0,255,0
318.17,60959,0,0,884,1567,3,0,0,0,255,0
318.18,60959,0,0,651,565,2,0,0,0,255,0
318.19,60442,2436,0,1478,988,3,0,0,0,255,0
318.20,60959,0,0,1459,975,3,0,0,0,255,0
318.21,60581,0,0,884,1577,2,0,0,0,255,0
318.22,60434,0,0,897,1567,2,0,0,0,255,0
318.23,60968,0,0,899,1535,3,0,0,0,255,0
318.24,60935,0,0,901,1520,3,0,0,0,255,0
318.25,60971,0,0,898,1607,3,0,0,0,255,0
318.26,0,0,0,0,0,0,0,0,0,255,0
318.27,0,0,0,0,0,0,0,0,0,255,0
318.28,0,0,0,0,0,0,0,0,0,255,0
318.29,0,0,0,0,0,0,0,0,0,255,0
318.30,0,0,0,0,0,0,0,0,0,255,0
319.0,60467,0,0,1024,1180,3,0,0,0,255,0
319.1,0,0,0,0,0,0,0,0,0,255,0
320.0,0,2274,0,890,1436,2,0,1,0,255,0
320.1,0,2275,0,1240,1140,2,0,1,0,255,0
320.2,0,2276,0,1100,980,2,0,1,0,255,0
320.3,0,2355,0,860,860,2,0,1,0,255,0
320.4,0,0,0,0,0,0,0,0,0,255,0
320.5,0,0,0,0,0,0,0,0,0,255,0
320.6,0,0,0,0,0,0,0,0,0,255,0
320.7,0,0,0,0,0,0,0,0,0,255,0
320.8,0,0,0,0,0,0,0,0,0,255,0
320.9,0,0,0,0,0,0,0,0,0,255,0
320.10,0,0,0,0,0,0,0,0,0,255,0
321.0,60442,2386,0,782,1970,2,0,0,0,255,0
321.1,60442,2387,0,880,1526,2,0,0,0,255,0
321.2,60442,2388,0,880,1280,2,0,0,0,255,0
321.3,60442,2389,0,972,1060,3,0,0,0,255,0
321.4,60442,2390,0,1140,782,2,0,0,0,255,0
321.5,60442,2391,0,1200,552,2,0,0,0,255,0
321.6,60442,2392,0,1148,280,2,0,0,0,255,0
321.7,60442,2393,0,1148,74,2,0,0,0,255,0
322.0,0,2437,0,1024,830,2,0,1,0,255,0
322.1,60442,2440,0,1144,1024,3,0,0,0,255,0
322.2,60442,2441,0,1024,904,3,0,0,0,255,0
322.3,60442,2442,0,906,999,3,0,0,0,255,0
322.4,60442,2443,0,1024,974,3,0,0,0,255,0
322.5,60447,2438,465,1024,972,2,0,0,1,0,0
323.0,0,2438,0,1184,1024,2,0,1,0,255,0
323.1,60442,2444,0,986,1168,2,0,0,0,255,0
323.2,60442,2445,0,1122,844,2,0,0,0,255,0
323.3,60446,2439,466,1122,656,2,0,0,1,0,0
324.0,0,2439,0,1080,1084,2,0,1,0,255,0
324.1,60442,2446,0,1047,1654,2,0,0,0,255,0
324.2,60442,2447,0,1024,536,2,0,0,0,255,0
325.0,60441,2410,354,1237,1237,2,0,0,1,25,0
325.1,0,0,0,0,0,0,0,0,0,0,0
326.0,0,2463,0,150,1275,3,0,1,0,255,0
326.1,0,2464,0,400,1400,3,0,1,0,255,0
326.2,0,2465,0,1000,1500,3,0,1,0,255,0
326.3,0,2466,0,1650,1400,3,0,1,0,255,0
326.4,0,2467,0,300,560,3,0,1,0,255,0
326.5,0,2468,0,860,970,3,0,1,0,255,0
326.6,0,2469,0,1375,640,3,0,1,0,255,0
326.7,0,2470,0,1150,1111,3,0,1,0,255,0
326.8,60442,2471,0,255,1025,4,0,0,0,255,0
326.9,60442,2472,0,305,716,3,0,0,0,255,0
326.10,60442,2473,0,1385,715,2,0,0,0,255,0
326.11,60442,2474,0,1129,1327,1,0,0,0,255,0
326.12,60442,2475,0,475,1025,3,0,0,0,255,0
326.13,60442,2476,0,640,890,3,0,0,0,255,0
326.14,60442,2477,0,995,1135,4,0,0,0,255,0
326.15,60442,2478,0,1250,975,3,0,0,0,255,0
326.16,60442,2479,0,1500,970,3,0,0,0,255,0
326.17,60442,2480,0,1770,780,3,0,0,0,255,0
326.18,60442,2481,0,1045,550,4,0,0,0,255,0
326.19,60442,2482,0,1063,665,3,0,0,0,255,0
326.20,60959,0,0,320,700,3,0,0,0,255,0
326.21,60959,0,0,1370,730,3,0,0,0,255,0
326.22,60959,0,0,1117,1325,3,0,0,0,255,0
326.23,60412,0,0,155,1165,3,0,0,0,255,0
326.24,60412,0,0,128,1206,3,0,0,0,255,0
326.25,60434,0,0,122,1164,3,0,0,0,255,0
326.26,60581,0,0,116,1202,3,0,0,0,255,0
326.27,60968,0,0,148,1160,3,0,0,0,255,0
326.28,60959,0,0,131,1182,3,0,0,0,255,0
326.29,60935,0,0,107,1168,3,0,0,0,255,0
326.30,60971,0,0,101,1177,3,0,0,0,255,0
326.31,60935,0,0,178,1170,3,0,0,0,255,0
327.0,0,2451,0,1330,755,4,0,1,0,255,0
327.1,60442,2456,0,1026,970,4,0,0,0,255,0
327.2,60446,2452,471,1026,655,4,0,0,1,0,0
328.0,60447,2451,470,1083,1171,3,0,0,1,1,0
328.1,0,2452,0,500,900,4,0,1,0,255,0
328.2,60446,2453,472,964,845,2,0,0,1,0,0
329.0,60447,2452,471,943,968,1,0,0,1,2,0
329.1,60442,2457,0,962,1092,4,0,0,0,255,0
329.2,60442,2458,0,1082,928,4,0,0,0,255,0
329.3,60446,2454,473,1083,786,4,0,0,1,0,0
329.4,0,2453,0,1310,1092,4,0,1,0,255,0
330.0,60447,2453,472,1102,1411,2,0,0,1,3,0
330.1,60442,2459,0,962,1422,4,0,0,0,255,0
330.2,60442,2460,0,1020,1028,4,0,0,0,255,0
330.3,60442,2461,0,1020,510,4,0,0,0,255,0
330.4,0,2454,0,1228,826,2,0,1,0,255,0
330.5,0,0,0,0,0,0,0,0,0,255,0
331.0,0,2455,0,904,876,2,0,1,0,255,0
331.1,0,0,0,0,0,0,0,0,0,255,0
331.2,0,0,0,0,0,0,0,0,0,255,0
332.0,0,1672,0,1019,1080,4,0,1,0,255,0
332.1,60442,1675,0,1220,1100,4,0,0,0,255,0
332.2,60442,1676,0,1190,930,4,0,0,0,255,0
332.3,60442,1677,0,1024,861,4,0,0,0,255,0
333.0,0,1674,0,730,949,4,0,1,0,255,0
333.1,60442,1679,0,1024,1024,4,0,0,0,255,0
333.2,60442,2730,0,1200,860,4,0,0,0,255,0
333.3,0,2731,0,1425,515,4,0,1,0,255,0
333.4,60442,2732,0,1392,650,4,0,0,0,255,0
333.5,60442,2733,0,1544,656,4,0,0,0,255,0
333.6,60442,2734,0,1565,507,4,0,0,0,255,0
333.7,60442,2735,0,1731,324,4,0,0,0,255,0
334.0,60442,378,0,736,688,3,0,0,0,255,0
334.1,60442,613,0,1107,707,2,0,0,0,255,0
334.2,60442,626,0,662,988,1,0,0,0,255,0
335.0,0,2531,0,542,1090,1,0,1,0,255,0
335.1,0,2532,0,596,1302,1,0,1,0,255,0
335.2,0,2533,0,1400,1242,2,0,1,0,255,0
335.3,0,2534,0,1300,1848,2,0,1,0,255,0
335.4,0,2535,0,610,1766,1,0,1,0,255,0
335.5,0,2536,0,1208,966,2,0,1,0,255,0
335.6,0,2537,0,424,474,1,0,1,0,255,0
335.7,0,2538,0,1610,510,2,0,1,0,255,0
335.8,60442,2539,0,637,997,1,0,0,0,255,0
335.9,60442,2540,0,1144,1839,3,0,0,0,255,0
335.10,60442,2541,0,1146,823,1,0,0,0,255,0
335.11,60442,2542,0,576,392,1,0,0,0,255,0
335.12,60442,2543,0,891,1491,1,0,0,0,255,0
335.13,60442,2544,0,1153,1461,2,0,0,0,255,0
335.14,60971,0,0,733,1192,3,0,0,0,255,0
335.15,60442,2546,0,1063,255,4,0,0,0,255,0
335.16,60442,2547,0,1742,247,4,0,0,0,255,0
335.17,60959,0,0,770,1171,4,0,0,0,255,0
335.18,60959,0,0,1149,1819,4,0,0,0,255,0
335.19,60959,0,0,1151,827,4,0,0,0,255,0
335.20,60959,0,0,580,401,4,0,0,0,255,0
335.21,60412,0,0,785,1142,3,0,0,0,255,0
335.22,60412,0,0,779,1138,3,0,0,0,255,0
335.23,60434,0,0,755,1140,3,0,0,0,255,0
335.24,60581,0,0,715,1183,3,0,0,0,255,0
335.25,60968,0,0,800,1159,3,0,0,0,255,0
335.26,60935,0,0,831,1219,3,0,0,0,255,0
335.27,0,0,0,0,0,0,0,0,0,255,0
336.0,0,2486,0,1536,1888,2,0,1,0,255,0
336.1,60442,2487,0,1376,1376,2,0,0,0,255,0
336.2,0,2488,0,1280,1152,2,0,1,0,255,0
336.3,60442,2489,0,1080,1120,1,0,0,0,255,0
336.4,60442,2490,0,1024,884,4,0,0,0,255,0
336.5,0,2491,0,1152,704,2,0,1,0,255,0
336.6,0,2492,0,544,640,2,0,1,0,255,0
336.7,60442,2493,0,424,224,4,0,0,0,255,0
336.8,60442,2494,0,1376,1536,2,0,0,0,255,0
336.9,60442,2495,0,688,480,2,0,0,0,255,0
337.0,60447,601,506,900,996,1,0,0,1,0,0
337.1,60446,600,505,1108,993,4,0,0,1,0,0
337.2,60446,600,505,1108,1056,3,0,0,1,1,0
337.3,60442,1823,0,906,951,2,0,0,0,255,0
337.4,60442,1824,0,1000,1018,2,0,0,0,255,0
337.5,60442,1825,0,886,1092,2,0,0,0,255,0
337.6,60442,1826,0,1134,1103,2,0,0,0,255,0
337.7,60442,1827,0,980,1126,2,0,0,0,255,0
337.8,60442,1828,0,1036,1144,2,0,0,0,255,0
337.9,60442,1829,0,971,1210,2,0,0,0,255,0
337.10,60442,1830,0,1043,1228,2,0,0,0,255,0
337.11,60441,2554,0,1192,1024,2,0,0,0,255,0
337.12,60467,0,0,1180,1013,4,0,0,0,255,0
338.0,60447,599,504,1108,1006,2,0,0,1,1,0
338.1,60447,599,504,1108,1047,2,0,0,1,2,0
338.2,60442,1831,0,984,1031,2,0,0,0,255,0
338.3,60442,1832,0,1043,1214,2,0,0,0,255,0
338.4,0,0,0,0,0,0,0,0,0,255,0
339.0,60446,599,504,903,998,1,0,0,1,0,0
339.1,60442,1817,0,943,920,2,0,0,0,255,0
339.2,60442,1818,0,1009,938,2,0,0,0,255,0
339.3,60442,1819,0,1074,920,2,0,0,0,255,0
339.4,60442,1820,0,940,1105,2,0,0,0,255,0
339.5,60442,1821,0,1010,1120,2,0,0,0,255,0
339.6,60442,1822,0,1070,1105,2,0,0,0,255,0
339.7,60442,1833,0,1006,1020,2,0,0,0,255,0
340.0,0,2729,0,375,1505,2,0,1,0,255,0
340.1,0,2740,0,1015,1275,2,0,1,0,255,0
340.2,0,2741,0,1605,970,2,0,1,0,255,0
340.3,60442,2742,0,195,1340,2,0,0,0,255,0
340.4,60442,2743,0,445,1420,2,0,0,0,255,0
340.5,60442,2744,0,665,1160,2,0,0,0,255,0
340.6,60442,2745,0,970,1070,2,0,0,0,255,0
340.7,60442,2746,0,1130,1070,2,0,0,0,255,0
340.8,60442,2747,0,1290,950,2,0,0,0,255,0
340.9,60442,2748,0,1630,805,2,0,0,0,255,0
340.10,60442,2749,0,1773,490,2,0,0,0,255,0
341.0,0,2590,0,810,990,4,0,0,0,255,0
341.1,0,2591,0,1240,970,4,0,0,0,255,0
341.2,0,2592,0,1025,870,4,0,0,0,255,0
341.3,0,2593,0,870,1015,4,0,0,0,255,0
341.4,0,2594,0,935,910,4,0,0,0,255,0
341.5,0,2595,0,935,1110,4,0,0,0,255,0
341.6,0,2596,0,1180,995,4,0,0,0,255,0
341.7,0,2597,0,1130,890,4,0,0,0,255,0
341.8,0,2598,0,1135,1090,4,0,0,0,255,0
341.9,0,2599,0,1025,1000,4,0,0,0,255,0
341.10,0,2587,0,1025,930,4,0,0,0,255,0
341.11,0,2588,0,1025,1130,4,0,0,0,255,0
342.0,60412,0,0,944,649,3,0,0,0,255,0
342.1,60412,0,0,952,651,3,0,0,0,255,0
342.2,60434,0,0,936,631,3,0,0,0,255,0
342.3,60581,0,0,928,659,3,0,0,0,255,0
342.4,60968,0,0,938,641,3,0,0,0,255,0
342.5,0,2876,0,1048,610,3,0,1,0,255,0
342.6,0,2877,0,430,1084,3,0,1,0,255,0
342.7,0,2878,0,890,934,3,0,1,0,255,0
342.8,0,2879,0,1526,1084,3,0,1,0,255,0
342.9,60442,2888,0,1511,1317,3,0,0,0,255,0
342.10,60442,2887,0,969,1196,3,0,0,0,255,0
342.11,60442,2886,0,488,1436,3,0,0,0,255,0
342.12,60442,2889,0,1150,1501,3,0,0,0,255,0
342.13,60442,2890,0,1589,933,4,0,0,0,255,0
342.14,60442,2891,0,423,1356,4,0,0,0,255,0
342.15,60442,2892,0,1817,1080,4,0,0,0,255,0
342.16,60971,0,0,958,594,3,0,0,0,255,0
342.17,60959,0,0,437,1351,4,0,0,0,255,0
342.18,60959,0,0,1805,1082,4,0,0,0,255,0
342.19,60959,0,0,962,623,4,0,0,0,255,0
342.20,0,0,0,0,0,0,0,0,0,255,0
343.0,60441,2408,369,931,1195,3,0,0,1,255,0
343.1,0,0,0,0,0,0,0,0,0,0,0
343.2,60414,2586,0,1077,1035,2,0,0,0,255,71
343.3,0,0,0,0,0,0,0,0,0,255,0
344.0,60441,2408,369,1025,1081,3,0,0,1,255,0
345.0,60442,2893,0,920,1178,1,0,0,0,255,0
345.1,0,2880,0,1174,736,3,0,1,0,255,0
345.2,60467,0,0,1024,892,3,0,0,0,255,0
345.3,0,0,0,0,0,0,0,0,0,255,0
346.0,60442,2894,0,1024,1846,4,0,0,0,255,0
346.1,60442,2895,0,766,1620,1,0,0,0,255,0
346.2,60442,2896,0,1280,1620,2,0,0,0,255,0
346.3,0,2881,0,1024,1374,3,0,1,0,255,0
346.4,60968,0,0,1041,1917,3,0,0,0,255,0
347.0,60442,2897,0,1024,1044,4,0,0,0,255,0
347.1,0,2882,0,1250,850,3,0,1,0,255,0
347.2,0,0,0,0,0,0,0,0,0,255,0
347.3,0,0,0,0,0,0,0,0,0,255,0
348.0,60442,2898,0,672,752,4,0,0,0,255,0
348.1,0,2883,0,1186,524,3,0,1,0,255,0
348.2,0,0,0,0,0,0,0,0,0,255,0
348.3,0,0,0,0,0,0,0,0,0,255,0
349.0,0,2884,0,640,1268,3,0,1,0,255,0
349.1,0,0,0,0,0,0,0,0,0,255,0
349.2,0,0,0,0,0,0,0,0,0,255,0
349.3,0,0,0,0,0,0,0,0,0,255,0
350.0,60442,2899,0,986,182,2,0,0,0,255,0
350.1,0,2885,0,980,702,3,0,1,0,255,0
350.2,0,0,0,0,0,0,0,0,0,255,0
350.3,0,0,0,0,0,0,0,0,0,255,0
351.0,60442,2868,0,938,1058,1,0,0,0,255,0
351.1,0,2865,0,1048,1468,3,0,1,0,255,0
351.2,0,0,0,0,0,0,0,0,0,255,0
351.3,0,0,0,0,0,0,0,0,0,255,0
351.4,0,0,0,0,0,0,0,0,0,255,0
351.5,0,0,0,0,0,0,0,0,0,255,0
352.0,60442,2869,0,1024,1308,1,0,0,0,255,0
352.1,60442,2870,0,1024,622,1,0,0,0,255,0
352.2,0,2866,0,1266,1434,3,0,1,0,255,0
352.3,0,0,0,0,0,0,0,0,0,255,0
352.4,0,0,0,0,0,0,0,0,0,255,0
352.5,0,0,0,0,0,0,0,0,0,255,0
353.0,60442,2871,0,1060,1248,4,0,0,0,255,0
353.1,60442,2872,0,1110,912,1,0,0,0,255,0
353.2,0,2867,0,1222,1408,3,0,1,0,255,0
353.3,0,0,0,0,0,0,0,0,0,255,0
353.4,0,0,0,0,0,0,0,0,0,255,0
353.5,0,0,0,0,0,0,0,0,0,255,0
354.0,0,2873,0,1024,856,3,0,1,0,255,0
354.1,0,0,0,0,0,0,0,0,0,255,0
354.2,0,0,0,0,0,0,0,0,0,255,0
354.3,0,0,0,0,0,0,0,0,0,255,0
354.4,0,0,0,0,0,0,0,0,0,255,0
354.5,0,0,0,0,0,0,0,0,0,255,0
355.0,0,2959,0,704,1600,1,0,1,0,255,0
355.1,0,2960,0,1152,1152,2,0,1,0,255,0
355.2,0,2961,0,1024,384,2,0,1,0,255,0
355.3,60442,2963,0,1024,1472,4,0,0,0,255,0
355.4,60442,2964,0,1024,1056,2,0,0,0,255,0
355.5,60442,2965,0,864,960,1,0,0,0,255,0
355.6,60442,2966,0,1040,736,4,0,0,0,255,0
355.7,60446,0,529,1040,503,4,0,0,1,0,0
356.0,0,2962,0,1280,1152,2,0,1,0,255,0
356.1,60442,2967,0,1024,1104,4,0,0,0,255,0
356.2,60442,2968,0,1108,534,4,0,0,0,255,0
356.3,60447,0,528,1024,1216,2,0,0,1,0,0
356.4,0,0,0,0,0,0,0,0,0,255,0
357.0,0,2969,0,320,864,2,0,1,0,255,0
357.1,0,2970,0,768,1728,2,0,1,0,255,0
357.2,0,2971,0,1665,1280,2,0,1,0,255,0
357.3,60442,2974,0,544,1024,2,0,0,0,255,0
357.4,60442,2975,0,1424,1600,4,0,0,0,255,0
357.5,60442,2976,0,1424,1174,4,0,0,0,255,0
357.6,60442,2977,0,1424,1024,4,0,0,0,255,0
357.7,0,0,0,0,0,0,0,0,0,255,0
358.0,0,2972,0,1280,1152,2,0,1,0,255,0
358.1,0,2973,0,1280,640,2,0,1,0,255,0
358.2,60442,2978,0,1024,368,4,0,0,0,255,0
358.3,0,0,0,0,0,0,0,0,0,255,0
358.4,0,0,0,0,0,0,0,0,0,255,0
359.0,0,2986,0,1165,1060,2,0,1,0,255,0
359.1,60442,2988,0,1020,1435,2,0,0,0,255,0
359.2,60442,2989,0,985,1180,2,0,0,0,255,0
359.3,60442,2990,0,945,1105,2,0,0,0,255,0
359.4,60442,2991,0,945,935,2,0,0,0,255,0
359.5,60442,2992,0,1085,820,2,0,0,0,255,0
359.6,60442,2993,0,1085,665,2,0,0,0,255,0
359.7,60446,2987,533,1085,655,2,0,0,1,0,0
359.8,0,0,0,0,0,0,0,0,0,255,0
360.0,0,2987,0,1080,1145,2,0,1,0,255,0
360.1,60442,2994,0,1025,1265,2,0,0,0,255,0
360.2,60442,2995,0,1025,1115,2,0,0,0,255,0
360.3,60442,2996,0,1025,965,2,0,0,0,255,0
360.4,60447,2986,532,1025,1350,2,0,0,1,0,0
360.5,0,0,0,0,0,0,0,0,0,255,0
361.0,0,3018,0,800,1450,2,0,1,0,255,0
361.1,60442,3019,0,1025,1750,2,0,0,0,255,0
361.2,60442,3020,0,1025,1100,2,0,0,0,255,0
361.3,0,3021,0,1210,920,2,0,1,0,255,0
361.4,60442,3022,0,1360,810,2,0,0,0,255,0
361.5,60442,3023,0,1155,410,2,0,0,0,255,0
361.6,60447,3024,511,1100,140,2,0,0,1,0,0
361.7,0,0,0,0,0,0,0,0,0,255,0
361.8,0,0,0,0,0,0,0,0,0,255,0
361.9,0,0,0,0,0,0,0,0,0,255,0
361.10,0,0,0,0,0,0,0,0,0,255,0
362.0,60442,3025,0,1090,1430,2,0,0,0,255,0
362.1,60442,3026,0,1060,750,2,0,0,0,255,0
362.2,0,3024,0,1020,1210,2,0,1,0,255,0
362.3,60446,3018,510,1100,1495,2,0,0,1,6,0
362.4,0,0,0,0,0,0,0,0,0,255,0
362.5,0,0,0,0,0,0,0,0,0,255,0
363.0,0,3036,0,950,1050,4,0,1,0,255,0
363.1,0,3037,0,1700,1350,2,0,1,0,255,0
363.2,0,3038,0,1080,485,4,0,1,0,255,0
363.3,0,3039,0,650,1485,4,0,1,0,255,0
363.4,60442,3040,0,1200,1075,4,0,0,0,255,0
363.5,60442,3041,0,1570,1355,4,0,0,0,255,0
363.6,0,3042,0,1365,1210,4,0,0,0,255,0
363.7,0,3043,0,1990,1190,11,0,1,0,255,0
363.8,60453,3044,132,1778,995,4,0,0,3,255,0
363.9,60442,3045,0,1770,900,4,0,0,0,255,0
363.10,60442,3046,0,1580,1665,4,0,0,0,255,0
363.11,60442,3047,0,872,900,4,0,0,0,255,0
363.12,60442,3048,0,825,580,4,0,0,0,255,0
363.13,60442,3049,0,1650,400,4,0,0,0,255,0
363.14,60414,3050,0,1719,300,4,0,0,0,255,78
363.15,60442,3051,0,650,350,4,0,0,0,255,0
363.16,60442,3052,0,1321,459,4,0,0,0,255,0
363.17,0,3053,0,1100,735,4,0,1,0,255,0
363.18,60442,3054,0,1260,790,4,0,0,0,255,0
363.19,60442,3055,0,1060,700,4,0,0,0,255,0
363.20,60442,3056,0,370,425,4,0,0,0,255,0
363.21,60453,3057,136,290,795,4,0,0,3,255,0
363.22,60442,3058,0,650,765,4,0,0,0,255,0
363.23,0,3059,0,975,1825,4,0,1,0,255,0
363.24,60442,3060,0,1120,1685,4,0,0,0,255,0
363.25,60442,3061,0,1000,1720,4,0,0,0,255,0
363.26,60442,3062,0,905,1760,4,0,0,0,255,0
363.27,60442,3063,0,800,1780,4,0,0,0,255,0
363.28,60442,3064,0,400,1260,4,0,0,0,255,0
363.29,60442,3065,0,290,1115,4,0,0,0,255,0
363.30,60442,3066,0,500,1020,4,0,0,0,255,0
363.31,0,3067,0,930,1280,4,0,1,0,255,0
363.32,60442,3068,0,400,1835,4,0,0,0,255,0
363.33,60441,2956,494,690,145,4,0,0,1,21,0
363.34,60441,2955,493,1555,1890,4,0,0,1,31,0
363.35,60441,2957,495,1905,735,1,0,0,1,26,0
363.36,60441,2951,497,1855,1430,4,0,0,1,0,0
363.37,0,0,0,0,0,0,0,0,0,255,0
363.38,60434,0,0,1738,977,2,0,0,0,255,0
363.39,60551,0,0,1748,1002,2,0,0,0,255,0
363.40,60311,3374,0,1687,963,1,0,0,0,255,0
363.41,60434,0,0,883,895,2,0,0,0,255,0
363.42,60434,0,0,238,804,2,0,0,0,255,0
363.43,60412,0,0,238,795,2,0,0,0,255,0
363.44,60581,0,0,334,758,2,0,0,0,255,0
363.45,60311,3374,0,434,850,3,0,0,0,255,0
363.46,60434,0,0,895,1732,2,0,0,0,255,0
363.47,60414,3385,0,900,1672,4,0,0,0,255,97
363.48,0,0,0,0,0,0,0,0,0,0,0
363.49,60935,0,0,424,606,2,0,0,0,255,103
363.50,60434,0,0,401,621,2,0,0,0,255,103
363.51,60442,3574,0,421,594,2,0,0,0,255,103
364.0,0,3070,0,1615,1175,4,0,1,0,255,0
364.1,0,3071,0,585,1300,4,0,1,0,255,0
364.2,0,3072,0,550,690,4,0,1,0,255,0
364.3,0,3073,0,1450,330,4,0,1,0,255,0
364.4,60442,3074,0,1650,1575,2,0,0,0,255,0
364.5,60453,3075,137,1692,1313,4,0,0,3,255,0
364.6,60442,3076,0,1710,1305,4,0,0,0,255,0
364.7,60442,3077,0,1700,1060,4,0,0,0,255,0
364.8,60442,3078,0,1410,985,4,0,0,0,255,0
364.9,60442,3079,0,1515,1065,2,0,0,0,255,0
364.10,0,3100,0,1025,1300,3,0,0,0,255,0
364.11,60442,3081,0,1475,1315,4,0,0,0,255,0
364.12,60442,3082,0,1425,1085,1,0,0,0,255,0
364.13,0,3083,0,1485,1350,4,0,0,0,255,0
364.14,60442,3084,0,1186,1239,4,0,0,0,255,0
364.15,60442,3085,0,1190,1760,4,0,0,0,255,0
364.16,60442,3086,0,1195,1900,4,0,0,0,255,0
364.17,0,3087,0,1260,1780,4,0,0,0,255,0
364.18,60442,3088,0,1320,1370,4,0,0,0,255,0
364.19,60442,3089,0,995,1725,4,0,0,0,255,0
364.20,60442,3090,0,825,1800,3,0,0,0,255,0
364.21,60442,3091,0,730,1210,4,0,0,0,255,0
364.22,60442,3092,0,555,1555,4,0,0,0,255,0
364.23,60442,3093,0,485,1665,4,0,0,0,255,0
364.24,60453,3094,138,780,1410,4,0,0,3,255,0
364.25,60442,3095,0,230,1460,4,0,0,0,255,0
364.26,60442,3096,0,310,1655,4,0,0,0,255,0
364.27,60442,3097,0,555,1125,1,0,0,0,255,0
364.28,60442,3098,0,555,1040,2,0,0,0,255,0
364.29,60442,3099,0,295,1715,4,0,0,0,255,0
364.30,0,3080,0,1060,1465,4,0,0,0,255,0
364.31,60442,3101,0,265,1900,4,0,0,0,255,0
364.32,60442,3102,0,555,955,1,0,0,0,255,0
364.33,60448,3103,0,895,825,4,0,0,0,255,0
364.34,60442,3104,0,965,585,4,0,0,0,255,0
364.35,60453,3105,139,598,400,2,0,0,3,255,0
364.36,60414,2997,0,854,214,2,0,0,0,255,81
364.37,0,3108,0,1285,695,4,0,0,0,255,0
364.38,60442,3109,0,1395,870,4,0,0,0,255,0
364.39,60442,3110,0,1270,635,4,0,0,0,255,0
364.40,60442,3111,0,1650,850,2,0,0,0,255,0
364.41,60442,3112,0,1695,460,4,0,0,0,255,0
364.42,60442,3113,0,1545,640,4,0,0,0,255,0
364.43,60441,2951,497,1830,1300,4,0,0,1,0,0
364.44,60441,2952,498,1200,1925,4,0,0,1,0,0
364.45,0,0,0,0,0,0,0,0,0,0,0
