#,Text[0],Text[1],Text[2],Image,Type,IconType,TextType
1314,,,,0,0,0,0
1315,,,,0,0,0,0
1316,,,,0,0,0,0
1317,,,,0,0,0,0
1318,,,,0,0,0,0
1319,,,,0,0,0,0
1320,"**추억의 보관함**에는 특별한 아이템을 보관할 수 있습니다.
보관함에 넣을 수 있는 아이템은 **직업 전용 장비**나 **이벤트 장비** 등 입수 방법이 한정된 일부 아이템입니다.

**※ 보관함에 넣을 수 있는지는 아이템 툴팁에서 확인할 수 있습니다.**",,,151521,1,0,0
1321,"장비를 보관함에 넣으려면 **내구도**가 **100% 이상**이어야 합니다.

장비를 보관함에 넣으면 **결속도**가 **0%**로 초기화되며 염색이나 문장 등도 사라져버리니 주의하세요.

소지품이 가득 차지 않도록 잘 활용합시다!",,,151522,1,0,0
1322,,,,0,0,0,0
1323,,,,0,0,0,0
1324,,,,0,0,0,0
1325,,,,0,0,0,0
1326,,,,0,0,0,0
1327,,,,0,0,0,0
1328,,,,0,0,0,0
1329,,,,0,0,0,0
1330,"PvP 임무에서는 전투에 참가하면 아래 보상을 얻을 수 있습니다.

**PvP 경험치**
**명예 점수**
**시리즈 경험치**",,,151531,1,0,0
1331,"그 밖에도 **시리즈 보상**이나 **트로피 크리스탈**처럼 전투 외적으로 획득할 수 있는 보상도 있습니다.

자세한 내용은 **늑대우리 부두**에 있는 **흑와단 대위 베르쿠야**에게 문의하세요!",,,151532,1,0,0
1332,"PvP와 관련된 캐릭터 정보는 **PvP 프로필**에서 확인하세요.

PvP 프로필은 주 메뉴에서 **PvP 프로필**을 선택하면 열 수 있습니다.",,,151533,1,0,0
1333,"PvP와 관련된 캐릭터 정보는 **PvP 프로필**에서 확인하세요.

PvP 프로필은 주 메뉴에서 **PvP 프로필**을 선택하면 열 수 있습니다.",,,151534,1,0,0
1334,,,,0,0,0,0
1335,,,,0,0,0,0
1336,,,,0,0,0,0
1337,,,,0,0,0,0
1338,,,,0,0,0,0
1339,,,,0,0,0,0
1340,,,,0,0,0,0
1341,,,,0,0,0,0
1342,,,,0,0,0,0
1343,,,,0,0,0,0
1344,,,,0,0,0,0
1345,,,,0,0,0,0
1346,,,,0,0,0,0
1347,,,,0,0,0,0
1348,,,,0,0,0,0
1349,,,,0,0,0,0
1350,"각 도시국가에는 **모험가 거주구**라 불리는 지역이 있습니다.

이 지역은 총사령부가 플레이어 개인 및 플레이어가 만든 조직 '자유부대'의 활동 거점으로 제공하고 있으며, 이곳에서 토지를 구매하고 주택을 세우거나 아파트에 입주할 수 있습니다.
이를 **하우징**이라고 합니다.",,,151551,1,0,0
1351,"모험가 거주구에는 여러 지역이 있으며 각각 **구**로 나뉘어 관리됩니다.

하나의 구마다 60개의 토지가 있으며 토지에는 각각 **번지**가 할당되어 있습니다.

토지 주소는 구와 번지를 조합하여 '1구 1번지'와 같이 표시합니다.",,,151552,1,0,0
1352,"외장재, 내장재, 가구, 조경물 등을 사용하여, 구매한 주택이나 아파트를 취향에 맞게 꾸밀 수 있습니다.

단, 자유부대 주택을 꾸미려면 부대 내 권한이 있어야 합니다.",,,151553,1,0,0
1353,아파트나 토지를 구매하거나 주택을 짓는 방법은 모험가 거주구에 있는 **거주구 담당관**이 자세히 설명해줄 것입니다.,,,151554,1,0,0
1354,,,,0,0,0,0
1355,,,,0,0,0,0
1356,,,,0,0,0,0
1357,,,,0,0,0,0
1358,,,,0,0,0,0
1359,,,,0,0,0,0
1360,"모험가 거주구에 있는 모든 토지 앞에는 **간판**이 세워져 있으며, 이 간판에 토지 소유자에 대한 정보가 표시됩니다.",,,151561,1,0,0
1361,"소유자 정보 대신 토지 가격이 적혀있다면, 그 가격에 토지를 구매할 수 있습니다.

토지는 '선착순 판매' 또는 '추첨 판매' 방식으로 판매됩니다.
구매 방법과 규칙에 대해 더 자세히 알아보려면 거주구 담당관을 찾아가 보세요.",,,151562,1,0,0
1362,,,,0,0,0,0
1363,,,,0,0,0,0
1364,,,,0,0,0,0
1365,,,,0,0,0,0
1366,,,,0,0,0,0
1367,,,,0,0,0,0
1368,,,,0,0,0,0
1369,,,,0,0,0,0
1370,"모험가 24명이 참가하는 **연합 파티**용 임무입니다.

연합 파티란 8인 파티가 셋 모인 상태를 말하며, 4인 또는 8인 파티용 임무보다 큰 규모의 전투를 벌일 수 있습니다.",,,151571,1,0,0
1371,"연합 파티 참가 중에는 파티 목록 외에도 **연합 파티원**의 직업 아이콘과 HP가 표시됩니다.

연합 파티원과 힘을 합쳐 대규모 전투에서만 느낄 수 있는 즐거움을 만끽하세요.",,,151572,1,0,0
1372,,,,0,0,0,0
1373,,,,0,0,0,0
1374,,,,0,0,0,0
1375,,,,0,0,0,0
1376,,,,0,0,0,0
1377,,,,0,0,0,0
1378,,,,0,0,0,0
1379,,,,0,0,0,0
1380,"특정 레이드**(※)**의 보물상자에서 획득할 수 있는 **장비**나 **강화 아이템**은 **선입찰**이나 **입찰** 등 획득 방법에 상관없이 일주일에 1개만 손에 넣을 수 있습니다.

여러 개의 아이템에 입찰한 경우에도, 획득이 확정된 순간 획득한 아이템 이후는 자동으로 **포기** 처리됩니다.",,,151581,1,0,0
1381,"연합 파티의 보물상자는 각 파티별로 따로 출현합니다.

또, 특정 임무에서는 보물상자와 별개로 주 1회 특수 아이템을 획득하는 경우도 있습니다.",,,151582,1,0,0
1382,"이 권리는 현실 시간으로 **매주 화요일 오후 5시**에 초기화됩니다.

**※ 주 제한이 적용되는 임무는 임무 찾기 정보란에 **보상 획득: 주 1회 가능** 문구가 표시되며, 취득 여부도 여기서 확인할 수 있습니다.**",,,151583,1,0,0
1383,,,,0,0,0,0
1384,,,,0,0,0,0
1385,,,,0,0,0,0
1386,,,,0,0,0,0
1387,,,,0,0,0,0
1388,,,,0,0,0,0
1389,,,,0,0,0,0
1390,"주 메뉴 **파티**에 **파티 찾기** 기능이 추가되었습니다.
파티 찾기에는 현재 자신에게 적합한 파티 모집 목록이 표시됩니다.
창에 표시된 모집 내용을 보고 파티에 참가하거나, 파티 검색 조건을 변경하거나, 직접 파티 모집을 할 수 있습니다.",,,151591,1,0,0
1391,"마음에 드는 파티 모집을 발견하면 해당 게시물에서 '참가' 버튼을 누르면 바로 참가할 수 있습니다.

조건에 맞춰 파티를 찾을 때는 검색 기능을 적극적으로 활용해보세요.",,,151592,1,0,0
1392,"직접 파티원을 모으고 싶을 때는 '파티 모집 등록' 버튼을 눌러 '모집 내용 편집' 창을 열고 파티 목적과 인원, 설명 등을 적은 후 '파티 모집 등록' 버튼을 누르세요.
모집을 시작한 후에도 설명을 수정하거나 취소할 수 있습니다.

함께 모험할 동료를 찾는 방법 중 하나로 활용해보시기 바랍니다.",,,151593,1,0,0
1393,"주 메뉴 **파티**에 **파티 찾기** 기능이 추가되었습니다.
파티 찾기에는 현재 자신에게 적합한 파티 모집 목록이 표시됩니다.
창에 표시된 모집 내용을 보고 파티에 참가하거나, 파티 검색 조건을 변경하거나, 직접 파티 모집을 할 수 있습니다.",,,151591,1,0,0
1394,,,,0,0,0,0
1395,,,,0,0,0,0
1396,,,,0,0,0,0
1397,,,,0,0,0,0
1398,,,,0,0,0,0
1399,,,,0,0,0,0
1400,채집을 하다 보면 **숨은 자원**을 발견하는 경우가 있습니다.,,,151601,1,0,0
1401,"발견한 자원이 **한정된 자원**일 경우, 채집하면 사라집니다.

한정된 자원은 한 번에 1개만 채집할 수 있으며, 획득 수를 늘려주는 기술도 효과가 없으니 주의하세요.",,,151602,1,0,0
1402,,,,0,0,0,0
1403,,,,0,0,0,0
1404,,,,0,0,0,0
1405,,,,0,0,0,0
1406,,,,0,0,0,0
1407,,,,0,0,0,0
1408,,,,0,0,0,0
1409,,,,0,0,0,0
1410,"채집가가 채집을 하다 보면 **오래된 지도**를 발견할 수 있습니다.
단, 어부는 **갈고리 낚시** 기술을 사용해야 합니다.",,,151611,1,0,0
1411,"오래된 지도는 일반 기술인 **해독**을 사용하면 읽을 수 있습니다.

또한 '오래된 지도'는 한번 채집하면 일정 기간에는 발견할 수 없습니다.

언제 다시 채집할 수 있게 되는지는 **임무 정보 목록**에서 확인할 수 있습니다.",,,151612,1,0,0
1412,"동부 라노시아 '포도주 항구'에 오래된 지도에 관한 소문이 돌고 있는 것 같습니다.

관심이 있으면 찾아가 보세요.",,,151613,1,0,0
1413,,,,0,0,0,0
1414,,,,0,0,0,0
1415,,,,0,0,0,0
1416,,,,0,0,0,0
1417,,,,0,0,0,0
1418,,,,0,0,0,0
1419,,,,0,0,0,0
1420,"일반 기술인 **지도 해독**을 사용하면 **오래된 지도**를 해독할 수 있습니다.

지도를 해독하면 임무용 아이템 **보물 지도**로 변하고, 보물이 숨겨진 장소를 볼 수 있게 됩니다.",,,151621,1,0,0
1421,"보물 지도는 동시에 1장만 소지할 수 있습니다.

다른 지도를 해독하려면 이미 가지고 있는 보물 지도에 표시된 보물을 발견하거나, 보물 지도를 버려야 합니다.",,,151622,1,0,0
1422,,,,0,0,0,0
1423,,,,0,0,0,0
1424,,,,0,0,0,0
1425,,,,0,0,0,0
1426,,,,0,0,0,0
1427,,,,0,0,0,0
1428,,,,0,0,0,0
1429,,,,0,0,0,0
1430,"임무용 아이템 **보물 지도**를 사용하면 보물이 있는 위치를 볼 수 있습니다.

세계 지도와 대조하여 보물이 숨겨진 장소를 알아내보세요.",,,151631,1,0,0
1431,"보물이 잠든 장소에 도착하면 일반 기술인 **탐색**을 사용하세요.

지도에 표시된 지점이 맞으면 보물상자를 발견할 수 있습니다.",,,151632,1,0,0
1432,"단, 보물상자를 열 때는 함정에 주의해야 합니다.
몰려드는 마물을 처치하고 보물을 손에 넣으세요.",,,151633,1,0,0
1433,,,,0,0,0,0
1434,,,,0,0,0,0
1435,,,,0,0,0,0
1436,,,,0,0,0,0
1437,,,,0,0,0,0
1438,,,,0,0,0,0
1439,,,,0,0,0,0
1440,"각지의 우호부족에게서 받을 수 있는 일일 퀘스트를 수행하면 해당 부족과의 **우호도**가 올라갑니다.

우호부족과 친목이 두터워지면 우호도 단계가 상승합니다.",,,151641,1,0,0
1441,"우호부족 퀘스트는 하루에 12개까지만 받을 수 있습니다.

우호부족 퀘스트는 매일 새로운 내용으로 갱신되며, 전날 받은 퀘스트가 남아 있으면 새 퀘스트를 받을 수 없습니다.",,,151642,1,0,0
1442,"각 부족의 우호도와 우호도 단계는 **캐릭터**의 **평판** 탭에서 확인할 수 있습니다.

우호도 단계가 올라가면 그들 나름의 삶과 사고방식을 접할 기회가 찾아올 것입니다.",,,151643,1,0,0
1443,,,,0,0,0,0
1444,,,,0,0,0,0
1445,,,,0,0,0,0
1446,,,,0,0,0,0
1447,,,,0,0,0,0
1448,,,,0,0,0,0
1449,,,,0,0,0,0
1450,"우호부족 퀘스트를 완료하면, 퀘스트를 의뢰한 부족의 우호도가 상승합니다.

우호도가 일정 수준에 도달하면 우호도 단계를 올리기 위한 특별 퀘스트를 받을 수 있습니다.",,,151651,1,0,0
1451,"우호도 단계가 오르면, 해당 부족 전용 상점에서 파는 우호부족 관련 아이템을 구매할 수 있습니다.",,,151652,1,0,0
1452,"우호도 단계가 올라갈수록 판매하는 아이템 종류가 늘어납니다.

우호부족과 친목을 쌓고 특별한 아이템을 손에 넣으세요!",,,151653,1,0,0
1453,,,,0,0,0,0
1454,,,,0,0,0,0
1455,,,,0,0,0,0
1456,,,,0,0,0,0
1457,,,,0,0,0,0
1458,,,,0,0,0,0
1459,,,,0,0,0,0
1460,"물건을 들고 목적지까지 옮기는 **운반 임무**를 수행하게 되었습니다.

운반 중에는 **운반 상태 아이콘**이 표시되며, 여기에 **남은 운반 가능 시간**이 표시됩니다.",,,151661,1,0,0
1461,"운반 중에 공격을 받으면 남은 운반 가능 시간이 줄어듭니다.
운반 가능 시간이 0이 되면 운반하던 물건을 잃게 됩니다.

적에게 발각되지 않도록 조심합시다.",,,151661,1,0,0
1462,,,,0,0,0,0
1463,,,,0,0,0,0
1464,,,,0,0,0,0
1465,,,,0,0,0,0
1466,,,,0,0,0,0
1467,,,,0,0,0,0
1468,,,,0,0,0,0
1469,,,,0,0,0,0
1470,"인기척을 숨기고 몰래 움직이기 위해 **투명화** 상태가 되었습니다.

투명화 중에는 **상태 아이콘**이 표시되며, 여기에 **남은 투명화 지속시간**이 표시됩니다.",,,151671,1,0,0
1471,"투명화 상태일 때는 기술을 사용할 수 없으며 투명화 지속시간이 0이 되면 상태가 해제됩니다.

지속시간을 연장하는 지점에 들러 가면서 신속하게 행동하세요.",,,151672,1,0,0
1472,,,,0,0,0,0
1473,,,,0,0,0,0
1474,,,,0,0,0,0
1475,,,,0,0,0,0
1476,,,,0,0,0,0
1477,,,,0,0,0,0
1478,,,,0,0,0,0
1479,,,,0,0,0,0
1480,"특정 탈것에 탑승하면 보조 단축바가 표시되며, 특별한 기술을 사용할 수 있습니다.

보조 단축바에 등록되어 있는 기술을 구사하여 임무를 수행하세요.",,,151681,1,0,0
1481,"특정 탈것에 탑승하면 보조 단축바가 표시되며, 특별한 기술을 사용할 수 있습니다.

보조 단축바에 등록되어 있는 기술을 구사하여 임무를 수행하세요.",,,151682,1,0,0
1482,,,,0,0,0,0
1483,,,,0,0,0,0
1484,,,,0,0,0,0
1485,,,,0,0,0,0
1486,,,,0,0,0,0
1487,,,,0,0,0,0
1488,,,,0,0,0,0
1489,,,,0,0,0,0
1490,"천재 미용사 장들렌을 알게 되었습니다.

여관 객실 안에서 '미용사 호출 초인종'을 울리면 장들렌이 달려와 당신의 머리색과 모양, 화장 등을 원하는 대로 변경해줍니다.",,,151691,1,0,0
1491,"기분 전환을 하고 싶거나 친구와 만나기 전 멋을 부리고 싶다면, 장들렌을 불러 새로운 내 모습과 만나보세요.

**※ 장들렌에게 미용을 받은 후에는 이용료 2,000길을 지불해야 합니다.**",,,151692,1,0,0
1492,,,,0,0,0,0
1493,,,,0,0,0,0
1494,,,,0,0,0,0
1495,,,,0,0,0,0
1496,,,,0,0,0,0
1497,,,,0,0,0,0
1498,,,,0,0,0,0
1499,,,,0,0,0,0
1500,"목적지가 무작위로 정해지는 대신 특별한 보상을 얻을 수 있는
**무작위 임무**에 참가할 수 있게 되었습니다!

동료들과 함께 파티 플레이를 즐기며 다양한 임무에 도전해보세요.",,,151701,1,0,0
1501,"또한, 참가 신청 당시 부족한 역할로 무작위 임무에 참가하면 추가 보상을 받을 수 있습니다.

동료 모험가들을 위해서 부족한 역할로 참가하고 추가 보상도 받으세요!",,,151702,1,0,0
1502,,,,0,0,0,0
1503,,,,0,0,0,0
1504,,,,0,0,0,0
1505,,,,0,0,0,0
1506,,,,0,0,0,0
1507,,,,0,0,0,0
1508,,,,0,0,0,0
1509,,,,0,0,0,0
1510,"**추방 투표**는 말없이 장시간 자리를 비우거나 부적절한 행위 및 발언을 한 플레이어를 파티에서 추방하기 위한 기능입니다.

**파티**의 **파티원** 목록에서 세부 메뉴 **추방 투표**를 선택하면 투표가 시작됩니다.",,,151711,1,0,0
1511,"추방 투표를 시작하려면 추방할 이유를 선택해야 합니다.

**※ 무분별한 추방 투표는 제재 대상이 될 수 있습니다. 신중하게 사용하시기 바랍니다.
**",,,151712,1,0,0
1512,"추방 투표가 시작되면 파티원에게 **추방 동의** 창이 표시됩니다.

과반수가 찬성하면 해당 플레이어는 파티에서 추방됩니다.",,,151713,1,0,0
1513,,,,0,0,0,0
1514,,,,0,0,0,0
1515,,,,0,0,0,0
1516,,,,0,0,0,0
1517,,,,0,0,0,0
1518,,,,0,0,0,0
1519,,,,0,0,0,0
1520,"**플레이어 추천**은 파티원 중에서**- 열심히 한 사람**
**- 재미있었던 사람**
**- 동료를 잘 챙겨준 사람**
등 좋은 인상을 준 사람을 뽑는 투표입니다.",,,151721,1,0,0
1521,"임무 종료 시에 화면 오른쪽 아래에 표시되는 **플레이어 추천**을 선택하면 투표 창이 열립니다.

**※ 미리 구성된 파티의 파티원끼리는 추천할 수 없습니다.**",,,151722,1,0,0
1522,"일정 수 이상 플레이어 추천을 받으면 업적을 달성하고 특별한 보상을 받을 수 있습니다.

파티원에게 친절하게 대하고 서로 배려하여 좋은 인상을 남길 수 있게 노력합시다.",,,151723,1,0,0
1523,,,,0,0,0,0
1524,,,,0,0,0,0
1525,,,,0,0,0,0
1526,,,,0,0,0,0
1527,,,,0,0,0,0
1528,,,,0,0,0,0
1529,,,,0,0,0,0
1530,"부대 정보창을 통해 자유부대에 가입 신청을 할 수 있습니다.

해당 자유부대가 모집하는 역할, 활동 내용, 활동 요일을 확인할 수도 있습니다.

마음에 드는 부대가 있으면 '가입 신청'을 눌러보세요.",,,151731,1,0,0
1531,"자유부대에 가입을 신청한 후에는 주 메뉴의 '자유부대' 항목에서 현재 상황을 확인할 수 있습니다.

'가입 신청 취소'를 누르면 신청을 취소할 수도 있고, 신청한 자유부대가 가입을 승인하면 정식 구성원이 됩니다.",,,151732,1,0,0
1532,"자유부대에 가입을 신청한 후에는 주 메뉴의 '자유부대' 항목에서 현재 상황을 확인할 수 있습니다.

'가입 신청 취소'를 누르면 신청을 취소할 수도 있고, 신청한 자유부대가 가입을 승인하면 정식 구성원이 됩니다.",,,151733,1,0,0
1533,,,,0,0,0,0
1534,,,,0,0,0,0
1535,,,,0,0,0,0
1536,,,,0,0,0,0
1537,,,,0,0,0,0
1538,,,,0,0,0,0
1539,,,,0,0,0,0
1540,"**공략수첩**에는 에오르제아의 다양한 임무 목표가 제시됩니다.

이 목표를 달성하면 보상이 주어집니다.

이미 달성한 목표라도 매주 초기화되므로 주마다 반복해서 도전할 수 있습니다.",,,151741,1,0,0
1541,"**공략수첩**에는 에오르제아의 다양한 임무 목표가 제시됩니다.

이 목표를 달성하면 보상이 주어집니다.

이미 달성한 목표라도 매주 초기화되므로 주마다 반복해서 도전할 수 있습니다.",,,151743,1,0,0
1542,"목표를 달성하면 달성한 목표 수에 따라 추가 보상을 획득할 수 있습니다.

캐릭터가 성장하거나 이야기가 진행됨에 따라 더욱 다양한 임무를 즐길 수 있으며, 이에 따라 달성 가능한 목표도 늘어납니다.

다양한 목표에 도전해보세요!",,,151742,1,0,0
1543,,,,0,0,0,0
1544,,,,0,0,0,0
1545,,,,0,0,0,0
1546,,,,0,0,0,0
1547,,,,0,0,0,0
1548,,,,0,0,0,0
1549,,,,0,0,0,0
1550,"새로운 제작법을 습득할 수 있는 **비전서**를 손에 넣었습니다.

비전서를 사용하면 특별한 제작법을 습득할 수 있습니다.

사용한 후 제작수첩에서 비전서 항목을 확인해보세요.",,,151751,1,0,0
1551,,,,0,0,0,0
1552,,,,0,0,0,0
1553,,,,0,0,0,0
1554,,,,0,0,0,0
1555,,,,0,0,0,0
1556,,,,0,0,0,0
1557,,,,0,0,0,0
1558,,,,0,0,0,0
1559,,,,0,0,0,0
1560,"이제 **장비 투영**을 사용할 수 있습니다!

장비의 세부 메뉴에서 **장비 투영**을 선택하면 해당 장비의 외형을 다른 장비로 보이게 할 수 있습니다.

장비할 수 있는 직업이나 레벨이 원래 장비와 다르더라도, 자유롭게 투영할 수 있습니다.",,,151761,1,0,0
1561,"외형을 변경하려면 **환상의 프리즘**이라는 전용 촉매가 필요합니다.

또한 원래대로 되돌리고 싶을 때에는 **해제의 프리즘**이라는 전용 촉매가 필요합니다.",,,151762,1,0,0
1562,"외형을 변경한 장비 및 외형을 빌려온 장비는 **귀속**되어 장터에 출품하거나 거래할 수 없습니다.

좋은 장비를 손에 넣었지만 전에 쓰던 장비의 외형이 더 마음에 든다면, 장비 투영을 이용해 자유롭게 옷차림을 바꿔보세요!",,,151763,1,0,0
1563,,,,0,0,0,0
1564,,,,0,0,0,0
1565,,,,0,0,0,0
1566,,,,0,0,0,0
1567,,,,0,0,0,0
1568,,,,0,0,0,0
1569,,,,0,0,0,0
1570,"밭이나 화분에서는 다양한 작물을 재배할 수 있습니다.

작물을 재배하려면 우선 **씨앗**과 **흙**이 필요합니다.

'씨앗'은 작물의 종류를 결정하고 '흙'은 작물의 품질이나 수확량 등에 영향을 미칩니다.",,,151771,1,0,0
1571,"씨앗은 원예가, 흙은 광부가 채집할 수 있습니다.

이랑이나 화분에 사용할 씨앗과 흙을 하나씩 선택하면 작물 재배를 시작할 수 있습니다.

씨앗과 흙을 손에 넣었으면 원하는 곳에 씨앗을 뿌려보세요.",,,151772,1,0,0
1572,,,,0,0,0,0
1573,,,,0,0,0,0
1574,,,,0,0,0,0
1575,,,,0,0,0,0
1576,,,,0,0,0,0
1577,,,,0,0,0,0
1578,,,,0,0,0,0
1579,,,,0,0,0,0
1580,"작물을 오랜 시간 방치하면 시들어버립니다.

작물이 잘 자라도록 자주 돌봐줍시다.",,,151781,1,0,0
1581,"비료를 가지고 있다면 밭에 뿌려보세요.

작물에 비료를 주면 성장 속도가 빨라져 수확 시기를 앞당길 수 있습니다.

단, 현실 시간으로 1시간에 1회만 비료를 줄 수 있습니다.",,,151782,1,0,0
1582,,,,0,0,0,0
1583,,,,0,0,0,0
1584,,,,0,0,0,0
1585,,,,0,0,0,0
1586,,,,0,0,0,0
1587,,,,0,0,0,0
1588,,,,0,0,0,0
1589,,,,0,0,0,0
1590,"이제 작물을 수확할 수 있습니다.

작물을 수확하면 아이템을 획득합니다.

수확을 마치면 밭에 있던 작물은 사라집니다.",,,151791,1,0,0
1591,"밭에서는 교잡을 할 수 있습니다.

두 작물을 나란히 심으면 교잡이 발생하여 수확 시 새로운 씨앗을 얻는 경우가 있습니다.

다양한 작물을 조합해 심어보세요.

**※ 화분에서는 교잡이 발생하지 않습니다.**",,,151792,1,0,0
1592,,,,0,0,0,0
1593,,,,0,0,0,0
1594,,,,0,0,0,0
1595,,,,0,0,0,0
1596,,,,0,0,0,0
1597,,,,0,0,0,0
1598,,,,0,0,0,0
1599,,,,0,0,0,0
1600,"**집사 수행**이란 집사에게 의뢰할 수 있는 임무를 말하며, 필요한 아이템을 지정해서 구해오거나 야외를 탐색해 아이템을 발굴하는 임무로 구성됩니다.

집사에게 좋은 장비를 장착시키면 획득 가능한 아이템의 종류가 늘고, 더 많은 아이템을 가져오기도 합니다.",,,151801,1,0,0
1601,"집사 수행을 보내려면 **집사 급료**를 보수로 지급해야 합니다.

집사 급료는 소속 총사령부에서 군표와 교환하거나, 길드 의뢰 또는 우호부족 퀘스트를 달성하면 획득할 수 있습니다.
급료가 있으면 망설이지 말고 집사 수행에 사용하세요!",,,151802,1,0,0
1602,"집사가 수행을 떠나도 초인종을 울려 불러내거나 장터에 출품하는 데에는 지장이 없습니다.

집사를 적극적으로 활용하세요!

**※ 집사 수행을 중단해도 집사 급료는 돌려받을 수 없습니다.**",,,151803,1,0,0
1603,,,,0,0,0,0
1604,,,,0,0,0,0
1605,,,,0,0,0,0
1606,,,,0,0,0,0
1607,,,,0,0,0,0
1608,,,,0,0,0,0
1609,,,,0,0,0,0
1610,"**탐색 수행**은 집사를 야외로 파견해 아이템을 탐색하게 하는 임무로, 특정 아이템을 지정할 수는 없습니다.",,,151811,1,0,0
1611,"집사만이 발견할 수 있는 아이템을 찾아오는 경우도 있다고 합니다.

'탐색 수행'을 적극적으로 이용해보세요!",,,151812,1,0,0
1612,,,,0,0,0,0
1613,,,,0,0,0,0
1614,,,,0,0,0,0
1615,,,,0,0,0,0
1616,,,,0,0,0,0
1617,,,,0,0,0,0
1618,,,,0,0,0,0
1619,,,,0,0,0,0
1620,"다른 플레이어와 대화하려면 **대화 입력란**에 커서를 두고 하고 싶은 말을 입력하세요.

입력을 마치고 [Enter]키를 누르면 메시지가 전송됩니다.",,,151821,1,0,0
1621,"다른 플레이어와 대화하려면
**대화 입력란**에 커서를 두고 하고 싶은 말을 입력하세요.

입력을 마치고  버튼을 누르면 메시지가 전송됩니다.",,,151821,1,0,0
1622,"내가 한 말을 누가 볼 수 있는지는 대화 방식에 따라 달라집니다.

기본 대화 방식인 **말하기** 모드는 자신 주변의 일정 범위 내에 있는 플레이어 모두가 볼 수 있습니다.",,,151822,1,0,0
1623,대화 방식을 전환하려면 대화 입력란 왼쪽에 있는 **말풍선 버튼**을 눌러보세요.,,,151823,1,0,0
1624,그 밖에도 특정 플레이어와 단둘이 대화할 때 사용하는 **귓속말**이나 파티원끼리 대화할 수 있는 **파티** 등의 대화 모드를 이용할 수 있습니다. 궁금한 점이 있을 때나 파티 플레이를 할 때 적절한 대화 모드를 사용하여 이야기해 보세요.,,,151824,1,0,0
1625,,,,0,0,0,0
1626,,,,0,0,0,0
1627,,,,0,0,0,0
1628,,,,0,0,0,0
1629,,,,0,0,0,0
1630,"파이널판타지14에는 플레이어 간의 의사소통을 돕기 위해 **상용구 사전**이
준비되어 있습니다.",,,151831,1,0,0
1631,"상용구 사전을 사용하려면 대화 입력란에서 [TAB]키를 누르세요.
**상용구 후보** 일람이 표시됩니다.",,,151832,1,0,0
1632,"상용구 사전을 사용하려면 대화 입력란에서  버튼을 누르세요.
**상용구 후보** 일람이 표시됩니다.",,,151832,1,0,0
1633,"상용구 후보 일람에서 
**2: [인사] → 3: 안녕하세요.** 순으로 선택하면, 입력란에 **안녕하세요.**라는 문장이 특수 괄호 사이에 들어가 표시됩니다.",,,151833,1,0,0
1634,"상용구 사전에 포함되어 있는 문구는, 앞의 몇 글자를 입력하고 [TAB]키를 누르면 전체 문구가 자동 완성됩니다.",,,151834,1,0,0
1635,"상용구 사전에는 인사나 질문, 대답 등 일반적인 대화문 외에 게임에 나오는 특수한 단어도 등록되어 있습니다.

특정 문구를 빠르게 입력하고 싶을 때나 정확한 게임 용어를 알고 싶을 때 활용해보세요.",,,151835,1,0,0
1636,,,,0,0,0,0
1637,,,,0,0,0,0
1638,,,,0,0,0,0
1639,,,,0,0,0,0
1640,"장터에서 구입하고 싶은 아이템이 있다면 **찜하기**를 눌러보세요.

찜할 수 있는 아이템은 최대 10개입니다.",,,151841,1,0,0
1641,"장터 게시판에는 이용자가 찜한 숫자가 아이템별로 집계되어 표시되므로, 해당 아이템의 수요를 추측할 수도 있습니다.


**※ 찜하기 내역과 집계 자료는 서버 점검 시마다 초기화됩니다.**",,,151842,1,0,0
1642,,,,0,0,0,0
1643,,,,0,0,0,0
1644,,,,0,0,0,0
1645,,,,0,0,0,0
1646,,,,0,0,0,0
1647,,,,0,0,0,0
1648,,,,0,0,0,0
1649,,,,0,0,0,0
1650,"집사는 투사/마법사/채집가 중 하나의 클래스만 선택할 수 있습니다.

도중에 다른 클래스로 변경할 수는 있지만, 기존 클래스의 레벨은 초기화됩니다.
클래스는 신중히 선택하세요!",,,151851,1,0,0
1651,"또한, 집사의 클래스에 따라 '집사 수행'의 종류가 달라집니다.

집사는 '집사 수행'을 통해 성장하여 레벨이 오릅니다.

단, 집사는 고용주의 레벨을 앞지를 수 없습니다.
집사를 잘 단련시켜보세요!",,,151852,1,0,0
1652,,,,0,0,0,0
1653,,,,0,0,0,0
1654,,,,0,0,0,0
1655,,,,0,0,0,0
1656,,,,0,0,0,0
1657,,,,0,0,0,0
1658,,,,0,0,0,0
1659,,,,0,0,0,0
1660,"**황도십이문서**란 **고대의 무기: 아트마**를 강화할 방법이 기록된 총 9권짜리 고문서입니다.

'고대의 무기: 아트마'를 장비하고 망자의 종소리에 있는 **그주사나**와 대화하면 알라그 석판을 주고 고문서 1권으로 교환할 수 있습니다.",,,151861,1,0,0
1661,"손에 넣은 고문서는 **임무용 아이템**에 들어가며, 사용하면 목표 임무를 확인할 수 있습니다.

'고대의 무기: 아트마'를 장비하고 고문서에 기록된 임무를 수행하여 고대의 무기에 혼을 담으세요.
목표를 모두 달성하면 '고대의 무기: 아트마'의 성능이 향상됩니다.",,,151862,1,0,0
