#,Name,Description,Icon,ParamModifier,VFX,Log,Unknown0,MaxStacks,ClassJobCategory,StatusCategory,HitEffect,PartyListPriority,CanIncreaseRewards,ParamEffect,TargetType,Flags,Flag2,Unknown_70_1,Unknown2,LockMovement,Unknown3,LockActions,LockControl,Transfiguration,IsGaze,CanDispel,InflictedByActor,IsPermanent,NoLogVfx,Unknown5,CanStatusOff,IsFcBuff,Invisibility,Unknown6,Unknown_70_2,Unknown7
2019,생화학무기,HP가 서서히 줄어드는 상태.,213020,100,0,0,0,0,96,2,17,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2020,중재,받는 피해량이 감소하는 상태.,212511,-10,0,0,0,0,20,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021,부채춤: 절정 시전 가능,부채춤: 절정을 실행할 수 있는 상태.,213707,0,0,0,0,0,150,1,16,0,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022,검무,적에게 주는 피해량이 증가하는 상태.,214859,15,0,0,0,0,150,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023,정석 무도,"무도를 시작한 상태. 무도 전용 기술과 '정석 마무리', '앞걸음', '머리 쏘기', '질주', '군용 물약', 보조 기술 이외의 기술을 실행할 수 없다.",213705,0,0,0,0,0,150,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024,정석 마무리,무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.,213708,-10,0,0,0,0,150,1,16,0,0,0,0,5,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025,에스프리,"무기 기술 또는 마법 공격을 명중시키면, 이 효과를 부여한 무도가의 '에스프리'가 특정 확률로 증가하는 상태.",213710,0,0,0,73,0,150,1,16,0,0,0,0,5,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2026,마주서기,"특정 기술 시전 시, 마주서기 상대로 선택한 파티원에게 추가 효과를 발생시키는 상태.",213712,0,0,0,0,0,150,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2027,마주서기 상대,이 상태를 부여한 무도가가 특정 기술을 시전하면 자신에게 추가 효과가 발생하는 상태.,213713,0,0,0,0,0,150,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False
2028,삼연속 마법,마법을 시전 시간 없이 실행할 수 있는 상태.,212658,3,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2029,영검의 불꽃,지속 피해를 받는 상태.,212731,100,0,0,0,0,28,2,17,0,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2030,불사조의 날개,지속적으로 HP가 회복되는 상태.,212732,100,0,0,0,0,28,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2031,버에어로,지속 피해를 받는 상태.,214862,100,0,0,0,0,1,2,17,0,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2032,버선더,지속 피해를 받는 상태.,214863,100,0,0,0,0,1,2,17,0,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2033,앙가주망,일정량의 피해를 무효화하는 상태.,214864,100,0,0,0,0,112,1,16,0,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2034,점복,주는 피해량이 증가하고 받는 피해량이 감소하는 상태.,213245,10,0,0,0,0,99,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2035,디아,받는 피해량이 증가하는 상태.,212635,10,0,0,0,0,25,2,17,0,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2036,위로의 마음,지속적으로 HP가 회복되는 상태.,214865,100,0,0,0,0,25,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2037,절제,자신과 주위 파티원의 HP가 지속적으로 회복되는 상태.,212634,0,107,0,0,0,25,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2038,절제: 효과,지속적으로 HP가 회복되는 상태.,212633,100,0,0,0,0,25,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2039,고독법,받는 HP 회복 효과가 감소한 상태.,212812,-10,0,0,0,0,29,2,17,0,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2040,세라핌의 보호,일정량의 피해를 무효화하는 상태.,212848,0,0,0,0,0,29,1,16,0,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2041,컴버가,주는 피해량과 주는 HP 회복 효과가 감소한 상태.,213248,10,0,0,0,0,99,2,17,0,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2042,하루별읽기[낮],지속적으로 HP가 회복되는 상태.,213254,100,0,0,0,0,99,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2043,하루별읽기[밤],일정량의 피해를 무효화하는 상태.,213255,0,0,0,0,0,99,1,16,0,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2044,하루별읽기,마법 시전 시간과 재사용 대기 시간이 줄어든 상태.,213253,-10,114,0,0,0,99,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2045,기피,받는 피해량이 증가하는 상태.,210404,20,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2046,기피 대상,받는 피해량이 감소하는 상태.,210404,-20,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2047,꿈가루 저항,연금약을 복용하여 꿈가루에 저항력이 생긴 상태.,214834,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2048,앞걸음,"'캐스케이드'가 '리버스 캐스케이드'로, '파운틴'이 '파운틴 폴'로 변화한 상태.",214860,0,0,0,0,0,150,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2049,기교 무도,"무도를 시작한 상태. 무도 전용 기술과 '기교 마무리', '앞걸음', '머리 쏘기', '질주', '군용 물약', 보조 기술 이외의 기술을 실행할 수 없다.",213706,0,0,0,0,0,150,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2050,기교 마무리,무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.,213709,-10,0,0,0,0,150,1,16,0,0,0,0,5,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2051,에스프리,"무기 기술 또는 마법 공격을 명중시키면, 이 효과를 부여한 무도가의 '에스프리'가 특정 확률로 증가하는 상태.",213711,0,0,0,73,0,150,1,16,0,0,0,0,5,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2052,부채춤,받는 피해량이 감소하는 상태.,214861,-15,0,0,0,0,150,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2053,프로테스,받는 피해량이 감소하는 상태.,210405,-10,0,0,0,0,125,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2054,점지: 왕의 검,왕의 검 카드를 뽑은 상태.,213256,0,0,0,121,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2055,점지: 여왕의 날개,여왕의 날개 카드를 뽑은 상태.,213257,0,0,0,121,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2056,,,0,0,0,0,0,0,1,1,0,0,0,28,0,0,0,0,0,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False
2057,,,0,0,118,0,0,0,1,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2058,,,0,0,119,0,0,0,1,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2059,,,0,0,120,0,0,0,1,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2060,,,0,0,121,0,0,0,1,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2061,원초의 분노,"자신의 물리 공격이 명중하면 HP가 회복되고, 받는 피해량이 감소하는 상태.",212558,-10,0,0,0,0,22,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2062,원초의 분노 대상,"이 효과를 부여한 전사가 '원초의 분노'로 HP를 회복하면 그 회복량의 100%만큼 자신도 회복되는 상태.
효과가 지속되는 동안에는 받는 피해량이 감소한다.",212559,-10,0,0,0,0,22,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2063,수혈[근거리],받는 피해량이 감소하는 상태.,214869,-10,0,0,71,0,149,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2064,수혈[원거리],주는 피해량과 주는 HP 회복 효과가 증가한 상태.,214871,10,0,0,71,0,149,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2065,오로라,지속적으로 HP가 회복되는 상태.,213605,100,0,0,0,0,149,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2066,채혈,받는 피해량이 증가하는 상태.,214870,10,0,0,111,0,149,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2067,채혈,주는 피해량과 주는 HP 회복 효과가 감소한 상태.,214872,-10,0,0,111,0,149,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2068,자책,주는 피해량과 명중률이 증가한 상태.,216405,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2069,에테르 전환,자신이 주는 피해량과 HP 회복 효과가 증가한 상태.,212805,10,0,0,0,0,29,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2070,천궁의 반목[낮],지속적으로 HP가 회복되는 상태.,213246,100,0,0,0,0,99,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2071,천궁의 반목[밤],일정량의 피해를 무효화하는 상태.,213247,0,0,0,0,0,99,1,16,0,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2072,정신통일책,받는 HP 회복 효과가 증가하는 상태.,214813,20,0,0,0,0,29,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2073,산성 화살,독에 중독되어 HP가 서서히 줄어드는 상태.,212616,10,0,0,0,0,1,2,1,10,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2074,주는 물리 피해량 증가,물리 공격으로 주는 피해량이 증가하는 상태.,215050,10,0,0,35,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2075,선더라,지속 피해를 받는 상태.,210458,10,0,0,62,0,26,2,17,0,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2076,고백 기도,주는 피해량과 주는 HP 회복 효과가 감소한 상태.,214873,-10,0,0,0,0,20,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2077,내면의 혼돈,받는 피해량이 증가하는 상태.,214874,10,0,0,106,0,22,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2078,혼돈 회오리,받는 피해량이 증가하는 상태.,214875,10,0,0,106,0,22,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2079,절상,베기속성 피해로 HP가 서서히 줄어드는 상태.,215521,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2080,자상,찌르기속성 피해로 HP가 서서히 줄어드는 상태.,215522,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2081,타박상,타격속성 피해로 HP가 서서히 줄어드는 상태.,215523,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2082,화상,불속성 피해로 HP가 서서히 줄어드는 상태.,215524,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2083,동상,얼음속성 피해로 HP가 서서히 줄어드는 상태.,215525,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2084,열상,바람속성 피해로 HP가 서서히 줄어드는 상태.,215526,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2085,진흙탕,땅속성 피해로 HP가 서서히 줄어드는 상태.,215527,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2086,감전,번개속성 피해로 HP가 서서히 줄어드는 상태.,215528,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2087,물독,물속성 피해로 HP가 서서히 줄어드는 상태.,215529,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2088,고통,무속성 피해로 HP가 서서히 줄어드는 상태.,215530,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2089,독,독에 중독된 상태. HP가 서서히 줄어든다.,215007,10,0,0,0,0,1,2,1,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2090,받는 물리 피해량 증가,물리 공격으로 받는 피해량이 증가하는 상태.,215053,10,0,0,36,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2091,받는 마법 피해량 증가,마법 공격으로 받는 피해량이 증가하는 상태.,215057,10,0,0,38,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2092,주는 피해량 감소,적에게 주는 피해량이 감소하는 상태.,215520,-10,0,0,39,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2093,회복마법 효과 감소,회복마법의 회복량이 떨어진 상태.,215572,-50,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2094,물속성 저항 감소[강],물속성 저항이 크게 떨어진 상태.,215698,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2095,번개속성 저항 감소[강],번개속성 저항이 크게 떨어진 상태.,215597,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2096,바람속성 저항 감소[강],바람속성 저항이 크게 떨어진 상태.,215721,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2097,땅속성 저항 감소[강],땅속성 저항이 크게 떨어진 상태.,215722,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2098,불속성 저항 감소[강],불속성 저항이 크게 떨어진 상태.,215595,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2099,과중력,이동 속도가 느려진 상태.,215002,0,6,0,3,0,1,2,4,100,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2100,중력 폭발,중력 마력의 영향을 받은 상태. 효과 종료 시에 중력 이상을 일으켜 주위에 무속성 피해를 준다.,215770,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2101,앙갚음,적에게 주는 피해량이 감소하는 상태.,213901,-10,0,0,0,0,121,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2102,칠흑검,받는 HP 회복 효과가 감소한 상태.,214876,-20,0,0,53,0,98,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2103,타박상,타격속성 피해로 HP가 서서히 줄어드는 상태.,215523,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2104,독,독에 중독된 상태. HP가 서서히 줄어든다.,215007,10,0,0,0,0,1,2,1,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2105,정석 마무리,적에게 주는 피해량이 증가하는 상태.,213708,10,0,0,0,0,150,1,16,1,0,0,0,5,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2106,지연술: 플레어,"발동이 지연된 플레어의 표적이 된 상태.
효과가 끝나면 플레어가 발동한다.",215970,0,0,0,89,0,0,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2107,,,0,0,123,0,0,0,1,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2108,뿌리치기 대상,지속적으로 HP가 회복되는 상태.,212567,10,0,0,0,0,22,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2109,기술 실행 불가,기술을 실행할 수 없는 상태.,215045,0,0,0,0,0,1,2,3,100,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2110,고대의 고리,어둠의 마력을 띤 상태. 지속시간이 끝나면 고대의 고리가 발동한다.,215770,0,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2111,표식,"표적으로 점찍힌 상태.
다른 플레이어에게 접근하면 표식을 옮길 수 있다.",215026,0,130,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2112,표식,"표적으로 점찍힌 상태.
다른 플레이어에게 접근하면 표식을 옮길 수 있다.",215026,0,130,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2113,정석 마무리,무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.,213708,-10,0,0,0,0,150,1,16,0,0,0,0,5,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2114,고브톤스킨,받는 피해량이 일부 감소하는 상태.,213517,0,0,0,28,0,1,1,16,30,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2115,지능 및 정신력 감소,지능과 정신력이 감소한 상태.,213518,-20,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2116,방어 지시,방어를 지시한 상태. 자신이 받을 공격을 특정 파티원이 대신 받는다.,213519,0,0,0,0,0,1,1,16,100,0,0,0,35,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2117,방어 지시 대상,방어 지시를 받은 상태. 특정 파티원이 받을 공격을 자신이 대신 받는다.,213520,0,0,0,0,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2118,공격 준비,다음에 실행하는 마법이 물리 공격이면 위력이 증가하는 상태.,213521,100,0,0,102,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2119,선인장 방패,받는 피해량이 감소한 상태.,213522,-15,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2120,최대 HP 증가,최대 HP가 증가한 상태.,213523,20,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2121,별빛 극성 저항 감소,"불속성, 바람속성, 번개속성 저항이 떨어진 상태.",213524,-10,0,0,104,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2122,그림자 극성 저항 감소,"물속성, 땅속성, 얼음속성 저항이 떨어진 상태.",213525,-10,0,0,104,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2123,받는 물리 피해량 증가,물리 공격으로 받는 피해량이 증가하는 상태.,213526,10,0,0,104,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2124,에테르 복사: 방어,방어 역할의 에테르를 복사한 상태.,213527,75,0,0,103,0,1,1,16,101,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2125,에테르 복사: 공격,공격 역할의 에테르를 복사한 상태.,213528,10,0,0,103,0,1,1,16,101,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2126,에테르 복사: 회복,회복 역할의 에테르를 복사한 상태.,213529,30,0,0,103,0,1,1,16,101,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2127,의지박약,의지가 흔들리는 상태. 결사적으로 시전해야 하는 일부 기술을 사용할 수 없다.,213530,0,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2128,불의 낙인,"불의 낙인이 찍힌 상태.
아씨엔 라하브레아에게 공격이 통하지 않으며, 자신이 받는 불속성 피해량이 증가한다.",215998,0,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2129,얼음의 낙인,"얼음의 낙인이 찍힌 상태.
아씨엔 이게요름에게 공격이 통하지 않으며, 자신이 받는 얼음속성 피해량이 증가한다.",215999,0,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2130,관통산탄 강화,관통산탄의 위력이 증가한 상태.,219581,0,0,0,0,3,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2131,투쟁심 상승 1,"투쟁심이 높아진 상태. 적에게 주는 피해량이 증가하고,
자신이 주는 HP 회복 효과가 향상된다.",214877,10,0,0,33,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2132,투쟁심 상승 2,"투쟁심이 높아진 상태. 적에게 주는 피해량이 증가하고,
자신이 주는 HP 회복 효과가 향상된다.",214878,20,0,0,33,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2133,투쟁심 상승 3,"투쟁심이 높아진 상태. 적에게 주는 피해량이 증가하고,
자신이 주는 HP 회복 효과가 향상된다.",214879,30,0,0,33,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2134,투쟁심 상승 4,"투쟁심이 높아진 상태. 적에게 주는 피해량이 증가하고,
자신이 주는 HP 회복 효과가 향상된다.",214880,40,0,0,33,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2135,투쟁심 상승 5,"투쟁심이 높아진 상태. 적에게 주는 피해량이 증가하고,
자신이 주는 HP 회복 효과가 향상된다.",214881,50,0,0,33,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2136,필멸의 불꽃,마력을 띤 불꽃에 휩싸인 상태. 이 불꽃은 무언가를 완전히 태워 버리기 전에는 꺼지지 않는다.,215981,10,131,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137,최후의 임시 판결 γ,γ죄로 임시 판결을 받은 상태.,215201,20,152,0,0,0,1,2,17,198,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2138,최후의 임시 판결 δ,δ죄로 임시 판결을 받은 상태.,215202,20,153,0,0,0,1,2,17,198,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2139,최후의 심판: 임시 판결 γ,'임시 판결 γ' 명령을 받은 상태. 위반하면 더 큰 벌이 내린다.,215203,0,0,0,0,0,1,2,17,196,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2140,최후의 심판: 임시 판결 δ,'임시 판결 δ' 명령을 받은 상태. 위반하면 더 큰 벌이 내린다.,215204,0,0,0,0,0,1,2,17,196,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2141,최후의 심판: 약화 4,'약화 4' 명령을 받은 상태. 위반하면 더 큰 벌이 내린다.,215205,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2142,물속성 압축,압축된 물속성 에테르를 띤 상태. 효과가 끝날 때 물속성 공격을 실행한다.,215696,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2143,번개속성 압축,압축된 번개속성 에테르를 띤 상태. 효과가 끝날 때 번개속성 공격을 실행한다.,215697,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2144,물속성 저항 감소[강],물속성 저항이 크게 떨어진 상태.,215698,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
