#,Singular,Plural,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Quest,Icon,Action,StackSize,Category,CastTime,CastTimeline,Timeline
2001417,긴급 폐기 부재 재료,,긴급 폐기 부재 재료,0,0,0,1,0,0,False,67048,25919,0,1,1,0,0,0
2001418,튼튼한 몰볼 넝쿨,,튼튼한 몰볼 넝쿨,0,0,0,1,0,0,False,67048,21662,0,1,1,0,0,0
2001419,청린 탱크 부재,,청린 탱크 부재,0,0,0,1,0,0,False,67049,20956,0,1,1,0,0,0
2001420,XLIII식 강화 섬유,,XLIII식 강화 섬유,0,0,0,1,0,0,False,67049,20901,0,1,1,0,0,0
2001421,조종기구 부재 재료,,조종기구 부재 재료,0,0,0,1,0,0,False,67055,25919,0,1,1,0,0,0
2001422,겨울빙어,,겨울빙어,0,0,0,1,0,0,False,67056,29310,0,3,1,0,0,0
2001423,긴급 탈출 도구 재료,,긴급 탈출 도구 재료,0,0,0,1,0,0,False,67056,25919,0,1,1,0,0,0
2001424,붉은가문비나무 가지,,붉은가문비나무 가지,0,0,0,1,0,0,False,67057,22416,0,15,1,0,0,0
2001425,붉은가문비나무 원목,,붉은가문비나무 원목,0,0,0,1,0,0,False,67057,22413,0,5,1,0,0,0
2001426,전쟁강철 광석,,전쟁강철 광석,0,0,0,1,0,0,False,67058,21202,0,15,1,0,0,0
2001427,질 좋은 전쟁강철 광석,,질 좋은 전쟁강철 광석,0,0,0,1,0,0,False,67058,21203,0,5,1,0,0,0
2001428,대금 주머니,,대금 주머니,0,0,0,1,0,0,False,67059,25919,0,1,1,0,0,0
2001429,진동방지 부재 재료,,진동방지 부재 재료,0,0,0,1,0,0,False,67059,25919,0,1,1,0,0,0
2001430,으스스한 심령체,,으스스한 심령체,0,0,0,1,0,0,False,67102,21264,0,1,1,0,0,0
2001431,보조 동력원 부재 재료,,보조 동력원 부재 재료,0,0,0,1,0,0,False,67103,25919,0,3,1,0,0,0
2001432,장식 부재 재료,,장식 부재 재료,0,0,0,1,0,0,False,67104,25919,0,1,1,0,0,0
2001433,꼬아 만든 머리띠,,꼬아 만든 머리띠,0,0,0,1,0,0,False,67079,54001,1,1,1,3,0,0
2001434,경량화 부재 재료,,경량화 부재 재료,0,0,0,1,0,0,False,67058,25919,0,1,1,0,0,0
2001435,예비 탱크 부재 재료,,예비 탱크 부재 재료,0,0,0,1,0,0,False,67057,25919,0,1,1,0,0,0
2001436,태양석,,태양석,0,0,0,1,0,0,False,0,20001,1,1,1,0,0,0
2001437,월광석,,월광석,0,0,0,1,0,0,False,0,20002,1,1,1,0,0,0
2001438,대성석,,대성석,0,0,0,1,0,0,False,0,20006,1,1,1,0,0,0
2001439,편속성 크리스탈 조각,,편속성 크리스탈 조각,0,0,0,1,0,0,False,67029,20664,1,3,1,3,0,0
2001440,라야 오 센나에게 보내는 밀서,,라야 오 센나에게 보내는 밀서,0,0,0,1,0,0,False,67106,25918,0,1,1,0,0,0
2001441,실프에게 보내는 편지,,실프에게 보내는 편지,0,0,0,1,0,0,False,67106,25918,0,1,1,0,0,0
2001442,스위그레일에게 보내는 편지,,스위그레일에게 보내는 편지,0,0,0,1,0,0,False,67107,25918,0,1,1,0,0,0
2001443,와와라고에게 보내는 편지,,와와라고에게 보내는 편지,0,0,0,1,0,0,False,67108,25918,0,1,1,0,0,0
2001444,로로자루에게 보내는 편지,,로로자루에게 보내는 편지,0,0,0,1,0,0,False,67108,25918,0,1,1,0,0,0
2001445,미용사에게 보내는 편지,,미용사에게 보내는 편지,0,0,0,1,0,0,False,67109,25918,0,1,1,0,0,0
2001446,로로자루의 화물상자,,로로자루의 화물상자,0,0,0,1,0,0,False,67108,26316,1,1,1,3,0,0
2001447,작은 열쇠,,작은 열쇠,0,0,0,1,0,0,False,0,25904,0,1,1,0,0,0
2001448,이단자의 열쇠,,이단자의 열쇠,0,0,0,1,0,0,False,0,25902,0,1,1,0,0,0
2001449,마우 리제에게 보내는 편지,,마우 리제에게 보내는 편지,0,0,0,1,0,0,False,67110,25918,0,1,1,0,0,0
2001450,우라 리제에게 보내는 편지,,우라 리제에게 보내는 편지,0,0,0,1,0,0,False,67110,25918,0,1,1,0,0,0
2001451,낡은 요시미츠,,낡은 요시미츠,0,0,0,1,0,0,False,67115,21003,1,1,1,3,0,0
2001452,알루미나 입자,,알루미나 입자,0,0,0,1,0,0,False,67115,21204,1,1,1,3,0,0
2001453,암다포르 석판,,암다포르 석판,0,0,0,1,0,0,False,67115,26201,1,1,1,3,0,0
2001454,사본: 닌자의 길,,사본: 닌자의 길,0,0,0,1,0,0,False,67115,26002,1,1,1,3,0,0
2001455,이프리트의 불꽃,,이프리트의 불꽃,0,0,0,1,0,0,False,67115,25911,1,1,1,3,0,0
2001456,가루다의 바람,,가루다의 바람,0,0,0,1,0,0,False,67115,25901,1,1,1,3,0,0
2001457,타이탄의 황토,,타이탄의 황토,0,0,0,1,0,0,False,67115,21464,1,1,1,3,0,0
2001458,팬레터 뭉치,,팬레터 뭉치,0,0,0,1,0,0,False,65572,23001,0,1,1,0,0,0
2001459,검투 대회 포스터,,검투 대회 포스터,0,0,0,1,0,0,False,65572,25906,1,2,1,3,1,1
2001460,검투 대회 전단,,검투 대회 전단,0,0,0,1,0,0,False,65572,26153,0,2,1,0,0,0
2001461,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2001462,낡은 병,,낡은 병,0,0,0,1,0,0,False,65581,25057,1,1,1,3,0,0
2001463,오래된 마도서,,오래된 마도서,0,0,0,1,0,0,False,65636,26002,1,1,1,3,0,0
2001464,영원의 종,,영원의 종,0,0,0,1,0,0,False,0,26104,3140,1,1,0,0,1
2001465,호문쿨루스에게 보내는 편지,,호문쿨루스에게 보내는 편지,0,0,0,1,0,0,False,65569,25918,0,1,1,0,0,0
2001466,검은토끼 무역상사의 납품서,,검은토끼 무역상사의 납품서,0,0,0,1,0,0,False,65569,26151,0,1,1,0,0,0
2001467,바에르트 상회의 어음,,바에르트 상회의 어음,0,0,0,1,0,0,False,65569,25928,0,1,1,0,0,0
2001468,계약서 사본,,계약서 사본,0,0,0,1,0,0,False,65569,26152,0,1,1,0,0,0
2001469,조사 서류 사본,,조사 서류 사본,0,0,0,1,0,0,False,65569,26153,0,1,1,0,0,0
2001470,이단자의 양피지,,이단자의 양피지,0,0,0,1,0,0,False,65610,25906,1,1,1,3,0,0
2001471,이단자의 서찰,,이단자의 서찰,0,0,0,1,0,0,False,0,25906,1,1,1,3,0,0
2001472,작은 열쇠 (목조),,작은 열쇠 (목조),0,0,0,1,0,0,False,0,25904,0,1,1,0,0,0
2001473,열두 신의 반지,,열두 신의 반지,0,0,0,1,0,0,False,67114,54564,1,1,1,3,0,0
2001474,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2001475,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2001476,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2001477,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2001478,깜찍한 귀걸이,,깜찍한 귀걸이,0,0,0,1,0,0,False,65581,55241,1,1,1,3,0,0
2001479,마우 리제에게 보내는 편지,,마우 리제에게 보내는 편지,0,0,0,1,0,0,False,67110,25918,0,1,1,0,0,0
2001480,와이먼드에게 보내는 편지,,와이먼드에게 보내는 편지,0,0,0,1,0,0,False,65776,25918,0,1,1,0,0,0
2001481,납치범의 요구장,,납치범의 요구장,0,0,0,1,0,0,False,65776,26151,0,1,1,0,0,0
2001482,천칭은행의 약속어음,,천칭은행의 약속어음,0,0,0,1,0,0,False,65776,26152,0,1,1,0,0,0
2001483,청린수 선물어음,,청린수 선물어음,0,0,0,1,0,0,False,65776,25928,0,1,1,0,0,0
2001484,가녀린 붉은 꽃,,가녀린 붉은 꽃,0,0,0,1,0,0,False,65776,25003,0,1,1,0,0,0
2001485,람베르탕에게 보내는 편지,,람베르탕에게 보내는 편지,0,0,0,1,0,0,False,65780,25918,0,3,1,0,0,0
2001486,속성 전이 개론의 원본,,속성 전이 개론의 원본,0,0,0,1,0,0,False,0,26002,0,1,1,0,0,0
2001487,아름다운 화분,,아름다운 화분,0,0,0,1,0,0,False,65780,25008,1,1,1,3,0,0
2001488,절령체 항아리,,절령체 항아리,0,0,0,1,0,0,False,65780,22603,1,1,1,3,0,0
2001489,채석용 망치,,채석용 망치,0,0,0,1,0,0,False,65780,38051,1,1,1,3,0,0
2001490,편속성 크리스탈,,편속성 크리스탈,0,0,0,1,0,0,False,65780,22603,0,1,1,0,0,0
2001491,드레스트에게 보내는 편지,,드레스트에게 보내는 편지,0,0,0,1,0,0,False,65777,25918,0,1,1,0,0,0
2001492,더러운 가죽주머니,,더러운 가죽주머니,0,0,0,1,0,0,False,65777,25919,0,1,1,0,0,0
2001493,블레지의 조사 자료,,블레지의 조사 자료,0,0,0,1,0,0,False,67745,26182,0,1,1,0,0,0
2001494,휘갈겨 쓴 괴문서,,,0,0,0,1,0,0,False,67899,26192,0,4,1,0,0,0
2001495,정교법 대전 11권,,정교법 대전 11권,0,0,0,1,0,0,False,67744,26161,0,1,1,0,0,0
2001496,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2001497,수호천절 축제 초롱,,수호천절 축제 초롱,0,0,0,1,0,0,False,65773,24153,0,3,1,0,0,0
2001498,압수한 상자,,압수한 상자,0,0,0,1,0,0,False,65901,21003,0,1,1,3,0,0
2001499,미아 몰코트에게 보내는 편지,,미아 몰코트에게 보내는 편지,0,0,0,1,0,0,False,67111,25918,0,1,1,0,0,0
2001500,히히라에게 보내는 편지,,히히라에게 보내는 편지,0,0,0,1,0,0,False,67112,25918,0,1,1,0,0,0
2001501,날달살갈퀴 뿌리,,날달살갈퀴 뿌리,0,0,0,1,0,0,False,67112,25005,0,3,1,0,0,0
2001502,추억이 담긴 목걸이,,추억이 담긴 목걸이,0,0,0,1,0,0,False,67112,54815,0,1,1,0,0,0
2001503,안셀름에게 보내는 결투장,,안셀름에게 보내는 결투장,0,0,0,1,0,0,False,67113,26151,0,1,1,0,0,0
2001504,코코부키에게 보내는 편지,,코코부키에게 보내는 편지,0,0,0,1,0,0,False,65778,25918,0,1,1,0,0,0
2001505,주술사 길드 장서 목록,,주술사 길드 장서 목록,0,0,0,1,0,0,False,65778,26002,0,1,1,0,0,0
2001506,지지룬에게 보내는 편지,,지지룬에게 보내는 편지,0,0,0,1,0,0,False,65779,25918,0,1,1,0,0,0
2001507,XLIII식 점화장치,,XLIII식 점화장치,0,0,0,1,0,0,False,65646,21003,1,1,1,0,0,0
2001508,검투 재단의 폐기물,,검투 재단의 폐기물,0,0,0,1,0,0,False,65739,21003,1,3,1,0,0,0
2001509,이상한 냄새가 나는 자루,,이상한 냄새가 나는 자루,0,0,0,1,0,0,False,65739,25919,1,1,1,0,0,0
2001510,동전이 든 가죽주머니,,동전이 든 가죽주머니,0,0,0,1,0,0,False,65684,25919,1,1,1,0,0,0
2001511,가장행렬 광고 전단,,가장행렬 광고 전단,0,0,0,1,0,0,False,65774,25906,0,3,1,0,0,0
2001512,（仮）魔道書,,,0,0,0,1,0,0,False,0,26002,1,1,1,0,0,0
2001513,에델바이스 상회로 보내는 짐,,에델바이스 상회로 보내는 짐,0,0,0,1,0,0,False,65859,23001,1,1,1,0,0,0
2001514,고급 사료,,고급 사료,0,0,0,1,0,0,False,65788,25020,0,1,1,0,0,0
2001515,깜빡 두고 간 안경,,깜빡 두고 간 안경,0,0,0,1,0,0,False,65845,40876,0,1,1,0,0,0
2001516,초코보 꽁지 깃털,,초코보 꽁지 깃털,0,0,0,1,0,0,False,65825,21901,0,1,1,0,0,0
2001517,별의 신 카드,,별의 신 카드,0,0,0,1,0,0,False,65787,25918,0,1,1,0,0,0
2001518,별의 선물,,별의 선물,0,0,0,1,0,0,False,65787,26107,0,1,1,0,0,0
2001519,섞여 들어온 카드,,섞여 들어온 카드,0,0,0,1,0,0,False,65787,25918,0,1,1,0,0,0
2001520,별의 신 카드,,별의 신 카드,0,0,0,1,0,0,False,65783,25918,0,1,1,0,0,0
2001521,별의 선물,,별의 선물,0,0,0,1,0,0,False,65783,26107,0,1,1,0,0,0
2001522,별의 신 카드,,별의 신 카드,0,0,0,1,0,0,False,65784,25918,0,1,1,0,0,0
2001523,별의 선물,,별의 선물,0,0,0,1,0,0,False,65784,26107,0,1,1,0,0,0
2001524,별의 신 카드,,별의 신 카드,0,0,0,1,0,0,False,65785,25918,0,1,1,0,0,0
2001525,별의 선물,,별의 선물,0,0,0,1,0,0,False,65785,26107,0,1,1,0,0,0
2001526,추억이 담긴 팔찌,,추억이 담긴 팔찌,0,0,0,1,0,0,False,65890,55605,0,1,1,0,0,0
2001527,섞여 들어온 카드,,섞여 들어온 카드,0,0,0,1,0,0,False,65890,25918,0,1,1,0,0,0
2001528,바트라알의 뿔,,바트라알의 뿔,0,0,0,1,0,0,False,65893,22204,0,1,1,0,0,0
2001529,VI호 고블린탱크 철판,,VI호 고블린탱크 철판,0,0,0,1,0,0,False,65893,20957,0,1,1,0,0,0
2001530,나라심하의 피막,,나라심하의 피막,0,0,0,1,0,0,False,65893,21822,0,1,1,0,0,0
2001531,펜리르의 이빨,,펜리르의 이빨,0,0,0,1,0,0,False,65893,22303,0,1,1,0,0,0
2001532,황휘석,,황휘석,0,0,0,1,0,0,False,65894,21207,0,1,1,0,0,0
2001533,요마의 마법천,,요마의 마법천,0,0,0,1,0,0,False,65894,23003,0,1,1,0,0,0
2001534,암다포르의 종이,,암다포르의 종이,0,0,0,1,0,0,False,65894,26151,0,1,1,0,0,0
2001535,창망옥,,창망옥,0,0,0,1,0,0,False,65894,21287,0,1,1,0,0,0
2001536,톤베리 왕의 피,,톤베리 왕의 피,0,0,0,1,0,0,False,65895,22601,0,1,1,0,0,0
2001537,암굴왕의 피,,암굴왕의 피,0,0,0,1,0,0,False,65895,22601,0,1,1,0,0,0
2001538,대왕오징어의 피,,대왕오징어의 피,0,0,0,1,0,0,False,65895,20662,0,1,1,0,0,0
2001539,고대왕의 피,,고대왕의 피,0,0,0,1,0,0,False,65895,22601,0,1,1,0,0,0
2001540,옛 암다포르 성의 보물,,옛 암다포르 성의 보물,0,0,0,1,0,0,False,65896,25916,0,1,1,0,0,0
2001541,대등대의 보물,,대등대의 보물,0,0,0,1,0,0,False,65896,25916,0,1,1,0,0,0
2001542,지하 묘소의 보물,,지하 묘소의 보물,0,0,0,1,0,0,False,65896,25916,0,1,1,0,0,0
2001543,수비 요새의 보물,,수비 요새의 보물,0,0,0,1,0,0,False,65896,25916,0,1,1,0,0,0
2001544,라야 오 센나에게 보내는 편지,,라야 오 센나에게 보내는 편지,0,0,0,1,0,0,False,65898,25918,0,1,1,0,0,0
2001545,지저분한 병,,지저분한 병,0,0,0,1,0,0,False,65962,20665,0,1,1,3,0,0
2001546,꽃 구입비,,꽃 구입비,0,0,0,1,0,0,False,65906,26001,0,1,1,3,0,0
2001547,메느피나 데이지,,메느피나 데이지,0,0,0,1,0,0,False,65906,26024,0,1,1,3,0,0
2001548,수상한 물건,,수상한 물건,0,0,0,1,0,0,False,65903,21003,0,4,1,3,0,0
2001549,동방의 마술 피리,,동방의 마술 피리,0,0,0,1,0,0,False,65968,22204,1,1,1,3,0,0
2001550,랑드넬에게 보내는 편지,,랑드넬에게 보내는 편지,0,0,0,1,0,0,False,66032,25918,0,1,1,0,0,0
2001551,손씨 왕조 시대의 보물 지도,,손씨 왕조 시대의 보물 지도,0,0,0,1,0,0,False,0,26151,1,1,2,0,0,0
2001552,미궁의 보주,,미궁의 보주,0,0,0,1,0,0,False,0,22624,1,1,1,0,0,0
2001553,수정탑의 보주,,수정탑의 보주,0,0,0,1,0,0,False,0,22625,1,1,1,0,0,0
2001554,이계의 보주,,이계의 보주,0,0,0,1,0,0,False,0,22626,1,1,1,0,0,0
2001555,특별 탑승 허가증,,특별 탑승 허가증,0,0,0,1,0,0,False,65970,26153,0,1,1,0,0,0
2001556,향나무 부적,,향나무 부적,0,0,0,1,0,0,False,66051,25001,0,1,1,0,0,0
2001557,원석이 든 봉투,,원석이 든 봉투,0,0,0,1,0,0,False,66059,25918,0,1,1,0,0,0
2001558,박하 초콜릿,,박하 초콜릿,0,0,0,1,0,0,False,66063,24065,0,1,1,0,0,0
2001559,망령의 옷,,망령의 옷,0,0,0,1,0,0,False,66029,23155,1,1,1,0,0,0
2001560,고순도 증류수,,고순도 증류수,0,0,0,1,0,0,False,66029,20601,1,1,1,0,0,0
2001561,비장의 증류주,,비장의 증류주,0,0,0,1,0,0,False,66096,25936,0,1,1,0,0,0
2001562,현자의 카드,,현자의 카드,0,0,0,1,0,0,False,66092,22630,0,2,1,0,0,0
2001563,특별한 현자의 카드,,특별한 현자의 카드,0,0,0,1,0,0,False,66092,22631,0,1,1,0,0,0
2001564,콜록콜록 비늘가루 구슬,,콜록콜록 비늘가루 구슬,0,0,0,1,0,0,False,66093,21308,0,1,1,0,0,0
2001565,눈썰미의 비늘 구슬,,눈썰미의 비늘 구슬,0,0,0,1,0,0,False,66095,26015,1,3,1,3,0,0
2001566,분말형 해제의 프리즘,,분말형 해제의 프리즘,0,0,0,1,0,0,False,66028,22623,0,1,1,0,0,0
2001567,제국군 인증 열쇠,,제국군 인증 열쇠,0,0,0,1,0,0,False,0,26014,1,99,1,0,0,0
2001568,운란석,,운란석,0,0,0,1,0,0,False,0,20204,1,99,1,0,0,0
2001569,강철 레버,,강철 레버,0,0,0,1,0,0,False,0,22305,1,1,1,0,0,0
2001570,기병 막사 열쇠,,기병 막사 열쇠,0,0,0,1,0,0,False,0,25904,1,1,1,0,0,0
2001571,작전회의실 열쇠,,작전회의실 열쇠,0,0,0,1,0,0,False,0,25904,1,1,1,0,0,0
2001572,뻣뻣한 회색 털,,뻣뻣한 회색 털,0,0,0,1,0,0,False,67121,22007,1,3,1,3,0,0
2001573,미지근한 보따리,,미지근한 보따리,0,0,0,1,0,0,False,67122,26109,1,1,1,3,0,0
2001574,샘물의 크리스탈,,샘물의 크리스탈,0,0,0,1,0,0,False,67130,20002,1,1,1,3,0,0
2001575,에테르 집속기 논문,,에테르 집속기 논문,0,0,0,1,0,0,False,67196,26162,1,1,1,3,0,0
2001576,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2001577,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2001578,이단자의 서찰,,이단자의 서찰,0,0,0,1,0,0,False,67141,26153,1,3,1,3,0,0
2001579,어린 낭카 고기,,어린 낭카 고기,0,0,0,1,0,0,False,67150,25155,1,1,1,3,0,0
2001580,어린 낭카 고기,,어린 낭카 고기,0,0,0,1,0,0,False,67148,25155,1,3,1,3,0,0
2001581,뜬구름풀,,뜬구름풀,0,0,0,1,0,0,False,67156,22627,1,3,1,3,0,0
2001582,☓未使用,,,0,0,0,1,0,0,False,0,25906,1,1,1,3,0,0
2001583,새로 그린 그림장식 돌,,새로 그린 그림장식 돌,0,0,0,1,0,0,False,67158,21210,1,1,1,3,0,0
2001584,야크 털가죽,,야크 털가죽,0,0,0,1,0,0,False,67144,21655,1,2,1,3,0,0
2001585,봉인의 쐐기돌,,봉인의 쐐기돌,0,0,0,1,0,0,False,67207,21451,0,1,1,0,0,0
2001586,봉인의 큰쐐기돌,,봉인의 큰쐐기돌,0,0,0,1,0,0,False,67208,21451,0,1,1,0,0,0
2001587,텅 빈 항아리,,텅 빈 항아리,0,0,0,1,0,0,False,67209,25055,0,1,1,0,0,0
2001588,요마 연구자의 짐,,요마 연구자의 짐,0,0,0,1,0,0,False,67211,26111,0,1,1,0,0,0
2001589,미스릴 심장의 전투도끼,,미스릴 심장의 전투도끼,0,0,0,1,0,0,False,66121,31441,0,1,1,0,0,0
2001590,죽은 연어,,죽은 연어,0,0,0,1,0,0,False,66124,29203,1,1,1,3,0,0
2001591,신선한 향초,,신선한 향초,0,0,0,1,0,0,False,67529,25002,1,1,1,3,0,0
2001592,특제 양념포도주,,특제 양념포도주,0,0,0,1,0,0,False,67530,25057,1,1,1,3,0,0
2001593,특제 양념포도주,,특제 양념포도주,0,0,0,1,0,0,False,67531,25057,1,1,1,3,0,0
2001594,산악영양 다리살,,산악영양 다리살,0,0,0,1,0,0,False,67268,25157,0,3,1,0,0,0
2001595,헤밍의 보따리,,헤밍의 보따리,0,0,0,1,0,0,False,67272,26110,0,3,1,0,0,0
2001596,부적 조각,,부적 조각,0,0,0,1,0,0,False,67273,20009,0,3,1,0,0,0
2001597,가스토르니스 다리살,,가스토르니스 다리살,0,0,0,1,0,0,False,67274,25154,0,3,1,0,0,0
2001598,갓 만든 도시락,,갓 만든 도시락,0,0,0,1,0,0,False,67275,21005,0,3,1,0,0,0
2001599,온전한 비막,,온전한 비막,0,0,0,1,0,0,False,67284,21955,0,1,1,0,0,0
2001600,니메이아 백합,,니메이아 백합,0,0,0,1,0,0,False,67288,26024,0,1,1,0,0,0
2001601,장미 기병단의 무기,,장미 기병단의 무기,0,0,0,1,0,0,False,67294,21003,0,3,1,0,0,0
2001602,야크 털가죽,,야크 털가죽,0,0,0,1,0,0,False,67299,21655,0,3,1,0,0,0
2001603,빈 포도주병,,빈 포도주병,0,0,0,1,0,0,False,67303,27608,0,1,1,0,0,0
2001604,숨은 온천욕장 온천수,,숨은 온천욕장 온천수,0,0,0,1,0,0,False,67303,27608,0,1,1,0,0,0
2001605,군용 초코보 깃털,,군용 초코보 깃털,0,0,0,1,0,0,False,67304,21901,0,1,1,0,0,0
2001606,떨고 있는 아기 고양이?,,떨고 있는 아기 고양이?,0,0,0,1,0,0,False,67290,4452,0,1,1,0,0,0
2001607,가로등버섯,,가로등버섯,0,0,0,1,0,0,False,67314,25402,0,1,1,0,0,0
2001608,포자를 뒤집어쓴 야채,,포자를 뒤집어쓴 야채,0,0,0,1,0,0,False,67314,25218,0,1,1,0,0,0
2001609,향기 나는 탁수,,향기 나는 탁수,0,0,0,1,0,0,False,67315,24402,1,1,1,3,0,0
2001610,수렵용 목제 활,,수렵용 목제 활,0,0,0,1,0,0,False,67320,32261,0,1,1,0,0,0
2001611,낭카 알,,낭카 알,0,0,0,1,0,0,False,67322,25156,0,5,1,0,0,0
2001612,잘 익은 칠천수 열매,,잘 익은 칠천수 열매,0,0,0,1,0,0,False,67323,25221,0,3,1,0,0,0
2001613,큰뿔산양 생고기,,큰뿔산양 생고기,0,0,0,1,0,0,False,67324,25152,0,3,1,0,0,0
2001614,그나스족의 권총,,그나스족의 권총,0,0,0,1,0,0,False,67326,21003,0,2,1,0,0,0
2001615,드라바니아 점토,,드라바니아 점토,0,0,0,1,0,0,False,67327,21455,0,2,1,0,0,0
2001616,은이슬풀,,은이슬풀,0,0,0,1,0,0,False,67328,21654,0,3,1,0,0,0
2001617,●ラーニングの書,,,0,0,0,1,0,0,False,0,26153,1,1,1,3,0,0
2001618,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2001619,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2001620,작고 노란 돌,,작고 노란 돌,0,0,0,1,0,0,False,67329,22615,0,4,1,0,0,0
2001621,수레에서 내린 짐,,수레에서 내린 짐,0,0,0,1,0,0,False,67330,22634,0,1,1,0,0,0
2001622,권총용 화약 주머니,,권총용 화약 주머니,0,0,0,1,0,0,False,67331,26110,0,3,1,0,0,0
2001623,미아시드 고기,,미아시드 고기,0,0,0,1,0,0,False,67335,25152,0,3,1,0,0,0
2001624,갈리미무스 알,,갈리미무스 알,0,0,0,1,0,0,False,67336,25251,0,5,1,0,0,0
2001625,초코보 다리살,,초코보 다리살,0,0,0,1,0,0,False,67337,25154,0,1,1,0,0,0
2001626,다리살 튀김,,다리살 튀김,0,0,0,1,0,0,False,67337,24358,0,1,1,0,0,0
2001627,히포세르프 생가죽,,히포세르프 생가죽,0,0,0,1,0,0,False,67341,22003,0,3,1,0,0,0
2001628,잿빛 부싯돌,,잿빛 부싯돌,0,0,0,1,0,0,False,67344,21205,1,1,1,3,0,0
2001629,그론 마알,,그론 마알,0,0,0,1,0,0,False,67346,25022,0,1,1,0,0,0
2001630,매끄러운 용비늘,,매끄러운 용비늘,0,0,0,1,0,0,False,67348,22251,0,1,1,0,0,0
2001631,상크친니 넝쿨,,상크친니 넝쿨,0,0,0,1,0,0,False,67356,21662,0,5,1,0,0,0
2001632,나팔꽃,,나팔꽃,0,0,0,1,0,0,False,67358,25023,0,3,1,0,0,0
2001633,나무로 엮은 바구니,,나무로 엮은 바구니,0,0,0,1,0,0,False,67361,22261,0,3,1,0,0,0
2001634,질 좋은 흑토,,질 좋은 흑토,0,0,0,1,0,0,False,67365,21464,0,1,1,0,0,0
2001635,쿠뽀 열매,,쿠뽀 열매,0,0,0,1,0,0,False,67366,25311,0,5,1,0,0,0
2001636,고대의 장비,,고대의 장비,0,0,0,1,0,0,False,67369,21002,0,3,1,0,0,0
2001637,우스티엔의 갑옷 파편,,우스티엔의 갑옷 파편,0,0,0,1,0,0,False,67228,25919,0,1,1,0,0,0
2001638,기묘한 쪽지,,기묘한 쪽지,0,0,0,1,0,0,False,67230,26151,0,1,1,0,0,0
2001639,무럭무럭풀,,무럭무럭풀,0,0,0,1,0,0,False,67372,25005,0,1,1,0,0,0
2001640,옹기 물병,,옹기 물병,0,0,0,1,0,0,False,67373,25055,0,1,1,0,0,0
2001641,물을 채운 물병,,물을 채운 물병,0,0,0,1,0,0,False,67373,25055,0,1,1,0,0,0
2001642,모그린 단검,,모그린 단검,0,0,0,1,0,0,False,67374,30363,1,1,1,3,0,0
2001643,찌릿찌릿 비늘,,찌릿찌릿 비늘,0,0,0,1,0,0,False,67374,22251,0,3,1,0,0,0
2001644,반짝반짝 쇠붙이,,반짝반짝 쇠붙이,0,0,0,1,0,0,False,67376,21002,0,5,1,0,0,0
2001645,따끈따끈풀 모종,,따끈따끈풀 모종,0,0,0,1,0,0,False,67380,25015,0,5,1,0,0,0
2001646,모그손의 바구니,,모그손의 바구니,0,0,0,1,0,0,False,67383,22261,0,3,1,0,0,0
2001647,멜리아 가지,,멜리아 가지,0,0,0,1,0,0,False,67387,22416,0,3,1,0,0,0
2001648,도마뱀 꼬리,,도마뱀 꼬리,0,0,0,1,0,0,False,67388,22635,0,3,1,0,0,0
2001649,석회암 골렘의 심장핵,,석회암 골렘의 심장핵,0,0,0,1,0,0,False,67389,20403,0,3,1,0,0,0
2001650,북실북실풀 묘목,,북실북실풀 묘목,0,0,0,1,0,0,False,67395,25015,0,3,1,0,0,0
2001651,둥실둥실 솜풀,,둥실둥실 솜풀,0,0,0,1,0,0,False,67396,21801,0,3,1,0,0,0
2001652,반짝반짝 고대 도구,,반짝반짝 고대 도구,0,0,0,1,0,0,False,67397,21002,0,3,1,0,0,0
2001653,반짝반짝 반지,,반짝반짝 반지,0,0,0,1,0,0,False,67398,54402,0,1,1,0,0,0
2001654,조브란의 갑각,,조브란의 갑각,0,0,0,1,0,0,False,67433,20008,0,3,1,0,0,0
2001655,큰뿔들소 고기,,큰뿔들소 고기,0,0,0,1,0,0,False,67436,25153,0,4,1,0,0,0
2001656,부드러운 흑토,,부드러운 흑토,0,0,0,1,0,0,False,67438,27404,0,5,1,0,0,0
2001657,×未使用,,,0,0,0,1,0,0,False,0,0,0,1,1,0,0,0
2001658,커다란 가스토르니스 알,,커다란 가스토르니스 알,0,0,0,1,0,0,False,67439,25252,0,1,1,0,0,0
2001659,에테르 계측기,,에테르 계측기,0,0,0,1,0,0,False,67418,21002,0,2,1,0,0,0
2001660,1차 조사 보고서,1차 조사 보고서,1차 조사 보고서,0,0,0,1,0,0,False,67419,26188,0,1,1,0,0,0
2001661,에테르 계측기,,에테르 계측기,0,0,0,1,0,0,False,67420,21002,0,6,1,0,0,0
